ダウンロードした時刻：2019/01/25 20:59:10

,,,飛島,飛島,飛島,酒田,酒田,酒田,にかほ,にかほ,にかほ
年,月,日,最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,,,,,,
,,,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1996,7,7,23.1,8,1,25.0,8,1,23.0,8,1
1996,7,8,20.7,8,1,21.4,8,1,22.1,8,1
1996,7,9,23.3,8,1,25.8,8,1,22.5,8,1
1996,7,10,25.1,8,1,27.8,8,1,24.7,8,1
1996,7,11,23.5,8,1,23.6,8,1,24.1,8,1
1996,7,12,20.1,8,1,21.2,8,1,19.6,8,1
1996,7,13,23.2,8,1,24.4,8,1,22.0,8,1
1996,7,14,22.1,8,1,24.0,8,1,25.9,8,1
1996,7,15,21.9,8,1,24.8,8,1,23.5,8,1
1996,7,16,28.0,8,1,32.3,8,1,28.8,8,1
1996,7,17,23.4,8,1,26.6,8,1,27.6,8,1
1996,7,18,23.9,8,1,24.1,8,1,24.3,8,1
1996,7,19,27.2,8,1,28.8,8,1,25.9,8,1
1996,7,20,29.6,8,1,32.3,8,1,28.1,8,1
1996,7,21,26.6,8,1,28.3,8,1,26.0,8,1
1996,7,22,27.7,8,1,29.8,8,1,27.6,8,1
1996,7,23,24.8,8,1,26.5,8,1,26.8,8,1
1996,7,24,25.7,8,1,27.8,8,1,26.5,8,1
1996,7,25,26.7,8,1,31.3,8,1,30.3,8,1
1996,7,26,28.6,8,1,32.4,8,1,31.1,8,1
1996,7,27,28.0,8,1,29.9,8,1,29.9,8,1
1996,7,28,28.2,8,1,30.7,8,1,29.1,8,1
1996,7,29,27.7,8,1,30.2,8,1,28.6,8,1
1996,7,30,27.1,8,1,30.7,8,1,30.1,8,1
1996,7,31,28.2,8,1,32.8,8,1,32.1,8,1
1996,8,1,26.6,8,1,29.5,8,1,28.1,8,1
1996,8,2,26.2,8,1,27.7,8,1,26.4,8,1
1996,8,3,27.8,8,1,29.0,8,1,28.0,8,1
1996,8,4,26.4,8,1,30.9,8,1,28.7,8,1
1996,8,5,26.0,8,1,25.5,8,1,25.1,8,1
1996,8,6,26.4,8,1,29.2,8,1,26.3,8,1
1996,8,7,28.4,8,1,30.0,8,1,28.6,8,1
1996,8,8,26.5,8,1,28.8,8,1,29.9,8,1
1996,8,9,29.8,8,1,32.0,8,1,28.9,8,1
1996,8,10,29.8,8,1,32.5,8,1,30.6,8,1
1996,8,11,30.2,8,1,32.1,8,1,28.8,8,1
1996,8,12,30.1,8,1,33.4,8,1,29.8,8,1
1996,8,13,30.1,8,1,32.9,8,1,30.6,8,1
1996,8,14,31.0,8,1,34.2,8,1,30.8,8,1
1996,8,15,27.0,8,1,28.0,8,1,29.4,8,1
1996,8,16,28.1,8,1,27.6,8,1,26.8,8,1
1996,8,17,28.0,8,1,27.7,8,1,27.7,8,1
1996,8,18,29.3,8,1,28.2,8,1,27.7,8,1
1996,8,19,27.2,8,1,28.1,8,1,26.8,8,1
1996,8,20,28.6,8,1,30.4,8,1,28.0,8,1
1996,8,21,28.6,8,1,29.6,8,1,28.7,8,1
1996,8,22,28.5,8,1,29.1,8,1,27.3,8,1
1996,8,23,25.7,8,1,27.7,8,1,28.7,8,1
1996,8,24,24.3,8,1,25.1,8,1,24.4,8,1
1996,8,25,24.8,8,1,25.2,8,1,24.8,8,1
1996,8,26,25.3,8,1,26.5,8,1,27.3,8,1
1996,8,27,20.7,8,1,22.3,8,1,22.8,8,1
1996,8,28,21.7,8,1,22.4,8,1,23.5,8,1
1996,8,29,26.9,8,1,27.9,8,1,26.5,8,1
1996,8,30,28.5,8,1,28.5,8,1,27.6,8,1
1996,8,31,25.2,8,1,27.8,8,1,26.7,8,1
1996,9,1,26.4,8,1,31.3,8,1,26.8,8,1
1996,9,2,24.0,8,1,25.9,8,1,23.4,8,1
1996,9,3,25.2,8,1,24.9,8,1,24.2,8,1
1996,9,4,26.2,8,1,29.1,8,1,25.9,8,1
1996,9,5,26.6,8,1,27.4,8,1,26.7,8,1
1996,9,6,23.6,8,1,25.6,8,1,23.3,4,1
1996,9,7,24.8,8,1,24.0,8,1,23.4,8,1
1996,9,8,23.9,8,1,24.9,8,1,23.7,8,1
1996,9,9,20.5,8,1,21.3,8,1,19.9,8,1
1996,9,10,24.2,8,1,23.9,8,1,23.0,8,1
1996,9,11,25.1,8,1,25.1,8,1,25.1,8,1
1996,9,12,25.1,8,1,27.3,8,1,25.3,8,1
1996,9,13,22.3,8,1,23.6,8,1,24.4,8,1
1996,9,14,22.9,8,1,24.9,8,1,24.8,8,1
1996,9,15,24.7,8,1,26.0,8,1,24.6,8,1
1997,6,16,22.3,8,1,24.4,8,1,22.1,8,1
1997,6,17,23.7,8,1,25.0,8,1,22.4,8,1
1997,6,18,24.3,8,1,26.6,8,1,23.0,8,1
1997,6,19,24.6,8,1,27.4,8,1,24.2,8,1
1997,6,20,25.2,8,1,27.7,8,1,25.1,8,1
1997,6,21,22.0,8,1,21.4,8,1,20.8,8,1
1997,6,22,24.3,8,1,25.3,8,1,22.2,8,1
1997,6,23,25.7,8,1,26.6,8,1,24.3,8,1
1997,6,24,25.3,8,1,26.2,8,1,24.5,8,1
1997,6,25,27.3,8,1,29.7,8,1,25.5,8,1
1997,6,26,21.8,8,1,24.7,8,1,24.2,8,1
1997,6,27,20.9,8,1,22.4,8,1,21.8,8,1
1997,6,28,19.7,8,1,22.8,8,1,20.8,8,1
1997,6,29,22.0,8,1,21.7,8,1,20.4,8,1
1997,6,30,23.8,8,1,24.9,8,1,23.4,8,1
1997,7,1,27.5,8,1,29.9,8,1,24.2,8,1
1997,7,2,22.6,8,1,26.6,8,1,26.3,8,1
1997,7,3,21.4,8,1,23.3,8,1,22.9,8,1
1997,7,4,24.7,8,1,27.2,8,1,24.6,8,1
1997,7,5,21.4,8,1,24.7,8,1,23.1,8,1
1997,7,6,22.9,8,1,25.9,8,1,24.9,8,1
1997,7,7,26.4,8,1,32.8,8,1,33.2,8,1
1997,7,8,21.4,8,1,22.7,8,1,21.7,8,1
1997,7,9,20.3,8,1,21.5,8,1,21.7,8,1
1997,7,10,23.9,8,1,25.5,8,1,22.2,8,1
1997,7,11,25.7,8,1,26.2,8,1,23.5,8,1
1997,7,12,26.1,8,1,28.4,8,1,24.2,8,1
1997,7,13,28.0,8,1,28.9,8,1,26.5,8,1
1997,7,14,26.4,8,1,24.3,8,1,24.0,8,1
1997,7,15,24.3,8,1,28.5,8,1,26.2,8,1
1997,7,16,22.2,8,1,24.0,8,1,23.3,8,1
1997,7,17,23.8,8,1,24.1,8,1,22.3,8,1
1997,7,18,24.0,8,1,24.4,8,1,22.6,8,1
1997,7,19,25.3,8,1,25.9,8,1,23.9,8,1
1997,7,20,26.6,8,1,27.2,8,1,26.3,8,1
1997,7,21,28.1,8,1,29.0,8,1,26.3,8,1
1997,7,22,27.6,8,1,29.9,8,1,26.5,8,1
1997,7,23,30.2,8,1,31.6,8,1,28.1,8,1
1997,7,24,30.0,8,1,31.1,8,1,29.1,8,1
1997,7,25,30.2,8,1,32.6,8,1,29.9,8,1
1997,7,26,30.2,8,1,32.5,8,1,30.8,8,1
1997,7,27,31.4,8,1,36.1,8,1,37.4,8,1
1997,7,28,30.7,8,1,31.8,8,1,29.1,8,1
1997,7,29,29.7,8,1,29.9,8,1,28.2,8,1
1997,7,30,27.8,8,1,30.8,8,1,29.0,8,1
1997,7,31,29.6,8,1,31.4,8,1,28.8,8,1
1997,8,1,29.0,8,1,29.6,8,1,28.1,8,1
1997,8,2,28.7,8,1,30.5,8,1,29.4,8,1
1997,8,3,30.0,8,1,31.8,8,1,31.5,8,1
1997,8,4,28.4,8,1,30.4,8,1,29.2,8,1
1997,8,5,26.2,8,1,29.9,8,1,30.1,8,1
1997,8,6,26.3,8,1,28.1,8,1,26.1,8,1
1997,8,7,28.8,8,1,29.0,8,1,27.7,8,1
1997,8,8,25.1,8,1,26.1,8,1,27.7,8,1
1997,8,9,29.9,8,1,35.0,8,1,32.8,8,1
1997,8,10,26.6,8,1,28.0,8,1,27.2,8,1
1997,8,11,29.1,8,1,30.7,8,1,31.4,8,1
1997,8,12,30.5,8,1,34.1,8,1,32.2,8,1
1997,8,13,24.9,8,1,26.6,8,1,26.6,8,1
1997,8,14,25.7,8,1,26.8,8,1,25.1,8,1
1997,8,15,27.0,8,1,28.5,8,1,27.7,8,1
1997,8,16,25.7,8,1,26.1,8,1,26.5,8,1
1997,8,17,24.8,8,1,26.1,8,1,26.4,8,1
1997,8,18,27.8,8,1,30.5,8,1,27.6,8,1
1997,8,19,28.6,8,1,32.0,8,1,27.7,8,1
1997,8,20,27.6,8,1,28.2,8,1,26.3,8,1
1997,8,21,27.1,8,1,28.7,8,1,26.0,8,1
1997,8,22,27.3,8,1,31.3,8,1,30.2,8,1
1997,8,23,27.7,8,1,29.4,8,1,27.4,8,1
1997,8,24,24.0,8,1,27.8,8,1,25.5,8,1
1997,8,25,26.7,8,1,28.0,8,1,25.5,8,1
1997,8,26,27.0,8,1,28.9,8,1,27.9,8,1
1997,8,27,26.4,8,1,27.3,8,1,25.6,8,1
1997,8,28,26.7,8,1,26.8,8,1,25.9,8,1
1997,8,29,27.4,8,1,28.7,8,1,28.0,8,1
1997,8,30,26.7,8,1,26.8,8,1,26.8,8,1
1997,8,31,26.4,8,1,27.6,8,1,26.6,8,1
1997,9,1,26.5,8,1,29.8,8,1,28.3,8,1
1997,9,2,27.7,8,1,29.9,8,1,29.0,8,1
1997,9,3,23.9,8,1,25.6,8,1,26.9,8,1
1997,9,4,24.9,8,1,25.7,8,1,24.2,8,1
1997,9,5,24.6,8,1,26.2,8,1,24.1,8,1
1997,9,6,26.3,8,1,28.1,8,1,26.7,8,1
1997,9,7,22.6,8,1,23.0,8,1,24.0,8,1
1997,9,8,26.8,8,1,27.3,8,1,26.6,8,1
1997,9,9,28.2,8,1,30.4,8,1,27.0,8,1
1997,9,10,25.0,8,1,27.5,8,1,24.6,8,1
1997,9,11,22.0,8,1,23.3,8,1,21.9,8,1
1997,9,12,23.2,8,1,24.0,8,1,23.3,8,1
1997,9,13,23.6,8,1,24.0,8,1,24.2,8,1
1997,9,14,22.3,8,1,21.5,8,1,22.2,8,1
1997,9,15,20.2,8,1,20.5,8,1,19.5,8,1
1998,6,16,18.4,8,1,19.3,8,1,18.0,8,1
1998,6,17,20.8,8,1,22.0,8,1,19.1,8,1
1998,6,18,21.6,8,1,24.7,8,1,20.7,8,1
1998,6,19,23.8,8,1,26.0,8,1,26.9,8,1
1998,6,20,20.4,8,1,23.1,8,1,23.0,8,1
1998,6,21,18.9,8,1,19.2,8,1,18.7,8,1
1998,6,22,22.4,8,1,24.0,8,1,22.2,8,1
1998,6,23,22.2,8,1,25.2,8,1,20.8,8,1
1998,6,24,23.0,8,1,25.1,8,1,22.7,8,1
1998,6,25,21.2,8,1,24.4,8,1,22.5,8,1
1998,6,26,22.3,8,1,24.8,8,1,24.7,8,1
1998,6,27,21.1,8,1,25.7,8,1,23.6,8,1
1998,6,28,20.3,8,1,23.2,8,1,21.0,8,1
1998,6,29,19.6,8,1,21.3,8,1,19.8,8,1
1998,6,30,21.4,8,1,22.2,8,1,20.8,8,1
1998,7,1,24.9,8,1,29.2,8,1,23.7,8,1
1998,7,2,23.2,8,1,26.5,8,1,27.0,8,1
1998,7,3,24.0,8,1,30.4,8,1,27.9,8,1
1998,7,4,21.1,8,1,22.6,8,1,23.1,8,1
1998,7,5,24.3,8,1,24.3,8,1,23.7,8,1
1998,7,6,25.9,8,1,26.3,8,1,25.2,8,1
1998,7,7,22.4,8,1,23.9,8,1,24.6,8,1
1998,7,8,23.1,8,1,27.3,8,1,25.1,8,1
1998,7,9,22.3,8,1,24.3,8,1,23.1,8,1
1998,7,10,25.1,8,1,26.0,8,1,24.5,8,1
1998,7,11,22.1,8,1,22.9,8,1,21.2,8,1
1998,7,12,22.3,8,1,23.4,8,1,22.1,8,1
1998,7,13,23.4,8,1,25.4,8,1,23.0,8,1
1998,7,14,23.6,8,1,23.9,8,1,23.5,8,1
1998,7,15,24.5,8,1,26.3,8,1,24.3,8,1
1998,7,16,25.6,8,1,29.1,8,1,25.7,8,1
1998,7,17,27.3,8,1,29.4,8,1,26.5,8,1
1998,7,18,25.4,8,1,26.4,8,1,26.0,8,1
1998,7,19,27.1,8,1,30.3,8,1,27.0,8,1
1998,7,20,28.8,8,1,32.9,8,1,27.6,8,1
1998,7,21,29.1,8,1,31.8,8,1,29.1,8,1
1998,7,22,26.7,8,1,29.2,8,1,27.4,8,1
1998,7,23,26.8,8,1,28.5,8,1,27.5,8,1
1998,7,24,28.2,8,1,32.2,8,1,26.7,8,1
1998,7,25,30.8,8,1,34.0,8,1,29.0,8,1
1998,7,26,31.3,8,1,35.1,8,1,30.8,8,1
1998,7,27,32.0,8,1,35.1,8,1,31.2,8,1
1998,7,28,29.7,8,1,33.8,8,1,29.2,8,1
1998,7,29,29.1,8,1,32.6,8,1,30.1,8,1
1998,7,30,24.8,8,1,25.0,8,1,25.7,8,1
1998,7,31,28.0,8,1,26.8,8,1,26.9,8,1
1998,8,1,28.2,8,1,30.1,8,1,29.0,8,1
1998,8,2,25.9,8,1,27.4,8,1,25.9,8,1
1998,8,3,26.4,8,1,27.3,8,1,26.3,8,1
1998,8,4,28.4,8,1,28.6,8,1,28.0,8,1
1998,8,5,27.1,8,1,27.9,8,1,27.4,8,1
1998,8,6,29.5,8,1,30.2,8,1,29.0,8,1
1998,8,7,26.7,8,1,27.5,8,1,27.3,8,1
1998,8,8,25.7,8,1,26.2,8,1,25.5,8,1
1998,8,9,25.2,8,1,25.7,8,1,24.7,8,1
1998,8,10,24.5,8,1,25.1,8,1,24.3,8,1
1998,8,11,24.3,8,1,26.1,8,1,23.9,8,1
1998,8,12,26.6,8,1,28.4,8,1,28.6,8,1
1998,8,13,26.8,8,1,27.8,8,1,28.6,8,1
1998,8,14,29.3,8,1,29.4,8,1,27.9,8,1
1998,8,15,27.4,8,1,29.1,8,1,27.5,8,1
1998,8,16,24.9,8,1,28.7,8,1,26.9,8,1
1998,8,17,24.8,8,1,26.1,8,1,24.5,8,1
1998,8,18,25.8,8,1,27.3,8,1,25.2,8,1
1998,8,19,24.8,8,1,26.1,8,1,28.2,8,1
1998,8,20,25.9,8,1,29.8,8,1,28.0,8,1
1998,8,21,26.4,8,1,26.0,8,1,25.7,8,1
1998,8,22,26.3,8,1,28.7,8,1,26.0,8,1
1998,8,23,28.2,8,1,31.9,8,1,27.7,8,1
1998,8,24,29.9,8,1,33.3,8,1,30.9,8,1
1998,8,25,25.9,8,1,28.7,8,1,29.1,8,1
1998,8,26,26.4,8,1,26.0,8,1,25.9,8,1
1998,8,27,26.6,8,1,28.3,8,1,26.4,8,1
1998,8,28,22.7,8,1,23.4,8,1,24.1,8,1
1998,8,29,23.1,8,1,23.3,8,1,23.1,8,1
1998,8,30,23.6,8,1,24.8,8,1,24.2,8,1
1998,8,31,22.4,8,1,24.7,8,1,23.4,8,1
1998,9,1,26.6,8,1,28.9,8,1,25.6,8,1
1998,9,2,28.0,8,1,27.8,8,1,26.9,8,1
1998,9,3,25.5,8,1,26.3,8,1,26.2,8,1
1998,9,4,24.7,8,1,25.3,8,1,24.0,8,1
1998,9,5,25.0,8,1,26.4,8,1,24.5,8,1
1998,9,6,26.9,8,1,29.5,8,1,27.1,8,1
1998,9,7,27.2,8,1,28.1,8,1,27.7,8,1
1998,9,8,27.2,8,1,30.1,8,1,28.3,8,1
1998,9,9,28.7,8,1,28.6,8,1,27.1,8,1
1998,9,10,27.3,8,1,27.7,8,1,26.4,8,1
1998,9,11,25.8,8,1,27.3,8,1,25.6,8,1
1998,9,12,26.6,8,1,28.8,8,1,26.8,8,1
1998,9,13,26.1,8,1,27.7,8,1,25.3,8,1
1998,9,14,28.0,8,1,30.7,8,1,27.8,8,1
1998,9,15,25.8,8,1,24.7,8,1,28.7,8,1
1999,6,16,21.4,8,1,23.9,8,1,24.3,8,1
1999,6,17,19.9,8,1,19.9,8,1,18.8,8,1
1999,6,18,19.2,8,1,18.9,8,1,20.5,8,1
1999,6,19,23.7,8,1,25.2,8,1,21.2,8,1
1999,6,20,23.0,8,1,23.1,8,1,23.8,8,1
1999,6,21,22.6,8,1,22.7,8,1,22.8,8,1
1999,6,22,24.4,8,1,26.5,8,1,24.4,8,1
1999,6,23,23.0,8,1,26.4,8,1,23.5,8,1
1999,6,24,23.5,8,1,28.7,8,1,26.6,8,1
1999,6,25,22.5,8,1,23.2,8,1,21.3,8,1
1999,6,26,23.6,8,1,24.8,8,1,24.3,8,1
1999,6,27,21.8,8,1,21.3,8,1,22.2,8,1
1999,6,28,24.7,8,1,27.9,8,1,23.2,8,1
1999,6,29,24.9,8,1,27.3,8,1,25.7,8,1
1999,6,30,20.8,8,1,23.2,8,1,23.8,8,1
1999,7,1,20.4,8,1,23.3,8,1,22.4,8,1
1999,7,2,22.7,8,1,22.3,8,1,21.2,8,1
1999,7,3,21.1,8,1,23.3,8,1,22.7,8,1
1999,7,4,20.9,8,1,21.0,8,1,20.3,8,1
1999,7,5,22.1,8,1,22.4,8,1,20.0,8,1
1999,7,6,25.7,8,1,25.5,8,1,23.4,8,1
1999,7,7,24.8,8,1,25.5,8,1,23.3,8,1
1999,7,8,25.7,8,1,29.7,8,1,24.5,8,1
1999,7,9,26.8,8,1,27.2,8,1,26.6,8,1
1999,7,10,26.9,8,1,29.3,8,1,25.8,8,1
1999,7,11,29.3,8,1,30.7,8,1,30.8,8,1
1999,7,12,25.9,8,1,27.5,8,1,27.8,8,1
1999,7,13,26.8,4,1,31.4,8,1,25.0,8,1
1999,7,14,28.0,8,1,28.3,8,1,27.1,8,1
1999,7,15,28.4,8,1,26.5,8,1,25.9,8,1
1999,7,16,26.9,8,1,27.9,8,1,26.3,8,1
1999,7,17,28.3,8,1,28.5,8,1,26.5,8,1
1999,7,18,25.0,8,1,27.1,8,1,25.0,8,1
1999,7,19,28.2,8,1,29.9,8,1,27.4,8,1
1999,7,20,29.4,8,1,30.1,8,1,28.9,8,1
1999,7,21,27.9,8,1,27.3,8,1,27.3,8,1
1999,7,22,26.3,8,1,26.7,8,1,26.4,8,1
1999,7,23,30.1,8,1,33.1,8,1,30.2,8,1
1999,7,24,25.8,8,1,28.0,8,1,27.6,8,1
1999,7,25,27.3,8,1,31.5,8,1,30.5,8,1
1999,7,26,30.8,8,1,33.6,8,1,32.4,8,1
1999,7,27,33.3,8,1,34.5,8,1,31.8,8,1
1999,7,28,30.9,8,1,33.5,8,1,32.7,8,1
1999,7,29,29.9,8,1,32.8,8,1,32.0,8,1
1999,7,30,30.6,8,1,34.4,8,1,32.6,8,1
1999,7,31,30.6,8,1,34.5,8,1,32.1,8,1
1999,8,1,30.7,8,1,35.0,8,1,34.0,8,1
1999,8,2,32.0,8,1,34.2,8,1,33.4,8,1
1999,8,3,32.4,8,1,35.7,8,1,32.5,8,1
1999,8,4,33.2,8,1,36.2,8,1,32.6,8,1
1999,8,5,31.9,8,1,36.0,8,1,32.8,8,1
1999,8,6,32.9,8,1,37.0,8,1,33.4,8,1
1999,8,7,33.6,8,1,37.0,8,1,32.1,8,1
1999,8,8,32.6,8,1,35.6,8,1,32.6,8,1
1999,8,9,33.3,8,1,36.6,8,1,32.0,8,1
1999,8,10,32.4,8,1,35.9,8,1,31.7,8,1
1999,8,11,32.3,8,1,33.1,8,1,31.7,8,1
1999,8,12,31.0,8,1,31.5,8,1,30.3,8,1
1999,8,13,28.8,8,1,30.7,8,1,31.4,8,1
1999,8,14,30.7,8,1,30.8,8,1,30.7,8,1
1999,8,15,31.6,8,1,32.1,8,1,31.8,8,1
1999,8,16,32.7,8,1,34.4,8,1,30.5,8,1
1999,8,17,28.8,8,1,32.6,8,1,31.2,8,1
1999,8,18,32.0,8,1,33.5,8,1,29.7,8,1
1999,8,19,33.2,8,1,35.2,8,1,32.0,8,1
1999,8,20,32.1,8,1,32.8,8,1,31.7,8,1
1999,8,21,32.6,8,1,32.1,8,1,31.4,8,1
1999,8,22,28.5,8,1,31.5,8,1,28.6,8,1
1999,8,23,27.7,8,1,27.9,8,1,28.4,8,1
1999,8,24,24.6,8,1,24.9,8,1,25.4,8,1
1999,8,25,27.0,8,1,28.2,8,1,26.4,8,1
1999,8,26,27.2,8,1,27.6,8,1,27.3,8,1
1999,8,27,26.2,8,1,25.6,8,1,26.7,8,1
1999,8,28,23.6,8,1,25.4,8,1,25.0,8,1
1999,8,29,26.3,8,1,26.8,8,1,25.8,8,1
1999,8,30,26.7,8,1,28.5,8,1,27.0,8,1
1999,8,31,27.4,8,1,30.9,8,1,29.6,8,1
1999,9,1,24.5,8,1,25.1,8,1,25.3,8,1
1999,9,2,26.7,8,1,27.0,8,1,25.6,8,1
1999,9,3,26.3,8,1,27.7,8,1,26.3,8,1
1999,9,4,27.4,8,1,28.9,8,1,26.7,8,1
1999,9,5,28.3,8,1,30.9,8,1,28.4,8,1
1999,9,6,25.4,8,1,26.7,8,1,26.3,8,1
1999,9,7,25.9,8,1,28.0,8,1,30.3,8,1
1999,9,8,25.6,8,1,25.1,8,1,24.7,8,1
1999,9,9,28.5,8,1,28.4,8,1,27.1,8,1
1999,9,10,27.1,8,1,30.5,8,1,26.8,8,1
1999,9,11,27.2,8,1,28.9,8,1,27.1,8,1
1999,9,12,27.3,8,1,28.5,8,1,26.3,8,1
1999,9,13,25.8,8,1,27.9,8,1,26.0,8,1
1999,9,14,25.6,8,1,26.8,8,1,25.6,8,1
1999,9,15,19.7,8,1,19.9,8,1,19.9,8,1
2000,6,16,23.8,8,1,27.4,8,1,25.3,8,1
2000,6,17,22.2,8,1,26.2,8,1,21.4,8,1
2000,6,18,24.4,8,1,24.6,8,1,23.0,8,1
2000,6,19,25.9,8,1,24.4,8,1,23.4,8,1
2000,6,20,26.8,8,1,26.8,8,1,23.5,8,1
2000,6,21,23.9,8,1,25.9,8,1,25.0,8,1
2000,6,22,26.6,8,1,26.5,8,1,24.3,8,1
2000,6,23,23.6,8,1,26.7,8,1,24.4,8,1
2000,6,24,21.4,8,1,22.4,8,1,23.4,8,1
2000,6,25,25.5,8,1,26.5,8,1,24.8,8,1
2000,6,26,24.8,8,1,28.5,8,1,24.6,8,1
2000,6,27,20.9,8,1,23.5,8,1,22.8,8,1
2000,6,28,20.6,8,1,23.6,8,1,23.6,8,1
2000,6,29,22.4,8,1,25.1,8,1,21.2,8,1
2000,6,30,24.5,8,1,27.9,8,1,26.0,8,1
2000,7,1,24.2,8,1,28.1,8,1,25.7,8,1
2000,7,2,24.2,8,1,27.8,8,1,25.7,8,1
2000,7,3,25.9,8,1,24.9,8,1,23.8,8,1
2000,7,4,24.8,8,1,26.8,8,1,23.0,8,1
2000,7,5,24.5,8,1,24.9,8,1,24.3,8,1
2000,7,6,26.0,8,1,27.1,8,1,24.9,8,1
2000,7,7,28.1,8,1,29.6,8,1,26.8,8,1
2000,7,8,21.9,8,1,24.1,8,1,24.2,8,1
2000,7,9,20.0,8,1,22.8,8,1,20.0,8,1
2000,7,10,25.7,8,1,24.3,8,1,23.4,8,1
2000,7,11,26.7,8,1,27.9,8,1,25.5,8,1
2000,7,12,27.0,8,1,31.0,8,1,28.3,8,1
2000,7,13,25.6,8,1,25.9,8,1,25.8,8,1
2000,7,14,28.6,8,1,31.2,8,1,28.7,8,1
2000,7,15,27.0,8,1,28.5,8,1,28.4,8,1
2000,7,16,25.2,8,1,26.7,8,1,24.9,8,1
2000,7,17,27.4,8,1,28.8,8,1,27.4,8,1
2000,7,18,25.9,8,1,25.8,8,1,24.5,8,1
2000,7,19,26.7,8,1,28.1,8,1,25.2,8,1
2000,7,20,27.5,8,1,28.8,8,1,26.8,8,1
2000,7,21,29.6,8,1,30.6,8,1,29.4,8,1
2000,7,22,26.3,8,1,30.3,8,1,29.0,8,1
2000,7,23,28.2,8,1,31.4,8,1,29.8,8,1
2000,7,24,30.6,8,1,33.9,8,1,31.4,8,1
2000,7,25,26.0,8,1,28.2,8,1,28.0,8,1
2000,7,26,25.8,8,1,24.8,8,1,24.7,8,1
2000,7,27,27.0,8,1,29.8,8,1,26.3,8,1
2000,7,28,29.1,8,1,28.4,8,1,28.3,8,1
2000,7,29,27.3,8,1,31.1,8,1,27.1,8,1
2000,7,30,33.3,8,1,35.2,8,1,31.2,8,1
2000,7,31,33.1,8,1,36.8,8,1,31.6,8,1
2000,8,1,32.7,8,1,35.1,8,1,33.7,8,1
2000,8,2,30.0,8,1,32.2,8,1,30.0,8,1
2000,8,3,29.4,8,1,31.6,8,1,28.0,8,1
2000,8,4,31.1,8,1,32.4,8,1,30.1,8,1
2000,8,5,29.9,8,1,31.7,8,1,29.7,8,1
2000,8,6,29.9,8,1,30.5,8,1,28.0,8,1
2000,8,7,29.4,8,1,30.9,8,1,28.1,8,1
2000,8,8,28.8,8,1,30.3,8,1,27.8,8,1
2000,8,9,28.4,8,1,31.3,8,1,27.8,8,1
2000,8,10,30.2,8,1,29.2,8,1,27.3,8,1
2000,8,11,27.4,8,1,29.8,8,1,27.4,8,1
2000,8,12,28.6,8,1,30.9,8,1,27.0,8,1
2000,8,13,29.5,8,1,29.9,8,1,30.0,8,1
2000,8,14,29.8,8,1,32.5,8,1,28.1,8,1
2000,8,15,29.9,8,1,29.5,8,1,28.7,8,1
2000,8,16,28.9,8,1,31.4,8,1,27.8,8,1
2000,8,17,30.1,8,1,30.9,8,1,28.0,8,1
2000,8,18,29.9,8,1,31.3,8,1,28.4,8,1
2000,8,19,29.8,8,1,32.7,8,1,29.8,8,1
2000,8,20,30.2,8,1,34.0,8,1,29.5,8,1
2000,8,21,31.9,8,1,35.2,8,1,30.6,8,1
2000,8,22,31.3,8,1,33.4,8,1,30.9,8,1
2000,8,23,31.4,8,1,30.9,8,1,29.7,8,1
2000,8,24,31.9,8,1,30.6,8,1,29.9,8,1
2000,8,25,29.9,8,1,31.0,8,1,29.5,8,1
2000,8,26,29.6,8,1,32.9,8,1,29.9,8,1
2000,8,27,30.0,8,1,31.6,8,1,28.2,8,1
2000,8,28,30.1,8,1,32.4,8,1,32.7,8,1
2000,8,29,31.3,8,1,30.9,8,1,29.8,8,1
2000,8,30,30.7,8,1,32.0,8,1,28.9,8,1
2000,8,31,31.2,8,1,33.5,8,1,30.0,8,1
2000,9,1,29.9,8,1,34.1,8,1,33.1,8,1
2000,9,2,29.2,8,1,30.4,8,1,28.5,8,1
2000,9,3,22.6,8,1,24.2,8,1,24.0,8,1
2000,9,4,27.1,8,1,27.2,8,1,27.9,8,1
2000,9,5,26.0,8,1,26.1,8,1,26.5,8,1
2000,9,6,27.1,8,1,28.8,8,1,28.3,8,1
2000,9,7,28.2,8,1,27.6,8,1,26.2,8,1
2000,9,8,27.0,8,1,28.6,8,1,25.6,8,1
2000,9,9,23.0,8,1,24.7,8,1,23.4,8,1
2000,9,10,22.3,8,1,22.2,8,1,23.3,8,1
2000,9,11,21.4,8,1,22.8,8,1,22.5,8,1
2000,9,12,24.0,8,1,23.4,8,1,22.8,8,1
2000,9,13,26.5,8,1,27.8,8,1,27.6,8,1
2000,9,14,29.7,8,1,32.3,8,1,28.5,8,1
2000,9,15,30.2,8,1,33.2,8,1,29.2,8,1
2001,6,16,22.7,8,1,23.3,8,1,20.2,8,1
2001,6,17,22.2,8,1,23.3,8,1,19.7,8,1
2001,6,18,23.0,8,1,26.5,8,1,22.8,8,1
2001,6,19,19.8,8,1,21.6,8,1,20.4,8,1
2001,6,20,21.0,8,1,20.9,8,1,19.4,8,1
2001,6,21,20.8,8,1,20.9,8,1,18.3,8,1
