ダウンロードした時刻：2019/08/12 21:03:28

,,,酒田,酒田,酒田
年,月,日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,,,
,,,,,
2004,8,29,22.7,27.0,19.7
2004,8,30,28.2,35.3,21.8
2004,8,31,25.3,30.0,22.1
2004,9,1,24.5,27.6,21.0
2004,9,2,22.3,25.9,20.5
2004,9,3,22.9,27.8,18.8
2004,9,4,22.8,28.6,18.0
2004,9,5,22.8,25.6,20.2
2004,9,6,22.8,31.1,19.9
2004,9,7,26.1,30.7,19.7
2004,9,8,23.9,29.5,21.3
2004,9,9,22.4,26.3,18.4
2004,9,10,22.2,25.1,20.0
2004,9,11,21.3,27.8,15.6
2004,9,12,23.1,29.5,17.7
2004,9,13,25.1,31.4,19.9
2004,9,14,21.8,24.8,19.6
2004,9,15,20.0,25.0,14.5
2004,9,16,21.3,28.1,14.3
2004,9,17,22.5,27.5,19.4
2004,9,18,24.0,29.4,18.4
2004,9,19,22.9,24.8,20.7
2004,9,20,22.6,27.0,19.6
2004,9,21,23.0,27.6,20.6
2004,9,22,20.6,23.8,18.2
2004,9,23,21.2,25.5,18.2
2004,9,24,22.7,27.7,19.9
2004,9,25,20.7,24.2,17.4
2004,9,26,20.1,24.4,16.5
2004,9,27,19.8,23.3,17.9
2004,9,28,21.3,25.9,17.7
2004,9,29,20.7,22.5,18.5
2004,9,30,18.9,21.5,14.9
2005,7,1,22.2,27.4,18.7
2005,7,2,23.0,25.9,19.8
2005,7,3,23.5,28.9,19.1
2005,7,4,20.9,22.3,19.8
2005,7,5,21.4,24.8,19.3
2005,7,6,22.4,26.3,20.3
2005,7,7,20.4,22.5,18.3
2005,7,8,20.4,24.9,17.1
2005,7,9,21.9,26.8,17.2
2005,7,10,21.5,23.2,19.8
2005,7,11,20.9,23.5,19.1
2005,7,12,19.1,20.4,18.4
2005,7,13,21.9,25.8,17.9
2005,7,14,21.7,24.5,19.9
2005,7,15,23.8,27.8,19.5
2005,7,16,24.6,27.6,22.2
2005,7,17,25.5,28.8,21.9
2005,7,18,26.0,29.8,23.5
2005,7,19,23.4,26.6,19.7
2005,7,20,21.6,25.5,18.5
2005,7,21,20.7,22.9,19.1
2005,7,22,23.3,27.5,20.3
2005,7,23,23.0,26.9,19.5
2005,7,24,23.3,27.1,19.7
2005,7,25,24.6,28.1,20.7
2005,7,26,25.2,28.0,22.9
2005,7,27,22.9,25.1,21.3
2005,7,28,23.1,26.3,20.1
2005,7,29,26.0,33.0,20.2
2005,7,30,26.7,30.4,23.3
2005,7,31,26.7,30.9,23.6
2005,8,1,27.6,31.9,23.7
2005,8,2,29.1,34.1,24.9
2005,8,3,28.8,33.5,25.6
2005,8,4,29.0,34.4,24.3
2005,8,5,28.5,33.5,24.0
2005,8,6,28.1,32.9,23.5
2005,8,7,27.5,30.3,25.4
2005,8,8,24.8,27.3,22.3
2005,8,9,26.5,30.4,23.0
2005,8,10,26.1,30.3,23.3
2005,8,11,25.9,30.1,23.7
2005,8,12,23.9,25.5,22.5
2005,8,13,25.1,29.0,22.7
2005,8,14,26.3,30.1,23.9
2005,8,15,25.3,29.7,23.1
2005,8,16,26.3,31.4,22.1
2005,8,17,26.6,30.7,23.0
2005,8,18,27.0,32.1,22.9
2005,8,19,27.2,32.2,24.0
2005,8,20,27.9,33.3,23.5
2005,8,21,27.9,32.9,23.9
2005,8,22,25.9,30.3,23.3
2005,8,23,24.2,28.3,20.4
2005,8,24,24.4,29.3,19.0
2005,8,25,25.0,28.6,21.6
2005,8,26,25.8,30.0,23.3
2005,8,27,25.0,28.4,20.3
2005,8,28,23.4,28.7,19.6
2005,8,29,22.8,27.7,18.5
2005,8,30,23.9,30.1,18.8
2005,8,31,24.6,29.5,20.6
2005,9,1,25.6,31.9,18.9
2005,9,2,27.2,31.5,23.5
2005,9,3,24.5,28.7,22.1
2005,9,4,21.8,23.9,18.9
2005,9,5,22.0,24.5,20.1
2005,9,6,24.0,26.0,20.8
2005,9,7,27.5,30.2,24.7
2005,9,8,22.8,26.2,18.2
2005,9,9,22.6,29.1,16.3
2005,9,10,23.8,29.7,20.4
2005,9,11,23.7,25.6,21.9
2005,9,12,24.2,28.1,20.3
2005,9,13,24.7,27.3,20.7
2005,9,14,23.4,30.6,20.6
2005,9,15,20.8,24.7,15.6
2005,9,16,20.5,26.9,14.0
2005,9,17,23.2,28.8,18.2
2005,9,18,24.5,28.8,20.9
2005,9,19,24.1,26.8,21.2
2005,9,20,21.5,25.5,17.9
2005,9,21,19.8,24.2,15.5
2005,9,22,19.0,20.6,17.7
2005,9,23,20.0,21.3,18.4
2005,9,24,20.6,23.9,17.3
2005,9,25,17.0,19.3,14.4
2005,9,26,18.2,23.2,13.0
2005,9,27,17.7,22.2,14.0
2005,9,28,17.7,23.1,13.2
2005,9,29,18.1,23.8,12.9
2005,9,30,19.2,24.9,13.6
2006,7,1,22.1,25.8,20.1
2006,7,2,21.9,23.6,20.2
2006,7,3,19.3,22.3,17.6
2006,7,4,18.2,20.7,16.1
2006,7,5,20.4,23.8,15.6
2006,7,6,19.8,21.8,18.6
2006,7,7,20.0,22.2,18.6
2006,7,8,22.3,26.9,19.4
2006,7,9,23.7,28.4,20.1
2006,7,10,23.2,27.2,20.7
2006,7,11,26.0,30.5,21.9
2006,7,12,23.8,25.1,22.8
2006,7,13,23.3,24.9,22.6
2006,7,14,25.1,28.9,23.0
2006,7,15,22.1,24.0,20.4
2006,7,16,21.6,24.3,19.9
2006,7,17,20.9,22.6,19.3
2006,7,18,21.4,23.3,19.5
2006,7,19,22.3,25.3,19.3
2006,7,20,23.8,28.8,20.1
2006,7,21,20.4,22.6,18.5
2006,7,22,20.7,24.5,18.1
2006,7,23,24.1,29.8,20.0
2006,7,24,22.8,25.5,21.0
2006,7,25,22.4,25.2,20.4
2006,7,26,23.5,26.3,22.2
2006,7,27,23.0,26.4,20.4
2006,7,28,20.9,22.2,19.9
2006,7,29,22.6,25.0,20.0
2006,7,30,23.3,27.6,18.8
2006,7,31,24.5,29.7,20.2
2006,8,1,21.4,23.4,20.0
2006,8,2,25.1,30.8,19.6
2006,8,3,26.0,30.3,21.4
2006,8,4,25.9,29.8,21.8
2006,8,5,26.2,28.7,23.2
2006,8,6,25.7,29.8,21.3
2006,8,7,26.8,31.4,22.1
2006,8,8,28.4,33.2,23.1
2006,8,9,28.8,34.0,24.3
2006,8,10,27.0,30.5,24.3
2006,8,11,26.7,30.0,23.6
2006,8,12,24.1,29.3,21.7
2006,8,13,26.2,31.6,21.2
2006,8,14,27.5,32.4,23.0
2006,8,15,28.9,34.3,24.5
2006,8,16,30.1,35.6,25.4
2006,8,17,31.4,37.0,27.0
2006,8,18,29.6,34.5,27.4
2006,8,19,30.2,35.8,25.6
2006,8,20,30.2,35.0,26.9
2006,8,21,28.7,34.5,25.9
2006,8,22,26.8,29.8,25.1
2006,8,23,26.4,30.5,23.0
2006,8,24,24.9,29.7,21.2
2006,8,25,24.6,29.7,20.5
2006,8,26,25.1,30.6,19.5
2006,8,27,26.0,32.2,20.5
2006,8,28,25.0,29.8,22.1
2006,8,29,25.1,29.4,22.3
2006,8,30,22.1,23.6,19.8
2006,8,31,23.5,28.3,19.0
2006,9,1,22.7,26.6,18.8
2006,9,2,23.1,27.7,17.8
2006,9,3,23.0,27.4,18.9
2006,9,4,24.9,31.4,19.3
2006,9,5,22.7,25.7,20.9
2006,9,6,20.5,25.0,17.1
2006,9,7,21.5,24.9,18.8
2006,9,8,24.5,29.3,21.0
2006,9,9,27.1,33.5,21.8
2006,9,10,24.6,29.4,20.9
2006,9,11,21.7,24.2,19.3
2006,9,12,19.2,21.5,16.6
2006,9,13,18.6,22.0,15.9
2006,9,14,18.4,22.9,15.1
2006,9,15,20.3,26.4,14.2
2006,9,16,20.1,22.9,17.1
2006,9,17,20.7,24.0,17.5
2006,9,18,25.0,29.5,21.1
2006,9,19,22.1,24.1,19.6
2006,9,20,21.3,24.9,16.0
2006,9,21,17.7,23.2,12.7
2006,9,22,16.4,22.6,11.8
2006,9,23,17.5,24.7,10.5
2006,9,24,17.5,22.8,12.2
2006,9,25,18.3,23.8,12.2
2006,9,26,19.5,23.3,16.3
2006,9,27,17.7,20.4,15.8
2006,9,28,19.1,22.9,15.1
2006,9,29,19.4,25.6,13.6
2006,9,30,20.1,24.4,16.9
2007,7,1,19.6,22.6,17.4
2007,7,2,21.1,26.4,15.7
2007,7,3,20.9,23.1,17.6
2007,7,4,21.3,26.9,16.4
2007,7,5,19.2,22.4,17.0
2007,7,6,19.4,21.6,17.0
2007,7,7,21.6,26.0,15.8
2007,7,8,22.8,27.1,18.3
2007,7,9,23.4,28.3,18.3
2007,7,10,24.0,28.6,19.2
2007,7,11,22.2,24.9,21.0
2007,7,12,21.6,23.8,20.3
2007,7,13,22.0,25.0,19.8
2007,7,14,21.6,24.2,19.5
2007,7,15,24.4,26.4,22.4
2007,7,16,24.3,29.1,21.3
2007,7,17,20.2,24.1,18.0
2007,7,18,21.7,27.1,17.5
2007,7,19,23.6,27.9,19.4
2007,7,20,21.7,22.6,21.1
2007,7,21,22.5,24.1,21.0
2007,7,22,23.2,26.6,21.6
2007,7,23,22.9,26.4,20.2
2007,7,24,22.7,26.6,18.7
2007,7,25,23.9,27.5,19.0
2007,7,26,24.4,28.0,20.8
2007,7,27,23.8,27.7,19.6
2007,7,28,23.6,26.7,19.9
2007,7,29,22.7,25.3,21.0
2007,7,30,22.8,27.0,19.7
2007,7,31,21.1,25.3,17.9
2007,8,1,24.7,31.8,16.7
2007,8,2,28.8,35.4,22.0
2007,8,3,31.0,37.1,25.9
2007,8,4,24.9,28.5,23.1
2007,8,5,27.0,31.1,22.6
2007,8,6,27.4,30.8,24.4
2007,8,7,25.8,27.9,23.4
2007,8,8,25.9,30.2,22.8
2007,8,9,27.2,32.1,23.4
2007,8,10,26.5,30.1,23.3
2007,8,11,28.7,33.5,23.3
2007,8,12,29.8,34.8,25.0
2007,8,13,29.0,34.7,23.6
2007,8,14,29.5,33.4,25.2
2007,8,15,28.8,32.7,25.6
2007,8,16,28.2,31.0,26.7
2007,8,17,24.5,26.7,21.9
2007,8,18,24.6,28.4,21.4
2007,8,19,23.8,27.3,21.4
2007,8,20,25.8,30.2,22.0
2007,8,21,26.9,30.9,23.1
2007,8,22,25.3,27.3,22.1
2007,8,23,23.8,27.8,19.8
2007,8,24,23.1,28.1,19.3
2007,8,25,22.9,28.8,16.4
2007,8,26,24.9,30.3,19.0
2007,8,27,25.1,28.8,21.6
2007,8,28,22.9,26.5,19.9
2007,8,29,24.1,28.6,19.3
2007,8,30,23.6,27.6,20.8
2007,8,31,19.5,22.2,18.1
2007,9,1,22.1,26.7,18.6
2007,9,2,22.1,24.8,20.6
2007,9,3,25.1,31.0,21.4
2007,9,4,25.2,28.9,23.5
2007,9,5,27.3,31.9,22.6
2007,9,6,29.3,34.0,25.7
2007,9,7,26.7,29.0,24.8
2007,9,8,25.3,28.3,23.1
2007,9,9,25.8,30.3,22.2
2007,9,10,21.6,24.9,18.5
2007,9,11,22.6,26.9,18.7
2007,9,12,21.7,25.9,19.1
2007,9,13,22.4,28.0,17.4
2007,9,14,23.5,28.0,18.1
2007,9,15,27.0,33.0,21.8
2007,9,16,23.9,26.1,22.4
2007,9,17,24.5,27.6,22.4
2007,9,18,20.9,24.5,18.8
2007,9,19,23.9,30.0,18.5
2007,9,20,25.8,31.5,21.1
2007,9,21,26.1,31.6,21.6
2007,9,22,23.1,27.0,20.1
2007,9,23,21.2,25.1,18.0
2007,9,24,22.0,26.7,17.0
2007,9,25,21.6,25.1,18.8
2007,9,26,18.9,23.2,15.1
2007,9,27,21.9,28.1,15.6
2007,9,28,20.6,26.6,16.4
2007,9,29,17.9,21.2,13.9
2007,9,30,17.4,23.2,13.1
2008,7,1,19.7,23.1,15.2
2008,7,2,21.0,27.4,12.6
2008,7,3,22.9,26.5,19.0
2008,7,4,23.4,27.5,21.1
2008,7,5,24.5,28.9,20.6
2008,7,6,26.3,31.8,21.8
2008,7,7,23.1,24.6,22.1
2008,7,8,24.2,28.4,22.0
2008,7,9,24.2,28.2,21.5
2008,7,10,23.6,26.3,21.7
2008,7,11,23.4,26.1,21.6
2008,7,12,22.3,23.8,20.9
2008,7,13,23.8,27.4,19.9
2008,7,14,23.1,25.8,21.6
2008,7,15,23.0,26.4,20.9
2008,7,16,24.1,28.6,20.0
2008,7,17,27.2,32.6,22.6
2008,7,18,25.6,29.2,23.9
2008,7,19,25.0,27.3,22.3
2008,7,20,24.4,27.4,21.2
2008,7,21,26.5,31.4,21.1
2008,7,22,26.7,30.7,23.5
2008,7,23,26.7,29.6,23.1
2008,7,24,25.3,27.3,21.4
2008,7,25,22.9,26.3,20.1
2008,7,26,25.2,29.0,22.0
2008,7,27,26.6,30.9,23.0
2008,7,28,24.6,27.6,22.3
2008,7,29,22.7,25.2,20.7
2008,7,30,24.1,27.7,20.3
2008,7,31,25.0,29.2,21.0
2008,8,1,25.1,27.8,22.6
2008,8,2,27.4,31.3,23.5
2008,8,3,28.5,33.4,23.6
2008,8,4,25.1,28.0,22.3
2008,8,5,25.5,29.8,20.6
2008,8,6,25.9,30.6,21.0
2008,8,7,24.2,29.1,18.7
2008,8,8,24.8,28.9,20.2
2008,8,9,25.1,29.2,21.2
2008,8,10,24.3,29.4,20.5
2008,8,11,25.1,30.6,20.1
2008,8,12,27.0,33.0,22.0
2008,8,13,27.3,33.2,22.7
2008,8,14,25.6,28.1,24.0
2008,8,15,25.7,29.4,23.2
2008,8,16,24.9,28.7,22.7
2008,8,17,22.1,25.7,19.0
2008,8,18,23.6,28.1,18.4
2008,8,19,24.2,29.6,20.5
2008,8,20,24.6,29.6,21.4
2008,8,21,19.6,22.1,17.8
2008,8,22,20.2,24.9,17.5
2008,8,23,18.6,20.7,16.5
2008,8,24,20.6,22.8,17.6
2008,8,25,22.9,27.4,19.8
2008,8,26,23.7,28.0,20.8
2008,8,27,25.7,31.1,20.5
2008,8,28,25.5,33.2,22.5
2008,8,29,25.4,29.7,22.2
2008,8,30,24.5,27.4,22.8
2008,8,31,23.7,28.1,21.4
2008,9,1,24.6,29.2,20.1
2008,9,2,27.1,33.0,22.3
2008,9,3,25.6,29.3,22.7
2008,9,4,24.5,27.6,21.0
2008,9,5,25.9,30.6,22.3
2008,9,6,26.5,30.3,23.1
2008,9,7,24.4,27.0,22.3
2008,9,8,22.7,27.0,19.2
2008,9,9,22.0,25.1,15.8
2008,9,10,21.1,27.9,14.0
2008,9,11,22.8,30.2,17.0
2008,9,12,23.4,27.8,19.8
2008,9,13,23.3,26.7,20.1
2008,9,14,21.9,26.7,18.0
2008,9,15,20.6,25.9,15.3
2008,9,16,21.1,27.3,15.6
2008,9,17,21.6,27.7,15.4
2008,9,18,24.0,29.8,19.3
2008,9,19,24.2,29.0,20.0
2008,9,20,24.4,30.4,19.0
2008,9,21,21.5,24.8,19.2
2008,9,22,22.1,27.6,18.6
2008,9,23,21.2,24.9,18.9
2008,9,24,19.2,21.8,14.9
2008,9,25,16.6,20.7,13.4
2008,9,26,15.7,20.9,13.6
2008,9,27,16.0,18.8,12.4
2008,9,28,16.0,20.0,10.7
2008,9,29,14.3,20.1,10.1
2008,9,30,15.2,22.0,8.1
2009,7,1,21.3,23.9,19.2
2009,7,2,20.0,22.9,18.9
2009,7,3,21.3,24.2,18.7
2009,7,4,22.0,26.3,19.7
2009,7,5,22.8,26.5,19.3
2009,7,6,24.6,29.4,18.7
2009,7,7,26.1,30.9,22.4
2009,7,8,23.0,26.2,21.0
2009,7,9,22.0,24.9,19.5
2009,7,10,22.2,26.4,18.9
2009,7,11,21.5,25.7,16.2
2009,7,12,22.4,25.9,19.9
2009,7,13,21.4,25.2,19.5
2009,7,14,23.1,28.3,19.6
2009,7,15,25.8,33.2,22.2
2009,7,16,23.7,26.7,21.8
2009,7,17,25.2,29.8,21.6
2009,7,18,23.5,24.9,22.0
2009,7,19,22.7,27.6,19.0
2009,7,20,21.0,25.0,18.5
2009,7,21,21.8,23.9,19.9
2009,7,22,22.0,25.0,19.6
2009,7,23,23.7,27.1,21.0
2009,7,24,25.1,28.0,22.4
2009,7,25,25.5,28.9,22.7
2009,7,26,24.0,28.4,22.0
2009,7,27,23.0,26.3,21.6
2009,7,28,24.2,27.8,21.4
2009,7,29,23.9,26.9,22.6
2009,7,30,23.2,26.7,21.1
2009,7,31,25.3,30.2,20.6
2009,8,1,25.1,29.7,22.3
2009,8,2,24.6,29.6,22.4
2009,8,3,24.0,27.5,22.0
2009,8,4,25.2,30.5,21.0
2009,8,5,24.4,27.6,22.7
2009,8,6,24.7,29.7,21.7
2009,8,7,24.2,25.9,23.0
2009,8,8,25.0,28.6,22.1
2009,8,9,25.5,29.0,24.1
2009,8,10,25.1,28.4,22.8
2009,8,11,26.1,31.4,23.1
2009,8,12,26.0,29.2,23.9
2009,8,13,23.8,25.7,22.5
2009,8,14,23.3,26.1,20.4
2009,8,15,23.3,28.2,18.6
2009,8,16,24.0,28.4,19.8
2009,8,17,24.6,28.7,20.4
2009,8,18,25.8,31.4,21.2
2009,8,19,25.2,29.9,22.6
2009,8,20,26.7,32.1,22.2
2009,8,21,24.7,26.9,22.9
2009,8,22,24.6,27.9,20.4
2009,8,23,23.9,28.2,19.4
2009,8,24,22.1,24.8,18.3
2009,8,25,20.8,25.2,16.9
2009,8,26,22.6,28.7,16.6
2009,8,27,25.1,30.3,20.4
2009,8,28,24.0,27.1,21.9
2009,8,29,22.9,26.4,17.6
2009,8,30,20.3,24.3,15.8
2009,8,31,19.4,21.8,18.2
2009,9,1,20.7,24.1,18.2
2009,9,2,22.7,28.2,18.9
2009,9,3,21.5,25.9,18.7
2009,9,4,21.8,26.0,19.4
2009,9,5,22.1,26.2,19.1
2009,9,6,22.4,27.5,16.9
2009,9,7,23.0,27.7,18.6
2009,9,8,21.3,24.0,19.0
2009,9,9,20.2,24.2,14.3
2009,9,10,21.4,24.8,18.3
2009,9,11,20.9,24.7,15.9
2009,9,12,17.7,20.0,16.0
2009,9,13,20.1,23.8,16.3
2009,9,14,19.9,24.6,15.5
2009,9,15,19.9,24.7,16.9
2009,9,16,,,14.3
2009,9,17,18.2,23.6,13.2
2009,9,18,20.0,25.6,15.1
2009,9,19,19.4,23.7,15.3
2009,9,20,17.9,23.1,13.7
2009,9,21,18.8,24.8,13.2
2009,9,22,19.3,21.0,17.9
2009,9,23,19.2,20.6,17.7
2009,9,24,21.3,26.8,16.5
2009,9,25,21.2,25.9,18.1
2009,9,26,19.4,24.2,12.5
2009,9,27,18.2,24.9,11.6
2009,9,28,19.9,23.7,17.9
2009,9,29,20.0,22.0,15.6
2009,9,30,17.0,21.5,12.8
2010,7,1,23.3,26.7,20.9
2010,7,2,24.5,28.3,21.4
2010,7,3,26.4,30.9,22.0
2010,7,4,25.9,29.9,23.3
2010,7,5,24.2,27.0,22.6
2010,7,6,24.5,28.3,21.9
2010,7,7,25.3,29.1,22.1
2010,7,8,25.1,28.3,22.2
2010,7,9,25.0,30.1,21.4
2010,7,10,23.6,26.5,20.2
2010,7,11,23.8,26.5,21.7
2010,7,12,22.5,25.8,20.6
2010,7,13,21.8,25.7,18.4
2010,7,14,21.8,24.1,19.3
2010,7,15,24.2,27.8,21.8
2010,7,16,24.8,29.8,21.9
2010,7,17,27.0,32.4,22.2
2010,7,18,26.5,31.7,22.6
2010,7,19,26.6,31.9,21.9
2010,7,20,27.4,30.7,24.4
2010,7,21,26.5,30.2,22.7
2010,7,22,27.9,32.6,23.4
2010,7,23,27.6,31.1,25.6
2010,7,24,27.5,30.9,24.8
2010,7,25,26.6,29.2,25.2
2010,7,26,26.4,29.2,23.9
2010,7,27,27.7,32.7,23.5
2010,7,28,27.6,33.2,23.4
2010,7,29,25.3,30.0,23.1
2010,7,30,26.3,30.6,23.9
2010,7,31,27.3,30.2,24.5
2010,8,1,28.4,32.2,25.2
2010,8,2,26.8,30.8,24.6
2010,8,3,26.9,29.6,23.9
2010,8,4,28.7,32.8,24.9
2010,8,5,29.6,34.1,24.5
2010,8,6,29.5,33.4,26.5
2010,8,7,28.9,33.0,25.8
2010,8,8,28.7,32.3,25.5
2010,8,9,28.7,32.2,26.4
2010,8,10,29.4,33.8,25.0
2010,8,11,29.1,33.2,25.8
2010,8,12,27.0,30.6,24.2
2010,8,13,26.3,30.0,23.4
2010,8,14,25.4,28.3,23.4
2010,8,15,28.7,32.4,26.5
2010,8,16,26.8,29.1,25.3
2010,8,17,28.0,31.1,26.0
2010,8,18,26.9,30.0,24.4
2010,8,19,27.7,33.0,23.2
2010,8,20,27.3,32.1,24.1
2010,8,21,26.9,30.7,23.2
2010,8,22,27.2,31.7,23.1
2010,8,23,27.8,32.1,23.9
2010,8,24,28.5,33.2,23.3
2010,8,25,27.0,31.2,24.3
2010,8,26,27.5,31.3,24.1
2010,8,27,27.6,31.6,23.9
2010,8,28,27.5,32.3,23.0
2010,8,29,27.6,32.0,23.6
2010,8,30,28.6,33.8,24.3
2010,8,31,28.4,32.9,25.2
2010,9,1,28.9,33.5,25.0
2010,9,2,29.0,33.9,25.2
2010,9,3,27.9,32.2,24.6
2010,9,4,26.4,29.5,22.7
2010,9,5,26.3,32.1,20.6
2010,9,6,27.5,32.4,23.4
2010,9,7,25.1,27.4,22.8
2010,9,8,24.1,27.7,20.7
2010,9,9,23.8,29.0,20.0
2010,9,10,23.8,28.1,19.2
2010,9,11,24.2,29.5,22.1
2010,9,12,22.9,27.1,20.3
2010,9,13,23.6,27.1,20.4
2010,9,14,22.9,27.4,19.3
2010,9,15,22.6,27.8,17.5
2010,9,16,20.5,22.0,18.0
2010,9,17,21.9,25.9,18.2
2010,9,18,22.9,26.9,19.6
2010,9,19,21.1,22.2,20.1
2010,9,20,21.4,24.0,19.3
2010,9,21,23.9,26.3,20.5
2010,9,22,18.6,23.5,15.5
2010,9,23,14.8,16.2,13.6
2010,9,24,16.2,20.0,12.7
2010,9,25,15.7,19.3,12.2
2010,9,26,16.6,21.3,11.6
2010,9,27,19.7,24.5,15.7
2010,9,28,19.3,22.3,17.5
2010,9,29,18.0,20.7,13.3
2010,9,30,17.4,22.6,12.7
2011,7,1,21.2,24.0,19.8
2011,7,2,23.0,26.0,20.2
2011,7,3,23.8,27.8,21.3
2011,7,4,23.8,28.1,21.8
2011,7,5,21.4,22.7,20.4
2011,7,6,24.2,28.9,20.6
2011,7,7,25.1,32.6,21.8
2011,7,8,26.5,30.1,22.1
2011,7,9,28.6,34.2,24.6
2011,7,10,26.9,32.8,24.0
2011,7,11,28.2,33.6,22.5
2011,7,12,27.4,30.9,24.6
2011,7,13,27.2,30.9,24.1
2011,7,14,26.9,31.0,23.8
2011,7,15,26.4,30.1,23.5
2011,7,16,26.6,31.2,22.3
2011,7,17,27.0,32.0,21.8
2011,7,18,27.0,32.5,22.2
2011,7,19,29.0,33.5,25.0
2011,7,20,27.2,32.6,20.7
2011,7,21,20.8,25.8,17.7
2011,7,22,21.5,26.3,16.8
2011,7,23,24.2,29.7,19.9
2011,7,24,24.5,27.6,22.2
2011,7,25,25.1,28.6,22.2
2011,7,26,26.0,31.3,22.9
2011,7,27,25.3,29.8,22.2
2011,7,28,23.9,27.9,21.8
2011,7,29,24.6,27.8,23.3
2011,7,30,25.1,28.7,22.5
2011,7,31,25.3,30.6,21.8
2011,8,1,24.3,29.5,21.1
2011,8,2,25.4,30.8,21.6
2011,8,3,26.9,32.3,22.0
2011,8,4,28.9,34.2,23.8
2011,8,5,29.1,35.4,25.0
2011,8,6,27.9,31.4,25.0
2011,8,7,27.5,32.4,24.3
2011,8,8,27.4,31.3,24.3
2011,8,9,27.6,31.2,23.9
2011,8,10,28.3,33.4,23.8
2011,8,11,27.8,30.8,26.7
2011,8,12,27.6,30.7,25.7
2011,8,13,27.3,32.6,23.2
2011,8,14,28.0,31.9,23.6
2011,8,15,28.0,31.9,24.4
2011,8,16,26.1,30.2,24.1
2011,8,17,27.3,31.2,24.7
2011,8,18,24.8,26.8,22.6
2011,8,19,24.0,27.3,20.8
2011,8,20,23.9,27.9,20.8
2011,8,21,21.8,25.3,20.1
2011,8,22,23.0,27.9,19.9
2011,8,23,22.7,24.7,20.6
2011,8,24,23.5,25.5,21.6
2011,8,25,,,
2011,8,26,24.1,27.8,20.2
2011,8,27,23.7,28.6,19.1
2011,8,28,24.1,28.5,19.8
2011,8,29,25.3,29.2,21.1
2011,8,30,25.7,30.6,21.3
2011,8,31,25.3,29.5,22.0
2011,9,1,26.5,30.7,23.7
2011,9,2,28.6,31.9,27.0
2011,9,3,30.2,35.5,27.6
2011,9,4,28.0,32.0,25.2
2011,9,5,25.0,29.0,22.0
2011,9,6,22.7,25.6,18.5
2011,9,7,22.3,26.7,17.6
2011,9,8,24.3,28.4,19.9
2011,9,9,25.0,31.5,19.4
2011,9,10,21.6,23.3,20.1
2011,9,11,25.3,31.9,19.4
2011,9,12,25.5,30.3,22.4
2011,9,13,24.4,28.0,21.7
2011,9,14,24.3,27.1,22.2
2011,9,15,25.6,30.7,21.0
2011,9,16,26.0,31.5,22.4
2011,9,17,25.2,27.9,24.0
2011,9,18,25.5,31.3,20.5
2011,9,19,18.2,20.7,16.0
2011,9,20,16.2,17.1,15.2
2011,9,21,17.2,18.5,15.9
2011,9,22,18.8,21.3,15.9
2011,9,23,16.8,22.0,13.6
2011,9,24,16.4,21.5,12.2
2011,9,25,18.2,24.8,11.7
2011,9,26,18.2,23.3,14.4
2011,9,27,17.7,23.2,12.6
2011,9,28,19.0,26.0,13.3
2011,9,29,19.0,25.9,13.3
2011,9,30,19.3,22.6,17.4
2012,7,1,23.6,28.1,19.5
2012,7,2,20.7,23.1,19.0
2012,7,3,23.3,28.3,17.8
2012,7,4,23.3,26.5,19.7
2012,7,5,22.6,26.3,20.3
2012,7,6,23.2,25.4,21.7
2012,7,7,21.6,24.5,20.1
2012,7,8,22.0,25.9,18.3
2012,7,9,22.5,25.2,20.7
2012,7,10,23.3,27.3,19.1
2012,7,11,26.0,31.1,20.9
2012,7,12,25.0,26.9,23.7
2012,7,13,22.5,25.2,20.8
2012,7,14,21.9,24.0,20.0
2012,7,15,23.1,24.7,21.6
2012,7,16,27.2,32.3,24.2
2012,7,17,23.8,25.3,22.3
2012,7,18,24.4,28.0,21.7
2012,7,19,22.9,26.9,19.4
2012,7,20,22.0,28.2,17.7
2012,7,21,22.0,27.4,17.8
2012,7,22,23.3,28.3,17.6
2012,7,23,24.0,27.5,20.6
2012,7,24,24.5,27.4,20.9
2012,7,25,25.1,26.5,23.7
2012,7,26,26.1,27.9,24.9
2012,7,27,27.0,30.7,23.8
2012,7,28,27.1,31.0,22.7
2012,7,29,27.8,31.4,24.8
2012,7,30,29.0,34.1,23.8
2012,7,31,29.7,34.5,25.8
2012,8,1,28.6,32.8,25.0
2012,8,2,27.4,31.4,23.7
2012,8,3,27.7,32.9,23.3
2012,8,4,29.2,34.3,24.9
2012,8,5,28.0,32.0,25.1
2012,8,6,26.0,29.3,23.2
2012,8,7,23.8,27.0,21.0
2012,8,8,24.0,28.5,20.5
2012,8,9,24.8,29.0,20.8
2012,8,10,24.8,29.3,20.2
2012,8,11,25.4,29.3,20.8
2012,8,12,26.7,30.8,23.7
2012,8,13,25.5,28.6,23.1
2012,8,14,24.5,28.3,19.6
2012,8,15,27.2,33.6,19.4
2012,8,16,27.7,32.8,24.5
2012,8,17,27.1,30.5,24.1
2012,8,18,28.0,32.8,24.1
2012,8,19,28.2,32.5,24.9
2012,8,20,28.4,33.1,25.2
2012,8,21,27.9,32.0,23.9
2012,8,22,29.0,33.0,25.0
2012,8,23,28.4,31.6,24.7
2012,8,24,28.4,33.0,25.2
2012,8,25,28.2,32.2,25.1
