ダウンロードした時刻：2019/08/12 21:03:28

,,,酒田,酒田,酒田
年,月,日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,,,
,,,,,
1996,9,2,22.7,25.9,21.1
1996,9,3,22.1,24.9,17.6
1996,9,4,22.3,29.1,15.9
1996,9,5,22.5,27.4,19.0
1996,9,6,21.9,25.6,19.0
1996,9,7,20.0,24.0,16.4
1996,9,8,20.2,24.9,15.4
1996,9,9,18.7,21.3,17.5
1996,9,10,20.5,23.9,16.4
1996,9,11,19.6,25.1,14.0
1996,9,12,20.8,27.3,13.9
1996,9,13,20.7,23.6,17.0
1996,9,14,20.9,24.9,18.6
1996,9,15,21.3,26.0,17.1
1996,9,16,21.5,27.1,16.3
1996,9,17,21.5,25.9,18.6
1996,9,18,21.4,25.1,17.7
1996,9,19,22.0,27.6,16.5
1996,9,20,20.9,23.3,19.3
1996,9,21,19.2,22.5,15.4
1996,9,22,18.9,21.7,14.7
1996,9,23,21.1,24.0,18.8
1996,9,24,18.6,23.5,13.9
1996,9,25,18.9,25.5,13.1
1996,9,26,17.2,22.7,13.7
1996,9,27,15.9,21.0,12.0
1996,9,28,15.3,21.1,10.3
1996,9,29,16.4,21.9,10.2
1996,9,30,17.6,21.4,13.9
1997,7,1,23.4,29.9,16.5
1997,7,2,22.2,26.6,20.0
1997,7,3,21.6,23.3,19.8
1997,7,4,24.5,27.2,23.0
1997,7,5,21.7,24.7,19.0
1997,7,6,21.9,25.9,18.8
1997,7,7,25.3,32.8,20.3
1997,7,8,20.7,22.7,19.5
1997,7,9,20.3,21.5,19.5
1997,7,10,21.8,25.5,18.8
1997,7,11,22.3,26.2,18.9
1997,7,12,23.1,28.4,19.0
1997,7,13,24.8,28.9,19.2
1997,7,14,22.4,24.3,21.0
1997,7,15,24.8,28.5,22.4
1997,7,16,21.0,24.0,18.9
1997,7,17,21.3,24.1,18.8
1997,7,18,20.6,24.4,16.9
1997,7,19,21.7,25.9,16.4
1997,7,20,23.4,27.2,18.4
1997,7,21,24.3,29.0,19.8
1997,7,22,25.3,29.9,20.9
1997,7,23,26.0,31.6,21.1
1997,7,24,26.7,31.1,21.6
1997,7,25,27.6,32.6,23.1
1997,7,26,27.9,32.5,22.9
1997,7,27,30.8,36.1,27.2
1997,7,28,27.4,31.8,24.1
1997,7,29,26.4,29.9,23.5
1997,7,30,26.8,30.8,23.2
1997,7,31,27.2,31.4,23.2
1997,8,1,26.3,29.6,23.1
1997,8,2,26.3,30.5,21.7
1997,8,3,27.3,31.8,23.9
1997,8,4,26.6,30.4,23.6
1997,8,5,24.7,29.9,20.8
1997,8,6,23.9,28.1,19.2
1997,8,7,25.2,29.0,20.9
1997,8,8,24.0,26.1,22.3
1997,8,9,29.1,35.0,23.8
1997,8,10,25.4,28.0,22.5
1997,8,11,25.8,30.7,22.1
1997,8,12,27.5,34.1,22.7
1997,8,13,23.7,26.6,21.8
1997,8,14,23.1,26.8,18.8
1997,8,15,23.3,28.5,19.5
1997,8,16,21.5,26.1,18.2
1997,8,17,21.4,26.1,17.3
1997,8,18,24.6,30.5,19.4
1997,8,19,26.9,32.0,21.9
1997,8,20,25.5,28.2,23.8
1997,8,21,25.4,28.7,22.8
1997,8,22,26.3,31.3,22.3
1997,8,23,26.3,29.4,23.4
1997,8,24,24.1,27.8,21.2
1997,8,25,23.3,28.0,19.3
1997,8,26,23.7,28.9,20.0
1997,8,27,23.4,27.3,20.3
1997,8,28,23.4,26.8,17.9
1997,8,29,23.0,28.7,16.5
1997,8,30,23.5,26.8,18.6
1997,8,31,22.2,27.6,16.4
1997,9,1,24.4,29.8,20.0
1997,9,2,27.0,29.9,24.1
1997,9,3,23.4,25.6,21.2
1997,9,4,22.6,25.7,17.8
1997,9,5,21.5,26.2,16.2
1997,9,6,23.6,28.1,20.6
1997,9,7,21.6,23.0,20.2
1997,9,8,23.7,27.3,21.0
1997,9,9,25.0,30.4,20.1
1997,9,10,23.8,27.5,19.6
1997,9,11,19.9,23.3,17.9
1997,9,12,20.2,24.0,17.7
1997,9,13,20.4,24.0,17.8
1997,9,14,19.3,21.5,17.1
1997,9,15,17.3,20.5,14.4
1997,9,16,16.3,18.1,14.2
1997,9,17,20.4,22.6,17.4
1997,9,18,22.1,25.1,20.0
1997,9,19,20.3,22.1,19.0
1997,9,20,19.4,22.1,16.4
1997,9,21,18.7,21.7,17.0
1997,9,22,18.2,20.7,15.6
1997,9,23,16.5,18.4,15.2
1997,9,24,16.7,20.3,14.4
1997,9,25,17.6,22.8,11.9
1997,9,26,17.2,19.9,15.3
1997,9,27,18.4,22.7,16.4
1997,9,28,16.9,19.2,13.8
1997,9,29,15.9,19.5,11.0
1997,9,30,15.3,19.9,10.3
1998,7,1,22.9,29.2,16.6
1998,7,2,24.6,26.5,23.0
1998,7,3,24.4,30.4,21.8
1998,7,4,21.4,22.6,20.0
1998,7,5,21.7,24.3,19.7
1998,7,6,23.0,26.3,19.5
1998,7,7,22.1,23.9,21.3
1998,7,8,24.2,27.3,21.0
1998,7,9,23.2,24.3,22.4
1998,7,10,23.3,26.0,20.8
1998,7,11,20.9,22.9,19.4
1998,7,12,20.7,23.4,18.2
1998,7,13,21.2,25.4,18.0
1998,7,14,20.4,23.9,17.2
1998,7,15,21.4,26.3,15.8
1998,7,16,22.3,29.1,16.3
1998,7,17,23.2,29.4,17.9
1998,7,18,22.4,26.4,18.2
1998,7,19,24.1,30.3,17.2
1998,7,20,26.2,32.9,20.1
1998,7,21,25.7,31.8,21.2
1998,7,22,24.3,29.2,20.7
1998,7,23,24.4,28.5,20.7
1998,7,24,27.2,32.2,23.4
1998,7,25,28.5,34.0,23.8
1998,7,26,29.6,35.1,25.6
1998,7,27,29.3,35.1,25.5
1998,7,28,28.7,33.8,24.9
1998,7,29,27.6,32.6,24.8
1998,7,30,22.9,25.0,21.8
1998,7,31,22.9,26.8,20.4
1998,8,1,25.7,30.1,21.9
1998,8,2,24.9,27.4,23.2
1998,8,3,25.4,27.3,24.5
1998,8,4,25.8,28.6,23.5
1998,8,5,25.3,27.9,23.4
1998,8,6,25.1,30.2,22.1
1998,8,7,24.6,27.5,21.8
1998,8,8,22.8,26.2,19.6
1998,8,9,22.0,25.7,18.3
1998,8,10,21.1,25.1,17.4
1998,8,11,21.7,26.1,16.3
1998,8,12,25.9,28.4,21.6
1998,8,13,25.4,27.8,22.9
1998,8,14,25.6,29.4,21.8
1998,8,15,24.8,29.1,22.4
1998,8,16,23.7,28.7,21.7
1998,8,17,23.0,26.1,21.2
1998,8,18,23.5,27.3,20.9
1998,8,19,23.1,26.1,20.9
1998,8,20,25.7,29.8,23.0
1998,8,21,22.8,26.0,17.6
1998,8,22,22.6,28.7,15.5
1998,8,23,25.6,31.9,20.1
1998,8,24,27.2,33.3,22.2
1998,8,25,25.4,28.7,23.2
1998,8,26,23.4,26.0,22.1
1998,8,27,24.1,28.3,21.7
1998,8,28,21.1,23.4,19.5
1998,8,29,21.5,23.3,19.7
1998,8,30,22.6,24.8,21.1
1998,8,31,21.9,24.7,20.0
1998,9,1,23.8,28.9,20.5
1998,9,2,23.9,27.8,21.0
1998,9,3,22.2,26.3,18.8
1998,9,4,21.3,25.3,17.8
1998,9,5,22.0,26.4,17.2
1998,9,6,23.6,29.5,18.7
1998,9,7,23.3,28.1,19.4
1998,9,8,24.2,30.1,19.8
1998,9,9,23.6,28.6,19.6
1998,9,10,22.5,27.7,17.2
1998,9,11,22.0,27.3,16.5
1998,9,12,23.7,28.8,19.1
1998,9,13,22.4,27.7,19.1
1998,9,14,24.2,30.7,18.7
1998,9,15,22.2,24.7,20.7
1998,9,16,23.0,25.8,20.6
1998,9,17,22.3,26.1,19.8
1998,9,18,22.9,27.8,19.5
1998,9,19,23.3,26.9,21.0
1998,9,20,25.6,31.6,22.0
1998,9,21,25.5,29.4,21.9
1998,9,22,25.6,27.6,22.5
1998,9,23,22.4,23.8,20.8
1998,9,24,21.0,23.8,19.7
1998,9,25,19.9,21.3,18.9
1998,9,26,20.2,23.4,17.8
1998,9,27,20.4,23.6,18.0
1998,9,28,20.9,25.0,17.7
1998,9,29,21.3,24.7,18.6
1998,9,30,21.0,22.7,19.4
1999,7,1,20.0,23.3,17.7
1999,7,2,19.2,22.3,17.0
1999,7,3,21.4,23.3,19.3
1999,7,4,19.0,21.0,17.9
1999,7,5,19.4,22.4,17.2
1999,7,6,21.3,25.5,17.9
1999,7,7,21.3,25.5,16.3
1999,7,8,22.2,29.7,17.0
1999,7,9,21.5,27.2,16.8
1999,7,10,23.7,29.3,16.6
1999,7,11,25.5,30.7,21.7
1999,7,12,25.2,27.5,22.8
1999,7,13,25.7,31.4,21.1
1999,7,14,25.5,28.3,22.3
1999,7,15,23.6,26.5,21.7
1999,7,16,23.6,27.9,20.5
1999,7,17,24.6,28.5,20.5
1999,7,18,24.6,27.1,22.7
1999,7,19,24.9,29.9,21.0
1999,7,20,25.8,30.1,22.0
1999,7,21,24.9,27.3,23.0
1999,7,22,24.8,26.7,23.8
1999,7,23,27.8,33.1,23.3
1999,7,24,24.9,28.0,22.1
1999,7,25,26.6,31.5,22.7
1999,7,26,28.3,33.6,22.5
1999,7,27,29.5,34.5,22.9
1999,7,28,29.1,33.5,25.3
1999,7,29,28.3,32.8,25.0
1999,7,30,29.0,34.4,24.5
1999,7,31,28.5,34.5,24.1
1999,8,1,29.0,35.0,23.0
1999,8,2,29.5,34.2,24.9
1999,8,3,30.3,35.7,25.5
1999,8,4,30.4,36.2,25.3
1999,8,5,30.2,36.0,25.6
1999,8,6,30.8,37.0,26.5
1999,8,7,30.8,37.0,25.5
1999,8,8,29.9,35.6,25.3
1999,8,9,30.2,36.6,25.0
1999,8,10,29.8,35.9,22.7
1999,8,11,29.3,33.1,25.7
1999,8,12,27.8,31.5,24.6
1999,8,13,26.7,30.7,24.3
1999,8,14,26.6,30.8,24.6
1999,8,15,27.6,32.1,22.9
1999,8,16,29.1,34.4,25.9
1999,8,17,27.5,32.6,24.9
1999,8,18,28.2,33.5,23.9
1999,8,19,29.9,35.2,25.1
1999,8,20,28.0,32.8,24.8
1999,8,21,27.1,32.1,24.2
1999,8,22,26.3,31.5,23.6
1999,8,23,25.0,27.9,23.1
1999,8,24,24.0,24.9,23.0
1999,8,25,24.9,28.2,20.6
1999,8,26,23.2,27.6,19.6
1999,8,27,21.9,25.6,18.3
1999,8,28,22.6,25.4,21.0
1999,8,29,24.0,26.8,21.5
1999,8,30,23.9,28.5,20.1
1999,8,31,25.8,30.9,21.3
1999,9,1,22.8,25.1,20.9
1999,9,2,22.4,27.0,17.8
1999,9,3,22.1,27.7,16.1
1999,9,4,23.3,28.9,18.6
1999,9,5,24.5,30.9,19.0
1999,9,6,23.7,26.7,21.1
1999,9,7,24.5,28.0,22.9
1999,9,8,23.3,25.1,22.2
1999,9,9,24.7,28.4,21.3
1999,9,10,24.6,30.5,19.5
1999,9,11,25.9,28.9,23.0
1999,9,12,25.7,28.5,23.5
1999,9,13,25.0,27.9,22.9
1999,9,14,23.0,26.8,19.0
1999,9,15,18.4,19.9,16.3
1999,9,16,19.3,22.8,14.2
1999,9,17,19.7,23.0,17.0
1999,9,18,20.3,22.9,18.3
1999,9,19,23.8,29.0,20.0
1999,9,20,23.2,29.9,21.2
1999,9,21,20.6,22.4,18.6
1999,9,22,18.3,19.8,16.6
1999,9,23,21.5,24.8,17.9
1999,9,24,26.9,33.3,21.0
1999,9,25,23.3,29.2,20.6
1999,9,26,20.8,24.5,14.2
1999,9,27,18.1,25.0,11.9
1999,9,28,20.1,26.3,13.1
1999,9,29,23.3,29.7,17.6
1999,9,30,21.9,26.8,19.1
2000,7,1,24.5,28.1,23.0
2000,7,2,24.6,27.8,22.8
2000,7,3,23.1,24.9,21.1
2000,7,4,23.0,26.8,20.3
2000,7,5,22.3,24.9,20.6
2000,7,6,23.3,27.1,19.4
2000,7,7,24.5,29.6,19.7
2000,7,8,20.6,24.1,18.8
2000,7,9,20.6,22.8,18.7
2000,7,10,21.2,24.3,17.7
2000,7,11,22.8,27.9,16.2
2000,7,12,25.1,31.0,21.1
2000,7,13,24.0,25.9,22.3
2000,7,14,26.5,31.2,21.6
2000,7,15,24.5,28.5,21.6
2000,7,16,23.7,26.7,21.0
2000,7,17,25.9,28.8,23.7
2000,7,18,24.1,25.8,23.0
2000,7,19,24.9,28.1,22.7
2000,7,20,25.4,28.8,21.9
2000,7,21,27.0,30.6,22.4
2000,7,22,26.7,30.3,23.9
2000,7,23,28.3,31.4,24.8
2000,7,24,28.5,33.9,24.3
2000,7,25,22.8,28.2,20.1
2000,7,26,22.2,24.8,19.0
2000,7,27,24.6,29.8,19.5
2000,7,28,25.2,28.4,21.3
2000,7,29,26.8,31.1,22.8
2000,7,30,29.6,35.2,24.1
2000,7,31,30.9,36.8,26.5
2000,8,1,29.8,35.1,25.6
2000,8,2,27.9,32.2,24.8
2000,8,3,27.6,31.6,24.6
2000,8,4,27.6,32.4,23.1
2000,8,5,27.3,31.7,23.5
2000,8,6,26.8,30.5,23.6
2000,8,7,26.5,30.9,22.4
2000,8,8,26.1,30.3,23.1
2000,8,9,26.4,31.3,21.9
2000,8,10,25.3,29.2,22.8
2000,8,11,25.8,29.8,21.9
2000,8,12,27.0,30.9,24.1
2000,8,13,26.0,29.9,22.1
2000,8,14,26.1,32.5,20.3
2000,8,15,26.2,29.5,22.9
2000,8,16,26.4,31.4,21.2
2000,8,17,26.2,30.9,22.9
2000,8,18,26.0,31.3,20.5
2000,8,19,27.0,32.7,22.5
2000,8,20,27.4,34.0,22.3
2000,8,21,28.6,35.2,23.1
2000,8,22,28.6,33.4,24.4
2000,8,23,26.6,30.9,22.9
2000,8,24,25.3,30.6,20.8
2000,8,25,25.9,31.0,20.6
2000,8,26,26.3,32.9,22.6
2000,8,27,26.5,31.6,21.9
2000,8,28,27.6,32.4,23.1
2000,8,29,26.5,30.9,23.0
2000,8,30,27.2,32.0,22.6
2000,8,31,28.4,33.5,24.1
2000,9,1,29.0,34.1,25.0
2000,9,2,26.4,30.4,21.5
2000,9,3,22.1,24.2,20.0
2000,9,4,22.0,27.2,17.3
2000,9,5,21.3,26.1,17.0
2000,9,6,23.2,28.8,19.0
2000,9,7,23.8,27.6,20.4
2000,9,8,23.6,28.6,20.0
2000,9,9,22.1,24.7,21.0
2000,9,10,21.4,22.2,20.9
2000,9,11,21.2,22.8,20.4
2000,9,12,21.6,23.4,20.8
2000,9,13,23.1,27.8,20.1
2000,9,14,26.0,32.3,20.7
2000,9,15,27.6,33.2,22.7
2000,9,16,29.2,34.5,25.3
2000,9,17,24.3,28.2,19.9
2000,9,18,22.4,26.9,18.4
2000,9,19,22.5,28.6,16.5
2000,9,20,21.2,24.7,15.1
2000,9,21,19.7,25.7,13.9
2000,9,22,20.8,25.4,15.5
2000,9,23,21.6,25.4,19.4
2000,9,24,20.1,22.6,18.8
2000,9,25,21.7,25.2,19.0
2000,9,26,20.0,23.1,15.3
2000,9,27,18.6,22.9,14.8
2000,9,28,19.5,21.8,15.5
2000,9,29,18.1,22.5,13.4
2000,9,30,18.5,24.3,12.5
2001,7,1,20.7,23.5,19.1
2001,7,2,21.3,24.9,18.2
2001,7,3,23.5,27.0,20.4
2001,7,4,22.1,23.8,21.2
2001,7,5,25.5,31.7,20.2
2001,7,6,20.7,24.8,18.3
2001,7,7,19.9,22.9,16.8
2001,7,8,21.9,27.3,15.5
2001,7,9,23.4,28.7,17.2
2001,7,10,25.8,31.0,20.1
2001,7,11,26.8,31.2,23.5
2001,7,12,24.8,28.7,21.2
2001,7,13,24.9,28.7,22.8
2001,7,14,25.0,28.2,23.5
2001,7,15,28.2,32.9,22.9
2001,7,16,27.0,30.6,24.6
2001,7,17,25.9,30.5,23.8
2001,7,18,25.3,28.3,22.9
2001,7,19,24.6,29.1,21.9
2001,7,20,25.3,29.2,20.4
2001,7,21,26.8,31.2,22.0
2001,7,22,27.9,32.8,22.9
2001,7,23,28.0,32.4,24.5
2001,7,24,27.0,29.6,25.0
2001,7,25,24.4,26.2,21.9
2001,7,26,24.7,28.9,21.7
2001,7,27,23.3,28.0,20.4
2001,7,28,23.2,29.0,19.0
2001,7,29,24.2,29.8,19.6
2001,7,30,26.9,32.7,22.3
2001,7,31,26.8,32.9,24.7
2001,8,1,26.0,29.3,22.7
2001,8,2,24.6,29.3,21.3
2001,8,3,25.9,30.4,20.7
2001,8,4,24.3,27.4,22.3
2001,8,5,22.6,26.4,19.2
2001,8,6,23.4,29.3,18.3
2001,8,7,22.9,27.2,20.0
2001,8,8,23.9,29.9,18.7
2001,8,9,23.9,28.4,20.9
2001,8,10,26.1,31.9,23.3
2001,8,11,25.2,28.6,23.6
2001,8,12,23.7,27.7,21.5
2001,8,13,25.4,31.5,21.1
2001,8,14,26.8,31.6,22.6
2001,8,15,27.5,33.6,23.3
2001,8,16,26.9,31.4,23.0
2001,8,17,26.5,31.4,22.6
2001,8,18,25.5,30.3,20.6
2001,8,19,23.7,30.4,18.3
2001,8,20,24.9,31.8,19.0
2001,8,21,25.7,30.9,19.9
2001,8,22,26.5,30.0,24.5
2001,8,23,25.3,28.7,22.2
2001,8,24,25.4,30.2,20.0
2001,8,25,25.9,29.9,22.7
2001,8,26,24.5,27.4,22.2
2001,8,27,23.3,25.8,21.9
2001,8,28,24.6,29.2,21.2
2001,8,29,24.3,28.7,20.9
2001,8,30,23.0,27.0,19.2
2001,8,31,20.8,25.0,18.4
2001,9,1,22.2,27.2,17.7
2001,9,2,22.5,27.2,17.6
2001,9,3,23.1,27.4,19.0
2001,9,4,22.3,25.8,19.7
2001,9,5,22.2,27.4,17.9
2001,9,6,22.5,28.3,18.5
2001,9,7,22.1,25.6,20.2
2001,9,8,24.3,27.9,20.4
2001,9,9,28.5,33.4,24.3
2001,9,10,27.0,29.5,24.3
2001,9,11,25.1,26.6,23.7
2001,9,12,21.7,23.7,19.2
2001,9,13,21.5,24.9,19.0
2001,9,14,22.4,25.7,20.5
2001,9,15,23.5,29.4,20.7
2001,9,16,23.0,26.6,20.8
2001,9,17,22.6,26.2,19.8
2001,9,18,22.8,27.2,18.2
2001,9,19,20.4,24.4,17.3
2001,9,20,19.8,24.7,15.5
2001,9,21,16.6,20.7,11.2
2001,9,22,12.9,18.4,7.4
2001,9,23,15.0,22.9,8.2
2001,9,24,17.0,23.6,10.4
2001,9,25,18.1,23.7,12.1
2001,9,26,18.9,23.5,15.5
2001,9,27,19.6,24.7,14.6
2001,9,28,17.2,20.7,10.9
2001,9,29,14.0,19.4,10.0
2001,9,30,15.2,20.7,9.3
2002,7,1,21.8,25.2,20.3
2002,7,2,21.5,23.4,20.6
2002,7,3,22.0,24.0,21.0
2002,7,4,23.1,26.3,20.5
2002,7,5,25.0,30.0,20.5
2002,7,6,25.4,28.0,23.0
2002,7,7,24.5,27.5,22.2
2002,7,8,23.4,28.1,21.6
2002,7,9,24.2,28.1,21.5
2002,7,10,21.1,23.5,19.7
2002,7,11,20.1,21.6,18.3
2002,7,12,21.6,25.9,19.2
2002,7,13,25.1,30.8,19.2
2002,7,14,24.3,30.2,22.2
2002,7,15,21.8,23.1,19.8
2002,7,16,21.2,23.1,19.8
2002,7,17,24.1,28.4,20.4
2002,7,18,26.6,32.0,20.8
2002,7,19,25.3,30.4,23.3
2002,7,20,26.2,31.6,24.1
2002,7,21,26.1,30.0,22.3
2002,7,22,24.7,28.1,23.4
2002,7,23,26.3,30.4,22.7
2002,7,24,28.5,34.7,23.6
2002,7,25,29.1,35.3,22.4
2002,7,26,28.9,35.2,25.4
2002,7,27,25.6,28.9,22.1
2002,7,28,24.0,28.1,19.2
2002,7,29,24.3,28.1,21.5
2002,7,30,24.9,30.1,19.8
2002,7,31,26.6,31.4,20.5
2002,8,1,28.1,31.2,25.9
2002,8,2,26.5,28.1,24.7
2002,8,3,25.8,29.7,22.9
2002,8,4,24.6,27.7,23.1
2002,8,5,27.0,30.8,22.9
2002,8,6,28.2,31.4,24.6
2002,8,7,28.0,34.0,23.2
2002,8,8,28.9,33.4,24.1
2002,8,9,27.9,32.2,24.6
2002,8,10,27.5,32.6,23.9
2002,8,11,25.4,27.8,24.2
2002,8,12,24.3,26.0,22.7
2002,8,13,24.3,27.1,22.0
2002,8,14,22.5,24.7,21.7
2002,8,15,22.9,24.4,21.6
2002,8,16,24.0,26.1,22.1
2002,8,17,24.9,29.0,22.3
2002,8,18,26.0,30.1,22.5
2002,8,19,25.8,30.0,23.3
2002,8,20,22.7,25.0,19.3
2002,8,21,21.0,23.4,19.3
2002,8,22,20.0,23.1,16.5
2002,8,23,22.3,28.5,15.8
2002,8,24,22.8,27.6,20.6
2002,8,25,22.3,26.2,18.1
2002,8,26,23.3,28.7,16.9
2002,8,27,27.3,33.2,22.0
2002,8,28,28.6,35.0,23.9
2002,8,29,27.1,30.4,23.6
2002,8,30,27.1,31.9,23.6
2002,8,31,27.7,33.9,23.8
2002,9,1,28.8,35.1,23.9
2002,9,2,27.3,33.3,23.0
2002,9,3,25.9,30.1,22.1
2002,9,4,24.4,29.3,20.2
2002,9,5,24.1,30.5,18.3
2002,9,6,24.4,28.2,21.5
2002,9,7,24.2,28.1,21.5
2002,9,8,25.0,29.8,22.3
2002,9,9,22.7,26.3,18.0
2002,9,10,22.5,29.3,15.7
2002,9,11,23.5,27.7,20.4
2002,9,12,21.8,26.5,18.2
2002,9,13,19.6,23.7,16.7
2002,9,14,20.1,25.3,16.1
2002,9,15,19.5,23.8,16.4
2002,9,16,17.1,19.3,14.9
2002,9,17,19.3,22.3,16.8
2002,9,18,20.8,23.9,16.0
2002,9,19,18.7,24.1,13.3
2002,9,20,19.9,25.7,14.8
2002,9,21,19.4,25.1,14.1
2002,9,22,18.9,22.1,15.8
2002,9,23,18.5,22.1,13.6
2002,9,24,16.5,23.4,12.4
2002,9,25,16.5,21.8,12.0
2002,9,26,17.3,23.9,10.9
2002,9,27,19.1,24.9,15.4
2002,9,28,18.8,22.3,16.3
2002,9,29,19.9,23.3,16.7
2002,9,30,19.1,23.0,15.7
2003,7,1,20.6,24.5,17.7
2003,7,2,19.9,22.8,18.1
2003,7,3,20.8,24.9,16.0
2003,7,4,20.3,25.6,17.6
2003,7,5,19.0,20.8,16.0
2003,7,6,20.5,25.1,15.0
2003,7,7,19.6,21.5,17.4
2003,7,8,18.2,19.6,16.5
2003,7,9,21.2,26.5,17.5
2003,7,10,20.5,23.1,18.2
2003,7,11,21.4,23.4,20.4
2003,7,12,20.5,23.3,19.3
2003,7,13,20.7,24.1,18.6
2003,7,14,22.1,26.8,18.1
2003,7,15,20.2,23.3,18.1
2003,7,16,19.9,22.9,17.4
2003,7,17,20.6,24.6,17.5
2003,7,18,22.7,28.3,17.3
2003,7,19,19.6,21.4,18.7
2003,7,20,23.0,28.6,17.6
2003,7,21,21.9,23.9,20.6
2003,7,22,23.3,28.4,18.6
2003,7,23,19.8,25.0,16.1
2003,7,24,18.4,19.9,16.2
2003,7,25,20.2,22.6,17.8
2003,7,26,20.9,24.6,18.8
2003,7,27,21.9,26.9,18.3
2003,7,28,21.3,25.6,16.5
2003,7,29,23.4,28.6,19.7
2003,7,30,22.4,26.3,20.9
2003,7,31,22.2,25.2,20.5
2003,8,1,24.0,30.6,17.8
2003,8,2,25.8,29.4,22.1
2003,8,3,26.2,30.4,23.3
2003,8,4,24.4,26.1,23.2
2003,8,5,24.7,27.8,23.4
2003,8,6,26.3,31.5,20.6
2003,8,7,27.8,33.5,23.5
2003,8,8,26.4,30.0,
2003,8,9,25.4,28.7,22.6
2003,8,10,24.2,27.9,21.8
2003,8,11,22.9,26.8,19.9
2003,8,12,21.7,25.2,19.9
2003,8,13,23.3,26.9,20.0
2003,8,14,22.4,26.0,18.9
2003,8,15,20.6,22.9,18.7
2003,8,16,22.4,27.4,19.2
2003,8,17,21.5,26.2,19.4
2003,8,18,21.2,25.0,18.8
2003,8,19,22.1,26.0,20.0
2003,8,20,22.1,25.6,19.8
2003,8,21,23.3,25.6,21.2
2003,8,22,25.1,29.7,22.5
2003,8,23,25.4,30.8,21.7
2003,8,24,23.2,26.8,21.2
2003,8,25,25.1,28.7,21.6
2003,8,26,23.7,27.0,22.3
2003,8,27,24.3,28.5,21.3
2003,8,28,22.4,26.5,21.2
2003,8,29,23.6,26.5,21.3
2003,8,30,20.6,23.6,16.4
2003,8,31,18.5,20.7,15.2
2003,9,1,22.0,25.7,17.6
2003,9,2,23.2,26.0,20.3
2003,9,3,23.5,26.7,20.8
2003,9,4,22.0,26.3,18.1
2003,9,5,22.2,28.3,16.6
2003,9,6,23.1,26.2,20.1
2003,9,7,21.6,25.5,18.9
2003,9,8,22.5,26.5,18.6
2003,9,9,24.1,26.0,22.0
2003,9,10,24.3,29.6,20.9
2003,9,11,22.1,24.1,20.7
2003,9,12,25.1,30.4,20.7
2003,9,13,27.6,33.2,23.4
2003,9,14,23.4,25.8,21.7
2003,9,15,20.1,23.5,13.6
2003,9,16,19.2,25.8,12.1
2003,9,17,22.3,27.2,17.1
2003,9,18,23.3,28.0,19.4
2003,9,19,20.4,22.4,18.6
2003,9,20,17.3,19.9,14.2
2003,9,21,15.3,17.6,13.7
2003,9,22,17.0,22.7,11.9
2003,9,23,16.2,22.6,8.9
2003,9,24,18.3,21.4,15.6
2003,9,25,19.9,21.5,18.0
2003,9,26,19.5,22.9,15.0
2003,9,27,18.7,24.3,14.6
2003,9,28,18.4,23.5,14.6
2003,9,29,17.0,22.4,13.6
2003,9,30,17.4,19.1,15.5
2004,7,1,19.4,22.4,16.8
2004,7,2,21.1,27.0,15.0
2004,7,3,22.3,26.4,18.7
2004,7,4,23.9,28.4,19.5
2004,7,5,27.2,34.0,22.6
2004,7,6,25.1,28.7,22.1
2004,7,7,26.2,31.0,21.1
2004,7,8,27.7,32.8,24.6
2004,7,9,26.5,30.6,24.1
2004,7,10,24.4,28.5,21.9
2004,7,11,21.5,22.4,20.2
2004,7,12,21.5,24.2,19.7
2004,7,13,20.9,22.3,19.3
2004,7,14,20.8,21.8,19.7
2004,7,15,22.5,25.7,20.7
2004,7,16,23.8,26.2,22.2
2004,7,17,22.9,23.7,21.8
2004,7,18,23.8,26.5,22.5
2004,7,19,24.7,26.9,23.7
2004,7,20,24.3,25.6,23.5
2004,7,21,23.3,25.9,19.9
2004,7,22,22.6,26.1,19.2
2004,7,23,24.0,29.0,17.8
2004,7,24,27.0,33.3,20.1
2004,7,25,27.0,33.9,22.5
2004,7,26,25.5,32.1,22.6
2004,7,27,26.8,32.0,21.9
2004,7,28,28.1,33.1,23.8
2004,7,29,29.8,35.5,24.1
2004,7,30,31.2,36.9,26.7
2004,7,31,31.1,36.9,25.7
2004,8,1,30.0,35.4,25.4
2004,8,2,29.2,34.1,24.6
2004,8,3,27.6,32.9,24.1
2004,8,4,28.6,33.1,23.8
2004,8,5,30.0,35.9,24.8
2004,8,6,26.4,28.7,24.8
2004,8,7,27.0,31.7,22.9
2004,8,8,27.8,32.2,23.9
2004,8,9,27.9,32.2,24.2
2004,8,10,26.1,29.8,22.7
2004,8,11,24.8,28.9,21.0
2004,8,12,24.9,29.7,19.7
2004,8,13,25.6,29.8,20.8
2004,8,14,24.2,27.2,20.3
2004,8,15,23.3,27.5,18.7
2004,8,16,23.5,26.6,19.3
2004,8,17,20.0,22.5,19.0
2004,8,18,22.6,24.0,19.6
2004,8,19,26.6,34.2,22.1
2004,8,20,23.0,29.5,18.9
2004,8,21,21.6,26.5,16.9
2004,8,22,21.7,26.8,16.1
2004,8,23,20.6,23.8,19.1
2004,8,24,22.0,24.4,19.1
2004,8,25,21.3,25.8,17.1
2004,8,26,22.2,28.2,15.6
2004,8,27,23.7,29.9,18.5
2004,8,28,22.2,27.0,19.2
