ダウンロードした時刻：2025/08/07 18:17:27

,,,酒田,酒田,酒田,山形,山形,山形,飛島,飛島,飛島
年,月,日,最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,,,,,,
,,,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
1992,3,11,-0.1,8,1,-0.6,8,1,2.7,8,1
1992,3,12,-1.8,8,1,-3.0,8,1,2.1,8,1
1992,3,13,4.3,8,1,1.4,8,1,6.5,8,1
1992,3,14,5.9,8,1,3.1,8,1,5.9,8,1
1992,3,15,6.9,8,1,4.9,8,1,5.8,8,1
1992,3,16,2.2,8,1,0.1,8,1,0.9,8,1
1992,3,17,-0.3,8,1,-0.1,8,1,0.6,8,1
1992,3,18,0.6,8,1,-0.6,8,1,1.1,8,1
1992,3,19,2.3,8,1,0.0,8,1,2.6,8,1
1992,3,20,1.3,8,1,0.8,8,1,0.8,8,1
1992,3,21,-0.9,8,1,-2.1,8,1,-1.2,8,1
1992,3,22,-0.6,8,1,-2.5,8,1,-0.6,8,1
1992,3,23,-1.3,8,1,-3.3,8,1,2.1,8,1
1992,3,24,3.4,8,1,0.2,8,1,4.2,8,1
1992,3,25,5.7,8,1,3.0,8,1,6.9,8,1
1992,3,26,6.6,8,1,2.4,8,1,5.3,8,1
1992,3,27,3.1,8,1,0.4,8,1,4.4,8,1
1992,3,28,0.0,8,1,-0.6,8,1,4.8,8,1
1992,3,29,5.1,8,1,3.0,8,1,6.9,4,1
1992,3,30,8.4,8,1,7.0,8,1,7.7,4,1
1992,3,31,5.8,8,1,6.6,8,1,6.2,8,1
1992,12,1,0.8,8,1,-1.1,8,1,6.5,8,1
1992,12,2,5.5,8,1,4.1,8,1,3.8,8,1
1992,12,3,3.7,8,1,-0.9,8,1,3.5,8,1
1992,12,4,2.4,8,1,-1.3,8,1,2.6,8,1
1992,12,5,0.0,8,1,-1.8,8,1,3.6,8,1
1992,12,6,-0.4,8,1,-3.4,8,1,3.8,8,1
1992,12,7,5.0,8,1,-0.3,8,1,9.5,8,1
1992,12,8,9.7,8,1,5.2,8,1,8.8,8,1
1992,12,9,7.6,8,1,5.7,8,1,8.4,8,1
1992,12,10,6.8,8,1,3.4,8,1,8.1,8,1
1992,12,11,1.1,8,1,-0.3,8,1,1.1,8,1
1992,12,12,0.6,8,1,-1.0,8,1,0.5,8,1
1992,12,13,2.1,8,1,0.8,8,1,4.0,8,1
1992,12,14,1.0,8,1,-0.6,8,1,0.7,8,1
1992,12,15,-0.2,8,1,-1.9,8,1,0.7,8,1
1992,12,16,0.6,8,1,-0.2,8,1,3.1,8,1
1992,12,17,0.7,8,1,0.5,8,1,3.2,8,1
1992,12,18,-0.5,8,1,-2.4,8,1,-0.6,8,1
1992,12,19,0.2,8,1,-4.0,8,1,0.7,8,1
1992,12,20,0.5,8,1,-5.1,8,1,4.3,8,1
1992,12,21,0.0,8,1,-1.8,8,1,3.5,8,1
1992,12,22,4.8,8,1,0.6,8,1,5.7,8,1
1992,12,23,-0.6,8,1,-1.8,8,1,-0.9,8,1
1992,12,24,-1.6,8,1,-3.8,8,1,-1.6,8,1
1992,12,25,0.2,8,1,-2.8,8,1,0.1,8,1
1992,12,26,2.4,8,1,-1.7,8,1,3.0,8,1
1992,12,27,4.1,8,1,2.0,8,1,6.2,8,1
1992,12,28,2.4,8,1,0.7,8,1,1.9,8,1
1992,12,29,1.5,8,1,0.0,8,1,2.1,8,1
1992,12,30,1.0,8,1,-0.2,8,1,2.6,8,1
1992,12,31,1.6,8,1,0.3,8,1,1.1,8,1
1993,1,1,0.3,8,1,-1.9,8,1,2.4,8,1
1993,1,2,-0.3,8,1,-3.4,8,1,3.0,8,1
1993,1,3,2.6,8,1,0.9,8,1,1.5,8,1
1993,1,4,0.0,8,1,-1.7,8,1,-0.6,8,1
1993,1,5,-0.4,8,1,-1.6,8,1,-0.4,8,1
1993,1,6,1.8,8,1,-2.2,8,1,2.1,8,1
1993,1,7,2.4,8,1,-0.1,8,1,5.4,8,1
1993,1,8,2.8,8,1,0.6,8,1,1.1,8,1
1993,1,9,0.1,8,1,-2.0,8,1,1.4,8,1
1993,1,10,1.3,8,1,-0.1,8,1,0.8,8,1
1993,1,11,1.3,8,1,-2.1,8,1,0.6,8,1
1993,1,12,0.8,8,1,-0.5,8,1,1.7,8,1
1993,1,13,1.1,8,1,0.1,8,1,1.8,8,1
1993,1,14,0.4,8,1,0.0,8,1,0.9,8,1
1993,1,15,0.5,8,1,-0.2,8,1,1.8,8,1
1993,1,16,3.0,8,1,0.2,8,1,3.0,8,1
1993,1,17,1.6,8,1,0.0,8,1,1.5,8,1
1993,1,18,0.8,8,1,-1.4,8,1,1.6,8,1
1993,1,19,0.3,8,1,-1.5,8,1,0.2,8,1
1993,1,20,-0.9,8,1,-1.6,8,1,-0.6,8,1
1993,1,21,-1.0,8,1,-2.9,8,1,-0.5,8,1
1993,1,22,-0.2,8,1,-2.1,8,1,-0.7,8,1
1993,1,23,-2.1,8,1,-3.0,8,1,0.7,8,1
1993,1,24,-0.8,8,1,-5.1,8,1,2.9,8,1
1993,1,25,-1.5,8,1,-3.9,8,1,2.9,8,1
1993,1,26,2.3,8,1,0.6,8,1,4.0,8,1
1993,1,27,0.7,8,1,-0.6,8,1,3.9,8,1
1993,1,28,-1.9,8,1,-3.4,8,1,-1.5,8,1
1993,1,29,-0.7,8,1,-2.4,8,1,0.6,8,1
1993,1,30,1.1,8,1,-2.3,8,1,1.9,8,1
1993,1,31,1.3,8,1,-2.6,8,1,2.5,8,1
1993,2,1,0.4,8,1,-1.7,8,1,-0.6,8,1
1993,2,2,0.2,8,1,-2.7,8,1,0.2,8,1
1993,2,3,2.1,8,1,-1.7,8,1,1.6,8,1
1993,2,4,1.2,8,1,-1.8,8,1,0.7,8,1
1993,2,5,2.7,8,1,-2.2,8,1,1.7,8,1
1993,2,6,6.6,8,1,6.9,8,1,8.7,8,1
1993,2,7,3.8,8,1,2.7,8,1,2.2,8,1
1993,2,8,-1.9,8,1,-3.6,8,1,-1.7,8,1
1993,2,9,-1.8,8,1,-3.8,8,1,-1.7,8,1
1993,2,10,0.1,8,1,-3.4,8,1,-0.1,8,1
1993,2,11,1.2,8,1,0.6,8,1,3.0,8,1
1993,2,12,-0.2,8,1,-1.4,8,1,-0.2,8,1
1993,2,13,-1.4,8,1,-2.5,8,1,-0.9,8,1
1993,2,14,-1.6,8,1,-3.1,8,1,-1.3,8,1
1993,2,15,0.4,8,1,-4.1,8,1,1.4,8,1
1993,2,16,0.9,8,1,-1.5,8,1,1.3,8,1
1993,2,17,1.9,8,1,-0.2,8,1,3.5,8,1
1993,2,18,1.9,8,1,0.5,8,1,1.0,8,1
1993,2,19,-0.9,8,1,-1.4,8,1,-0.9,8,1
1993,2,20,-1.2,8,1,-4.1,8,1,-1.5,8,1
1993,2,21,0.2,8,1,-2.6,8,1,1.8,8,1
1993,2,22,4.2,8,1,0.3,8,1,5.3,8,1
1993,2,23,0.4,8,1,0.5,8,1,1.3,8,1
1993,2,24,0.7,8,1,-1.1,8,1,0.2,8,1
1993,2,25,0.1,8,1,-1.9,8,1,0.2,8,1
1993,2,26,0.7,8,1,-1.8,8,1,2.1,8,1
1993,2,27,1.2,8,1,-1.7,8,1,2.6,8,1
1993,2,28,2.3,8,1,1.6,8,1,2.4,8,1
1993,3,1,1.8,8,1,-0.7,8,1,1.2,8,1
1993,3,2,-0.3,8,1,-1.8,8,1,-0.6,8,1
1993,3,3,1.9,8,1,-0.6,8,1,2.0,8,1
1993,3,4,2.0,8,1,0.9,8,1,3.4,8,1
1993,3,5,0.4,8,1,-2.2,8,1,5.3,8,1
1993,3,6,5.8,8,1,2.8,8,1,4.8,8,1
1993,3,7,2.7,8,1,0.5,8,1,1.9,8,1
1993,3,8,-0.6,8,1,-1.5,8,1,0.4,8,1
1993,3,9,-0.5,8,1,-3.3,8,1,2.4,8,1
1993,3,10,1.9,8,1,0.1,8,1,3.0,8,1
1993,3,11,2.9,8,1,-0.1,8,1,3.8,8,1
1993,3,12,2.7,8,1,-0.5,8,1,0.8,8,1
1993,3,13,1.2,8,1,-0.1,8,1,0.6,8,1
1993,3,14,0.1,8,1,-1.5,8,1,0.2,8,1
1993,3,15,0.0,8,1,-2.7,8,1,0.1,8,1
1993,3,16,-1.0,8,1,-1.7,8,1,-0.4,8,1
1993,3,17,1.5,8,1,-2.6,8,1,1.9,8,1
1993,3,18,0.6,8,1,-0.1,8,1,1.3,8,1
1993,3,19,0.5,8,1,-0.5,8,1,0.9,8,1
1993,3,20,-0.2,8,1,-1.4,8,1,0.2,8,1
1993,3,21,0.5,8,1,-2.4,8,1,1.6,8,1
1993,3,22,0.2,8,1,-2.5,8,1,5.2,8,1
1993,3,23,1.3,8,1,2.0,8,1,5.7,8,1
1993,3,24,1.2,8,1,-0.7,8,1,5.7,8,1
1993,3,25,6.0,8,1,4.1,8,1,6.0,8,1
1993,3,26,4.1,8,1,2.4,8,1,5.2,8,1
1993,3,27,2.6,8,1,3.1,8,1,4.9,4,1
1993,3,28,2.6,8,1,2.0,8,1,5.4,8,1
1993,3,29,0.0,8,1,-1.4,8,1,0.4,8,1
1993,3,30,2.3,8,1,-2.7,8,1,1.2,8,1
1993,3,31,2.4,8,1,0.6,8,1,5.4,8,1
1993,12,1,6.6,8,1,4.4,8,1,8.0,8,1
1993,12,2,5.0,8,1,2.9,8,1,8.0,8,1
1993,12,3,3.4,8,1,4.0,8,1,3.3,8,1
1993,12,4,2.7,8,1,2.3,8,1,2.1,8,1
1993,12,5,4.4,8,1,0.0,8,1,2.6,8,1
1993,12,6,0.1,8,1,-2.8,8,1,2.1,8,1
1993,12,7,1.5,8,1,-1.2,8,1,4.4,8,1
1993,12,8,1.6,8,1,-2.3,8,1,4.8,8,1
1993,12,9,3.8,8,1,1.1,8,1,4.7,8,1
1993,12,10,4.1,8,1,2.8,8,1,4.5,8,1
1993,12,11,6.0,8,1,2.9,8,1,5.9,8,1
1993,12,12,4.1,8,1,0.0,8,1,5.2,8,1
1993,12,13,3.1,8,1,0.7,8,1,5.0,8,1
1993,12,14,0.1,8,1,-1.0,8,1,-0.4,8,1
1993,12,15,-1.1,8,1,-2.2,8,1,-2.2,8,1
1993,12,16,-0.8,8,1,-4.1,8,1,-1.3,8,1
1993,12,17,-1.6,8,1,-2.1,8,1,-1.9,8,1
1993,12,18,-1.1,8,1,-2.6,8,1,-1.6,8,1
1993,12,19,-1.3,8,1,-2.7,8,1,0.8,8,1
1993,12,20,-1.4,8,1,-4.9,8,1,3.6,8,1
1993,12,21,1.0,8,1,0.8,8,1,0.8,8,1
1993,12,22,-2.5,8,1,-3.2,8,1,-2.3,8,1
1993,12,23,-2.3,8,1,-4.3,8,1,-2.9,8,1
1993,12,24,3.2,8,1,0.5,8,1,3.9,8,1
1993,12,25,2.6,8,1,0.3,8,1,4.9,8,1
1993,12,26,2.7,8,1,-1.0,8,1,6.4,8,1
1993,12,27,4.8,8,1,-1.3,8,1,4.4,8,1
1993,12,28,0.8,8,1,-1.1,8,1,0.0,8,1
1993,12,29,3.5,8,1,-1.3,8,1,2.5,8,1
1993,12,30,3.8,8,1,0.1,8,1,2.9,8,1
1993,12,31,1.9,8,1,-0.8,8,1,0.5,8,1
1994,1,1,-0.3,8,1,-1.9,8,1,-0.1,8,1
1994,1,2,1.2,8,1,-1.4,8,1,2.0,8,1
1994,1,3,4.7,8,1,2.1,8,1,4.2,8,1
1994,1,4,1.0,8,1,0.2,8,1,0.8,8,1
1994,1,5,-2.8,8,1,-4.6,8,1,-2.6,8,1
1994,1,6,-2.9,8,1,-5.0,8,1,-1.0,8,1
1994,1,7,-2.6,8,1,-5.4,8,1,-2.6,8,1
1994,1,8,-1.6,8,1,-5.0,8,1,-1.7,8,1
1994,1,9,0.8,8,1,-2.9,8,1,2.9,8,1
1994,1,10,-0.5,8,1,-1.9,8,1,2.4,8,1
1994,1,11,-2.4,8,1,-3.1,8,1,2.4,8,1
1994,1,12,-0.7,8,1,-1.0,8,1,0.0,8,1
1994,1,13,-0.8,8,1,-1.9,8,1,0.3,8,1
1994,1,14,0.4,8,1,-1.3,8,1,0.1,8,1
1994,1,15,-1.3,8,1,-2.6,8,1,-1.2,8,1
1994,1,16,0.2,8,1,-2.0,8,1,2.5,8,1
1994,1,17,2.3,8,1,-1.5,8,1,2.9,8,1
1994,1,18,-2.8,8,1,-2.8,8,1,-3.3,8,1
1994,1,19,-3.1,8,1,-4.4,8,1,-3.2,8,1
1994,1,20,-1.9,8,1,-5.2,8,1,-1.9,8,1
1994,1,21,-2.5,8,1,-6.4,8,1,-0.9,8,1
1994,1,22,-2.2,8,1,-5.2,8,1,-0.7,8,1
1994,1,23,-2.9,8,1,-3.5,8,1,-2.0,8,1
1994,1,24,-3.6,8,1,-4.5,8,1,-3.3,8,1
1994,1,25,-1.7,8,1,-4.0,8,1,-1.0,8,1
1994,1,26,0.6,8,1,0.4,8,1,1.7,8,1
1994,1,27,-2.2,8,1,-4.2,8,1,-2.9,8,1
1994,1,28,-2.9,8,1,-4.8,8,1,-2.9,8,1
1994,1,29,-2.5,8,1,-4.1,8,1,-1.8,8,1
1994,1,30,-5.9,8,1,-6.1,8,1,-3.3,8,1
1994,1,31,-5.2,8,1,-8.0,8,1,-1.1,8,1
1994,2,1,-1.2,8,1,-5.1,8,1,1.0,8,1
1994,2,2,-2.7,8,1,-3.8,8,1,-3.1,8,1
1994,2,3,-2.9,8,1,-4.8,8,1,-3.1,8,1
1994,2,4,-3.0,8,1,-4.3,8,1,-2.7,8,1
1994,2,5,0.8,8,1,-3.7,8,1,1.4,8,1
1994,2,6,-0.2,8,1,-2.6,8,1,2.2,8,1
1994,2,7,0.5,8,1,-3.3,8,1,1.6,8,1
1994,2,8,0.8,8,1,-1.7,8,1,0.3,8,1
1994,2,9,2.3,8,1,0.5,8,1,4.0,8,1
1994,2,10,0.5,8,1,-1.9,8,1,-0.5,8,1
1994,2,11,-1.3,8,1,-2.5,8,1,-1.1,8,1
1994,2,12,-2.9,8,1,-3.6,8,1,-2.4,8,1
1994,2,13,-3.3,8,1,-5.2,8,1,-3.5,8,1
1994,2,14,-2.1,8,1,-4.6,8,1,-1.8,8,1
1994,2,15,0.7,8,1,-0.6,8,1,0.5,8,1
1994,2,16,2.3,8,1,-1.1,8,1,1.9,8,1
1994,2,17,0.3,8,1,-1.5,8,1,0.5,8,1
1994,2,18,2.4,8,1,-1.9,8,1,1.4,8,1
1994,2,19,0.7,8,1,0.6,8,1,4.9,8,1
1994,2,20,0.2,8,1,-3.3,8,1,4.8,8,1
1994,2,21,4.5,8,1,-0.3,8,1,4.0,8,1
1994,2,22,0.1,8,1,-1.5,8,1,0.3,8,1
1994,2,23,-2.1,8,1,-3.7,8,1,-1.9,8,1
1994,2,24,-0.9,8,1,-3.4,8,1,-1.6,8,1
1994,2,25,1.3,8,1,0.4,8,1,1.5,8,1
1994,2,26,1.0,8,1,-0.2,8,1,1.5,8,1
1994,2,27,-0.7,8,1,-1.3,8,1,1.3,8,1
1994,2,28,1.3,8,1,-1.5,8,1,1.2,8,1
1994,3,1,0.4,8,1,-1.7,8,1,0.8,8,1
1994,3,2,-0.7,8,1,-2.8,8,1,-0.5,8,1
1994,3,3,-3.3,8,1,-3.5,8,1,-0.7,8,1
1994,3,4,-1.2,8,1,-2.3,8,1,-1.4,8,1
1994,3,5,-1.2,8,1,-3.1,8,1,-1.5,8,1
1994,3,6,-1.3,8,1,-3.0,8,1,-1.3,8,1
1994,3,7,-2.1,8,1,-4.9,8,1,-1.3,8,1
1994,3,8,3.3,8,1,-1.6,8,1,4.7,8,1
1994,3,9,2.4,8,1,2.4,8,1,1.2,8,1
1994,3,10,0.0,8,1,-1.5,8,1,-1.0,8,1
1994,3,11,-0.2,8,1,-2.6,8,1,-1.3,8,1
1994,3,12,0.6,8,1,-0.9,8,1,0.1,8,1
1994,3,13,-0.3,8,1,-1.3,8,1,-0.7,8,1
1994,3,14,-1.4,8,1,-2.4,8,1,-1.7,8,1
1994,3,15,-0.6,8,1,-3.8,8,1,0.1,8,1
1994,3,16,0.4,8,1,-2.1,8,1,2.3,8,1
1994,3,17,1.2,8,1,0.4,8,1,0.9,8,1
1994,3,18,-0.4,8,1,-1.5,8,1,0.5,8,1
1994,3,19,-2.3,8,1,-3.9,8,1,1.8,8,1
1994,3,20,2.2,8,1,-0.6,8,1,1.5,8,1
1994,3,21,1.3,8,1,-1.8,8,1,0.8,8,1
1994,3,22,0.2,8,1,-0.8,8,1,1.3,8,1
1994,3,23,3.6,8,1,0.2,8,1,4.7,8,1
1994,3,24,4.6,8,1,2.6,8,1,3.8,8,1
1994,3,25,1.1,8,1,-0.7,8,1,1.6,8,1
1994,3,26,0.5,8,1,-0.8,8,1,1.3,8,1
1994,3,27,0.4,8,1,-0.6,8,1,0.9,8,1
1994,3,28,3.5,8,1,3.4,8,1,5.4,8,1
1994,3,29,3.2,8,1,1.8,8,1,2.7,8,1
1994,3,30,-0.3,8,1,-0.7,8,1,1.7,8,1
1994,3,31,0.0,8,1,-2.5,8,1,2.1,8,1
1994,12,1,1.3,8,1,-1.6,8,1,7.3,8,1
1994,12,2,4.7,8,1,0.2,8,1,8.4,8,1
1994,12,3,3.2,8,1,2.2,8,1,3.0,8,1
1994,12,4,2.7,8,1,1.6,8,1,1.9,8,1
1994,12,5,2.0,8,1,0.3,8,1,3.3,8,1
1994,12,6,3.0,8,1,0.2,8,1,2.0,8,1
1994,12,7,3.7,8,1,-0.5,8,1,5.7,8,1
1994,12,8,3.3,8,1,0.5,8,1,5.5,8,1
1994,12,9,3.3,8,1,0.7,8,1,5.4,8,1
1994,12,10,4.4,8,1,0.4,8,1,3.5,8,1
1994,12,11,1.8,8,1,-1.2,8,1,3.8,8,1
1994,12,12,2.8,8,1,2.6,8,1,5.2,8,1
1994,12,13,3.1,8,1,1.8,8,1,2.4,8,1
1994,12,14,0.0,8,1,-0.3,8,1,0.0,8,1
1994,12,15,-1.6,8,1,-2.2,8,1,-1.8,8,1
1994,12,16,-3.8,8,1,-5.5,8,1,-3.7,8,1
1994,12,17,-1.7,8,1,-6.7,8,1,-1.4,8,1
1994,12,18,-1.1,8,1,-2.4,8,1,-0.5,8,1
1994,12,19,-1.7,8,1,-5.1,8,1,-2.0,8,1
1994,12,20,-2.3,8,1,-6.1,8,1,-0.6,8,1
1994,12,21,2.8,8,1,-1.5,8,1,1.6,8,1
1994,12,22,0.8,8,1,-1.3,8,1,3.5,8,1
1994,12,23,-0.4,8,1,-1.2,8,1,8.3,8,1
1994,12,24,2.5,8,1,0.9,8,1,8.0,8,1
1994,12,25,2.7,8,1,-0.8,8,1,1.5,8,1
1994,12,26,-0.7,8,1,-3.7,8,1,1.1,8,1
1994,12,27,3.0,8,1,-0.1,8,1,3.6,8,1
1994,12,28,0.9,8,1,0.0,8,1,2.2,8,1
1994,12,29,0.2,8,1,-1.0,8,1,0.8,8,1
1994,12,30,0.7,8,1,-1.7,8,1,0.2,8,1
1994,12,31,-0.4,8,1,-2.4,8,1,-1.4,8,1
1995,1,1,-2.5,8,1,-5.1,8,1,-2.2,8,1
1995,1,2,-1.2,8,1,-5.2,8,1,-1.0,8,1
1995,1,3,-0.3,8,1,-1.9,8,1,3.2,8,1
1995,1,4,4.5,8,1,1.5,8,1,4.8,8,1
1995,1,5,1.0,8,1,0.4,8,1,0.2,8,1
1995,1,6,-1.0,8,1,-3.2,8,1,-0.8,8,1
1995,1,7,0.6,8,1,-0.8,8,1,1.0,8,1
1995,1,8,0.0,8,1,-1.8,8,1,2.5,8,1
1995,1,9,-0.7,8,1,-3.8,8,1,4.3,8,1
1995,1,10,-0.8,8,1,-2.6,8,1,-0.5,8,1
1995,1,11,-4.3,8,1,-3.7,8,1,-1.9,8,1
1995,1,12,-4.6,8,1,-5.0,8,1,-1.7,8,1
1995,1,13,-2.7,8,1,-4.7,8,1,-2.9,8,1
1995,1,14,-3.6,8,1,-6.8,8,1,-3.6,8,1
1995,1,15,-3.3,8,1,-4.7,8,1,-3.5,8,1
1995,1,16,-3.5,8,1,-6.7,8,1,-3.4,8,1
1995,1,17,-3.1,8,1,-10.2,8,1,-2.9,8,1
1995,1,18,-0.6,8,1,-5.2,8,1,-1.4,8,1
1995,1,19,-3.3,8,1,-4.1,8,1,-2.8,8,1
1995,1,20,0.4,8,1,-2.4,8,1,-0.7,8,1
1995,1,21,-5.6,8,1,-5.9,8,1,-0.5,8,1
1995,1,22,1.3,8,1,-0.7,8,1,3.7,8,1
1995,1,23,2.2,8,1,0.7,8,1,3.8,8,1
1995,1,24,0.9,8,1,-0.1,8,1,0.3,8,1
1995,1,25,0.0,8,1,-2.1,8,1,-0.2,8,1
1995,1,26,-0.3,8,1,-2.5,8,1,-0.7,8,1
1995,1,27,-2.9,8,1,-6.2,8,1,-2.4,8,1
1995,1,28,-4.4,8,1,-6.6,8,1,-3.0,8,1
1995,1,29,-2.3,8,1,-5.9,8,1,-1.0,8,1
1995,1,30,-4.0,8,1,-4.7,8,1,-3.7,8,1
1995,1,31,-3.9,8,1,-5.2,8,1,-3.6,8,1
1995,2,1,0.5,8,1,-3.2,8,1,0.7,8,1
1995,2,2,-0.6,8,1,-4.0,8,1,-0.6,8,1
1995,2,3,-2.1,8,1,-4.2,8,1,-1.7,8,1
1995,2,4,-2.8,8,1,-4.4,8,1,-0.6,8,1
1995,2,5,-5.9,8,1,-7.2,8,1,-0.4,8,1
1995,2,6,-6.5,8,1,-10.1,8,1,0.2,8,1
1995,2,7,1.6,8,1,-3.3,8,1,0.2,8,1
1995,2,8,-1.4,8,1,-1.8,8,1,1.4,8,1
1995,2,9,-3.0,8,1,-4.0,8,1,-0.6,8,1
1995,2,10,-1.8,8,1,-3.3,8,1,-1.7,8,1
1995,2,11,-1.4,8,1,-5.2,8,1,-1.1,8,1
1995,2,12,-2.0,8,1,-5.2,8,1,4.9,8,1
1995,2,13,2.2,8,1,0.4,8,1,2.7,8,1
1995,2,14,-0.8,8,1,-2.6,8,1,0.7,8,1
1995,2,15,-1.4,8,1,-5.3,8,1,0.1,8,1
1995,2,16,-0.9,8,1,-2.6,8,1,0.0,8,1
1995,2,17,-0.9,8,1,-3.8,8,1,-1.0,8,1
1995,2,18,-0.5,8,1,-2.5,8,1,-0.6,8,1
1995,2,19,1.4,8,1,-0.7,8,1,-0.3,8,1
1995,2,20,0.7,8,1,-2.1,8,1,0.6,8,1
1995,2,21,0.5,8,1,-3.8,8,1,0.4,8,1
1995,2,22,1.7,8,1,-2.6,8,1,0.9,8,1
1995,2,23,0.2,8,1,-3.1,8,1,1.2,8,1
1995,2,24,2.1,8,1,-1.3,8,1,0.4,8,1
1995,2,25,-1.2,8,1,-3.5,8,1,-0.1,8,1
1995,2,26,-2.0,8,1,-4.5,8,1,0.7,8,1
1995,2,27,2.1,8,1,-0.7,8,1,1.8,8,1
1995,2,28,2.4,8,1,-2.6,8,1,1.2,8,1
1995,3,1,3.1,8,1,-1.0,8,1,2.3,8,1
1995,3,2,-0.6,8,1,-2.2,8,1,-1.6,8,1
1995,3,3,-1.6,8,1,-3.6,8,1,-1.5,8,1
1995,3,4,-0.5,8,1,-1.8,8,1,-0.6,8,1
1995,3,5,-1.8,8,1,-2.8,8,1,-0.7,8,1
1995,3,6,-1.0,8,1,-1.8,8,1,-1.1,8,1
1995,3,7,-0.2,8,1,-1.5,8,1,2.0,8,1
1995,3,8,2.7,8,1,0.5,8,1,3.7,8,1
1995,3,9,1.5,8,1,-0.7,8,1,2.4,8,1
1995,3,10,-0.5,8,1,-2.9,8,1,2.2,8,1
1995,3,11,2.2,8,1,0.2,8,1,2.6,8,1
1995,3,12,0.4,8,1,0.5,8,1,2.5,8,1
1995,3,13,1.0,8,1,-0.2,8,1,2.3,8,1
1995,3,14,2.4,8,1,1.4,8,1,2.8,8,1
1995,3,15,1.2,8,1,0.9,8,1,3.8,8,1
1995,3,16,1.2,8,1,-1.8,8,1,4.0,8,1
1995,3,17,1.9,8,1,3.5,8,1,1.2,8,1
1995,3,18,-0.2,8,1,0.4,8,1,0.0,8,1
1995,3,19,-1.3,8,1,-2.5,8,1,1.4,8,1
1995,3,20,0.8,8,1,-0.1,8,1,2.1,8,1
1995,3,21,1.8,8,1,1.1,8,1,9.3,8,1
1995,3,22,1.5,8,1,0.8,8,1,-0.7,8,1
1995,3,23,1.1,8,1,-0.2,8,1,0.9,8,1
1995,3,24,2.8,8,1,3.2,8,1,2.3,8,1
1995,3,25,0.8,8,1,0.2,8,1,0.7,8,1
1995,3,26,-0.9,8,1,-0.7,8,1,-0.5,8,1
1995,3,27,-0.4,8,1,-2.8,8,1,1.9,8,1
1995,3,28,2.2,8,1,0.5,8,1,3.3,8,1
1995,3,29,0.6,8,1,-1.4,8,1,3.5,8,1
1995,3,30,5.6,8,1,1.4,8,1,7.3,8,1
1995,3,31,8.1,8,1,6.0,8,1,6.1,8,1
1995,12,1,2.2,8,1,1.9,8,1,4.8,8,1
1995,12,2,2.2,8,1,3.1,8,1,6.0,8,1
1995,12,3,6.2,8,1,2.2,8,1,6.6,8,1
1995,12,4,3.4,8,1,0.2,8,1,6.3,8,1
1995,12,5,1.4,8,1,1.8,8,1,4.6,8,1
1995,12,6,1.3,8,1,2.0,8,1,5.0,8,1
1995,12,7,3.4,8,1,0.5,8,1,3.5,8,1
1995,12,8,-1.0,8,1,-2.0,8,1,-2.1,8,1
1995,12,9,0.0,8,1,-3.5,8,1,-1.2,8,1
1995,12,10,3.0,8,1,0.0,8,1,5.9,8,1
1995,12,11,4.9,8,1,4.0,8,1,4.8,8,1
1995,12,12,4.7,8,1,2.6,8,1,3.6,8,1
1995,12,13,3.7,8,1,-1.3,8,1,2.1,8,1
1995,12,14,3.7,8,1,-2.4,8,1,2.7,8,1
1995,12,15,0.6,8,1,-0.2,8,1,1.0,8,1
1995,12,16,0.2,8,1,-1.4,8,1,0.6,8,1
1995,12,17,0.1,8,1,-1.2,8,1,0.3,8,1
1995,12,18,0.9,8,1,-2.1,8,1,0.8,8,1
1995,12,19,3.1,8,1,-0.2,8,1,2.2,8,1
1995,12,20,1.5,8,1,-1.2,8,1,1.7,8,1
1995,12,21,0.7,8,1,-1.7,8,1,1.7,8,1
1995,12,22,2.5,8,1,0.0,8,1,2.9,8,1
1995,12,23,2.5,8,1,0.2,8,1,2.8,8,1
1995,12,24,1.0,8,1,-1.4,8,1,0.9,8,1
1995,12,25,-3.2,8,1,-5.5,8,1,-3.8,8,1
1995,12,26,-3.0,8,1,-7.0,8,1,-3.5,8,1
1995,12,27,-1.2,8,1,-3.6,8,1,-0.6,8,1
1995,12,28,-1.8,8,1,-5.9,8,1,1.4,8,1
1995,12,29,-2.2,8,1,-4.6,8,1,3.3,8,1
1995,12,30,0.5,8,1,-1.5,8,1,0.0,8,1
1995,12,31,3.2,8,1,-1.5,8,1,2.8,8,1
1996,1,1,-2.3,8,1,-2.0,8,1,-2.0,8,1
1996,1,2,-2.6,8,1,-3.6,8,1,-0.3,8,1
1996,1,3,-3.1,8,1,-6.5,8,1,0.7,8,1
1996,1,4,-2.8,8,1,-3.7,8,1,-2.8,8,1
1996,1,5,1.6,8,1,-1.4,8,1,0.5,8,1
1996,1,6,2.1,8,1,-2.6,8,1,0.4,8,1
1996,1,7,-0.7,8,1,-4.0,8,1,2.5,8,1
1996,1,8,-1.4,8,1,-4.1,8,1,-1.5,8,1
1996,1,9,-4.7,8,1,-6.1,8,1,-4.7,8,1
1996,1,10,-4.4,8,1,-5.1,8,1,-3.7,8,1
1996,1,11,1.3,8,1,-0.6,8,1,1.7,8,1
