ダウンロードした時刻：2023/03/14 16:20:56

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
2023,2,13,3.2,8,1,4.7,8,1,2.2,8,1
2023,2,14,0.0,8,1,2.4,8,1,-2.7,8,1
2023,2,15,-0.9,8,1,1.5,8,1,-2.8,8,1
2023,2,16,0.7,8,1,2.9,8,1,-2.0,8,1
2023,2,17,3.5,8,1,7.3,8,1,0.2,8,1
2023,2,18,6.0,8,1,9.7,8,1,2.4,8,1
2023,2,19,5.1,8,1,8.3,8,1,2.8,8,1
2023,2,20,1.9,8,1,5.7,8,1,-1.1,8,1
2023,2,21,-0.4,8,1,1.7,8,1,-1.8,8,1
2023,2,22,2.1,8,1,4.6,8,1,-1.7,8,1
2023,2,23,4.0,8,1,8.9,8,1,0.1,8,1
2023,2,24,6.0,8,1,7.9,8,1,3.7,8,1
2023,2,25,1.7,8,1,3.9,8,1,-0.4,8,1
2023,2,26,2.1,8,1,4.6,8,1,-0.9,8,1
2023,2,27,4.8,8,1,8.3,8,1,1.3,8,1
2023,2,28,7.0,8,1,13.9,8,1,-1.4,8,1
2023,3,1,9.9,8,1,13.8,8,1,4.8,8,1
2023,3,2,4.5,8,1,6.8,8,1,2.1,8,1
2023,3,3,4.6,8,1,7.9,8,1,2.0,8,1
2023,3,4,5.2,8,1,8.6,8,1,2.3,8,1
2023,3,5,3.3,8,1,7.4,8,1,-0.2,8,1
2023,3,6,3.4,8,1,9.1,8,1,-2.1,8,1
2023,3,7,7.4,8,1,14.3,8,1,-0.4,8,1
2023,3,8,10.6,8,1,18.1,8,1,2.1,8,1
2023,3,9,11.0,8,1,20.0,8,1,4.0,8,1
2023,3,10,8.7,8,1,11.8,8,1,6.6,8,1
2023,3,11,7.5,8,1,12.3,8,1,2.4,8,1
2023,3,12,10.8,8,1,16.5,8,1,4.5,8,1
2023,3,13,8.4,8,1,13.8,8,1,4.1,8,1
