ダウンロードした時刻：2023/03/14 16:20:13

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
1990,3,19,7.9,8,1,10.4,8,1,5.0,8,1
1990,3,20,8.7,8,1,10.6,8,1,6.2,8,1
1990,3,21,6.3,8,1,8.5,8,1,4.3,8,1
1990,3,22,5.4,8,1,10.3,8,1,0.5,8,1
1990,3,23,6.9,8,1,13.0,8,1,-1.1,8,1
1990,3,24,6.8,8,1,8.5,8,1,5.2,8,1
1990,3,25,3.6,8,1,6.1,8,1,1.3,8,1
1990,3,26,2.5,8,1,5.8,8,1,-1.2,8,1
1990,3,27,4.6,8,1,9.0,8,1,-1.0,8,1
1990,3,28,7.5,8,1,12.9,8,1,1.6,8,1
1990,3,29,9.0,8,1,16.0,8,1,2.3,8,1
1990,3,30,8.8,8,1,13.8,8,1,3.6,8,1
1990,3,31,10.3,8,1,14.7,8,1,5.6,8,1
1990,4,1,9.7,8,1,13.9,8,1,4.9,8,1
1990,4,2,8.8,8,1,14.6,8,1,3.0,8,1
1990,4,3,12.8,8,1,23.1,8,1,3.1,8,1
1990,4,4,10.5,8,1,16.4,8,1,5.0,8,1
1990,4,5,5.5,8,1,7.6,8,1,0.9,8,1
1990,4,6,7.8,8,1,10.7,8,1,3.6,8,1
1990,4,7,10.9,8,1,17.2,8,1,1.8,8,1
1990,4,8,10.0,8,1,12.7,8,1,6.8,8,1
1990,4,9,12.0,8,1,15.3,8,1,8.8,8,1
1990,4,10,10.2,8,1,15.1,8,1,5.8,8,1
1990,4,11,13.8,8,1,21.8,8,1,4.5,8,1
1990,4,12,16.2,8,1,23.1,8,1,8.1,8,1
1990,4,13,14.2,8,1,17.1,8,1,11.9,8,1
1990,4,14,12.1,8,1,13.2,8,1,11.1,8,1
1990,4,15,10.4,8,1,13.6,8,1,7.3,8,1
1990,4,16,7.6,8,1,11.7,8,1,5.8,8,1
1990,4,17,7.4,8,1,10.5,8,1,5.1,8,1
1990,4,18,8.3,8,1,11.6,8,1,5.3,8,1
1990,4,19,7.9,8,1,11.0,8,1,4.2,8,1
1990,4,20,10.9,8,1,17.4,8,1,1.8,8,1
1990,4,21,10.9,8,1,12.7,8,1,9.6,8,1
1990,4,22,16.0,8,1,20.5,8,1,10.1,8,1
1990,4,23,12.6,8,1,17.0,8,1,9.8,8,1
1990,4,24,9.3,8,1,11.4,8,1,6.8,8,1
1990,4,25,11.1,8,1,16.6,8,1,6.1,8,1
1990,4,26,14.1,8,1,21.9,8,1,7.2,8,1
1990,4,27,12.0,8,1,16.9,8,1,6.0,8,1
1990,4,28,15.9,8,1,21.5,8,1,10.4,8,1
1990,4,29,11.2,8,1,13.4,8,1,9.7,8,1
1990,4,30,10.8,8,1,13.9,8,1,7.3,8,1
1990,12,24,3.4,8,1,5.1,8,1,1.6,8,1
1990,12,25,4.3,8,1,6.1,8,1,0.3,8,1
1990,12,26,4.8,8,1,10.7,8,1,-0.1,8,1
1990,12,27,4.0,8,1,7.3,8,1,0.5,8,1
1990,12,28,3.8,8,1,5.5,8,1,1.4,8,1
1990,12,29,3.6,8,1,6.1,8,1,1.8,8,1
1990,12,30,4.9,8,1,7.5,8,1,2.3,8,1
1990,12,31,7.0,8,1,8.8,8,1,5.5,8,1
1991,1,1,6.9,8,1,9.7,8,1,5.0,8,1
1991,1,2,6.4,8,1,8.3,8,1,3.3,8,1
1991,1,3,0.2,8,1,3.4,8,1,-1.7,8,1
1991,1,4,0.0,8,1,3.2,8,1,-2.0,8,1
1991,1,5,1.5,8,1,2.5,8,1,0.1,8,1
1991,1,6,0.9,8,1,2.6,8,1,-0.6,8,1
1991,1,7,2.0,8,1,4.2,8,1,-1.3,8,1
1991,1,8,1.4,8,1,3.2,8,1,-0.4,8,1
1991,1,9,1.9,8,1,4.2,8,1,-2.5,8,1
1991,1,10,3.7,8,1,4.9,8,1,1.7,8,1
1991,1,11,3.2,8,1,3.9,8,1,1.7,8,1
1991,1,12,1.9,8,1,4.6,8,1,-2.3,8,1
1991,1,13,0.3,8,1,5.3,8,1,-3.7,8,1
1991,1,14,2.6,8,1,5.3,8,1,0.1,8,1
1991,1,15,1.8,8,1,3.0,8,1,0.3,8,1
1991,1,16,1.6,8,1,3.2,8,1,-1.5,8,1
1991,1,17,2.0,8,1,6.3,8,1,-2.4,8,1
1991,1,18,0.2,8,1,2.9,8,1,-2.5,8,1
1991,1,19,0.8,8,1,5.0,8,1,-3.0,8,1
1991,1,20,4.0,8,1,8.2,8,1,0.7,8,1
1991,1,21,4.0,8,1,7.4,8,1,1.5,8,1
1991,1,22,2.7,8,1,4.1,8,1,0.7,8,1
1991,1,23,0.1,8,1,2.0,8,1,-2.0,8,1
1991,1,24,2.6,8,1,4.7,8,1,0.5,8,1
1991,1,25,4.3,8,1,8.5,8,1,0.2,8,1
1991,1,26,3.5,8,1,4.3,8,1,2.4,8,1
1991,1,27,1.9,8,1,3.8,8,1,-0.3,8,1
1991,1,28,-0.2,8,1,2.8,8,1,-4.0,8,1
1991,1,29,-0.1,8,1,1.5,8,1,-2.3,8,1
1991,1,30,1.6,8,1,2.6,8,1,-0.4,8,1
1991,1,31,3.2,8,1,5.3,8,1,1.1,8,1
1991,2,1,1.8,8,1,3.7,8,1,-0.8,8,1
1991,2,2,0.5,8,1,2.8,8,1,-1.7,8,1
1991,2,3,1.9,8,1,3.6,8,1,-0.3,8,1
1991,2,4,1.0,8,1,3.9,8,1,-0.8,8,1
1991,2,5,1.1,8,1,3.0,8,1,-1.4,8,1
1991,2,6,2.1,8,1,3.9,8,1,0.3,8,1
1991,2,7,2.3,8,1,4.1,8,1,0.2,8,1
1991,2,8,0.7,8,1,2.6,8,1,-1.0,8,1
1991,2,9,2.6,8,1,4.9,8,1,0.7,8,1
1991,2,10,2.0,8,1,4.7,8,1,-1.0,8,1
1991,2,11,3.9,8,1,7.5,8,1,1.0,8,1
1991,2,12,2.8,8,1,5.7,8,1,-0.2,8,1
1991,2,13,3.1,8,1,5.3,8,1,0.0,8,1
1991,2,14,2.6,8,1,7.6,8,1,-2.4,8,1
1991,2,15,6.5,8,1,10.4,8,1,3.3,8,1
1991,2,16,5.5,8,1,10.1,8,1,1.4,8,1
1991,2,17,1.0,8,1,2.5,8,1,-0.2,8,1
1991,2,18,-0.3,8,1,1.7,8,1,-2.4,8,1
1991,2,19,-0.4,8,1,2.4,8,1,-3.0,8,1
1991,2,20,-2.3,8,1,3.3,8,1,-9.6,8,1
1991,2,21,1.2,8,1,4.5,8,1,-0.9,8,1
1991,2,22,-0.1,8,1,3.3,8,1,-2.5,8,1
1991,2,23,-1.9,8,1,-0.2,8,1,-4.7,8,1
1991,2,24,-4.1,8,1,-1.2,8,1,-5.7,8,1
1991,2,25,1.2,8,1,3.9,8,1,-3.6,8,1
1991,2,26,4.5,8,1,6.5,8,1,1.0,8,1
1991,2,27,5.1,8,1,8.0,8,1,2.3,8,1
1991,2,28,4.0,8,1,7.5,8,1,2.0,8,1
1991,3,1,1.0,8,1,2.3,8,1,-0.1,8,1
1991,3,2,2.5,8,1,6.1,8,1,-0.8,8,1
1991,3,3,3.2,8,1,5.3,8,1,1.0,8,1
1991,3,4,6.4,8,1,10.2,8,1,2.8,8,1
1991,3,5,7.7,8,1,11.3,8,1,3.2,8,1
1991,3,6,7.2,8,1,12.8,8,1,1.7,8,1
1991,3,7,1.8,8,1,4.4,8,1,0.3,8,1
1991,3,8,2.3,8,1,4.7,8,1,0.6,8,1
1991,3,9,4.4,8,1,7.2,8,1,2.3,8,1
1991,3,10,4.0,8,1,5.2,8,1,1.8,8,1
1991,3,11,3.1,8,1,5.6,8,1,0.4,8,1
1991,3,12,4.6,8,1,8.0,8,1,2.2,8,1
1991,3,13,2.4,8,1,4.4,8,1,-0.2,8,1
1991,3,14,0.4,8,1,2.8,8,1,-2.1,8,1
1991,3,15,0.1,8,1,1.3,8,1,-2.4,8,1
1991,3,16,1.4,8,1,4.5,8,1,-1.0,8,1
1991,3,17,3.8,8,1,7.0,8,1,0.6,8,1
1991,3,18,4.1,8,1,7.8,8,1,-0.2,8,1
1991,3,19,6.5,8,1,13.5,8,1,-1.0,8,1
1991,3,20,7.9,8,1,16.6,8,1,3.0,8,1
1991,3,21,2.4,8,1,4.7,8,1,-0.5,8,1
1991,3,22,5.0,8,1,11.5,8,1,-3.2,8,1
1991,3,23,11.2,8,1,16.1,8,1,7.2,8,1
1991,3,24,8.4,8,1,10.8,8,1,4.2,8,1
1991,3,25,7.5,8,1,13.0,8,1,2.2,8,1
1991,3,26,6.9,8,1,11.3,8,1,1.4,8,1
1991,3,27,4.9,8,1,6.5,8,1,0.5,8,1
1991,3,28,6.3,8,1,7.7,8,1,4.8,8,1
1991,3,29,5.6,8,1,8.2,8,1,2.5,8,1
1991,3,30,8.2,8,1,12.1,8,1,3.0,8,1
1991,3,31,6.0,8,1,8.3,8,1,4.3,8,1
1991,4,1,3.0,8,1,6.2,8,1,0.5,8,1
1991,4,2,3.0,8,1,7.2,8,1,-0.7,8,1
1991,4,3,3.3,8,1,8.7,8,1,-1.8,8,1
1991,4,4,5.9,8,1,12.2,8,1,-1.4,8,1
1991,4,5,10.1,8,1,18.3,8,1,2.0,8,1
1991,4,6,11.1,8,1,19.2,8,1,5.4,8,1
1991,4,7,10.6,8,1,15.4,8,1,7.4,8,1
1991,4,8,10.7,8,1,12.5,8,1,9.5,8,1
1991,4,9,10.0,8,1,11.9,8,1,8.8,8,1
1991,4,10,12.0,8,1,18.9,8,1,6.0,8,1
1991,4,11,12.6,8,1,18.9,8,1,8.2,8,1
1991,4,12,14.3,8,1,22.3,8,1,5.3,8,1
1991,4,13,15.6,8,1,21.6,8,1,9.9,8,1
1991,4,14,9.4,8,1,12.3,8,1,5.1,8,1
1991,4,15,10.0,8,1,14.7,8,1,3.3,8,1
1991,4,16,12.3,8,1,15.6,8,1,7.5,8,1
1991,4,17,14.5,8,1,21.8,8,1,5.7,8,1
1991,4,18,10.7,8,1,20.3,8,1,5.9,8,1
1991,4,19,8.4,8,1,11.9,8,1,3.8,8,1
1991,4,20,6.4,8,1,9.2,8,1,1.9,8,1
1991,4,21,7.9,8,1,12.2,8,1,2.5,8,1
1991,4,22,8.7,8,1,12.2,8,1,4.8,8,1
1991,4,23,12.6,8,1,20.4,8,1,4.7,8,1
1991,4,24,14.5,8,1,20.9,8,1,7.2,8,1
1991,4,25,15.8,8,1,20.3,8,1,11.9,8,1
1991,4,26,14.7,8,1,21.1,8,1,9.6,8,1
1991,4,27,10.6,8,1,13.4,8,1,7.8,8,1
1991,4,28,16.6,8,1,24.7,8,1,9.0,8,1
1991,4,29,15.9,8,1,20.2,8,1,11.3,8,1
1991,4,30,10.9,8,1,12.7,8,1,9.4,8,1
1991,12,24,8.2,8,1,10.8,8,1,4.4,8,1
1991,12,25,3.5,8,1,4.7,8,1,2.1,8,1
1991,12,26,2.3,8,1,4.5,8,1,1.0,8,1
1991,12,27,3.2,8,1,4.0,8,1,1.4,8,1
1991,12,28,4.9,8,1,8.8,8,1,1.2,8,1
1991,12,29,1.8,8,1,4.7,8,1,0.0,8,1
1991,12,30,0.3,8,1,2.0,8,1,-2.1,8,1
1991,12,31,3.4,8,1,6.1,8,1,1.7,8,1
1992,1,1,3.4,8,1,5.2,8,1,1.7,8,1
1992,1,2,5.0,8,1,7.2,8,1,0.7,8,1
1992,1,3,4.7,8,1,6.6,8,1,2.5,8,1
1992,1,4,4.7,8,1,6.5,8,1,2.9,8,1
1992,1,5,4.9,8,1,7.1,8,1,2.1,8,1
1992,1,6,3.4,8,1,5.1,8,1,0.6,8,1
1992,1,7,5.1,8,1,9.6,8,1,2.1,8,1
1992,1,8,6.3,8,1,9.4,8,1,4.4,8,1
1992,1,9,2.4,8,1,4.8,8,1,0.4,8,1
1992,1,10,3.0,8,1,4.4,8,1,0.6,8,1
1992,1,11,6.0,8,1,8.7,8,1,3.5,8,1
1992,1,12,5.7,8,1,10.5,8,1,0.6,8,1
1992,1,13,6.4,8,1,9.0,8,1,2.9,8,1
1992,1,14,0.7,8,1,2.9,8,1,-2.3,8,1
1992,1,15,1.5,8,1,3.8,8,1,-1.7,8,1
1992,1,16,2.7,8,1,6.7,8,1,0.6,8,1
1992,1,17,3.9,8,1,7.9,8,1,1.5,8,1
1992,1,18,2.1,8,1,3.4,8,1,0.1,8,1
1992,1,19,2.3,8,1,3.8,8,1,0.0,8,1
1992,1,20,2.6,8,1,4.2,8,1,0.4,8,1
1992,1,21,3.5,8,1,6.0,8,1,0.1,8,1
1992,1,22,2.1,8,1,4.2,8,1,-0.5,8,1
1992,1,23,1.4,8,1,3.4,8,1,-2.0,8,1
1992,1,24,-0.8,8,1,0.4,8,1,-2.2,8,1
1992,1,25,1.3,8,1,5.8,8,1,-2.1,8,1
1992,1,26,2.6,8,1,6.3,8,1,-1.6,8,1
1992,1,27,2.5,8,1,8.0,8,1,-2.3,8,1
1992,1,28,2.6,8,1,4.6,8,1,0.9,8,1
1992,1,29,1.4,8,1,3.9,8,1,0.3,8,1
1992,1,30,1.8,8,1,4.3,8,1,0.1,8,1
1992,1,31,0.9,8,1,2.6,8,1,-0.7,8,1
1992,2,1,0.2,8,1,2.2,8,1,-1.4,8,1
1992,2,2,2.3,8,1,4.0,8,1,-0.1,8,1
1992,2,3,3.6,8,1,8.0,8,1,0.5,8,1
1992,2,4,3.0,8,1,4.5,8,1,0.6,8,1
1992,2,5,1.8,8,1,2.9,8,1,0.3,8,1
1992,2,6,1.7,8,1,3.5,8,1,-0.5,8,1
1992,2,7,1.9,8,1,4.4,8,1,0.1,8,1
1992,2,8,0.6,8,1,2.2,8,1,-1.0,8,1
1992,2,9,1.0,8,1,2.7,8,1,-1.4,8,1
1992,2,10,1.0,8,1,4.5,8,1,-2.4,8,1
1992,2,11,0.0,8,1,1.9,8,1,-2.4,8,1
1992,2,12,2.2,8,1,8.4,8,1,-3.6,8,1
1992,2,13,2.3,8,1,5.3,8,1,0.5,8,1
1992,2,14,2.3,8,1,4.6,8,1,0.6,8,1
1992,2,15,1.9,8,1,3.9,8,1,0.4,8,1
1992,2,16,0.9,8,1,4.0,8,1,-2.1,8,1
1992,2,17,0.7,8,1,2.8,8,1,-3.1,8,1
1992,2,18,1.6,8,1,5.4,8,1,-2.5,8,1
1992,2,19,0.1,8,1,3.5,8,1,-2.0,8,1
1992,2,20,-1.0,8,1,0.5,8,1,-3.1,8,1
1992,2,21,0.1,8,1,2.8,8,1,-2.7,8,1
1992,2,22,0.8,8,1,2.2,8,1,-2.0,8,1
1992,2,23,2.6,8,1,4.6,8,1,0.8,8,1
1992,2,24,2.3,8,1,6.8,8,1,0.6,8,1
1992,2,25,2.6,8,1,4.9,8,1,0.1,8,1
1992,2,26,2.7,8,1,4.3,8,1,0.2,8,1
1992,2,27,5.1,8,1,11.0,8,1,0.6,8,1
1992,2,28,6.0,8,1,13.3,8,1,-0.4,8,1
1992,2,29,6.5,8,1,11.0,8,1,2.7,8,1
1992,3,1,6.6,8,1,9.0,8,1,3.4,8,1
1992,3,2,1.7,8,1,4.1,8,1,0.6,8,1
1992,3,3,1.0,8,1,3.6,8,1,-0.3,8,1
1992,3,4,2.6,8,1,5.9,8,1,-0.9,8,1
1992,3,5,2.2,8,1,6.6,8,1,-1.8,8,1
1992,3,6,2.8,8,1,5.0,8,1,0.6,8,1
1992,3,7,3.1,8,1,4.8,8,1,0.2,8,1
1992,3,8,4.2,8,1,8.8,8,1,1.0,8,1
1992,3,9,5.9,8,1,12.2,8,1,1.2,8,1
1992,3,10,6.4,8,1,11.9,8,1,0.8,8,1
1992,3,11,5.5,8,1,8.5,8,1,-0.1,8,1
1992,3,12,5.1,8,1,10.8,8,1,-1.8,8,1
1992,3,13,8.6,8,1,11.8,8,1,4.3,8,1
1992,3,14,9.0,8,1,12.8,8,1,5.9,8,1
1992,3,15,8.8,8,1,11.4,8,1,6.9,8,1
1992,3,16,5.3,8,1,8.3,8,1,2.2,8,1
1992,3,17,2.7,8,1,6.8,8,1,-0.3,8,1
1992,3,18,2.1,8,1,2.9,8,1,0.6,8,1
1992,3,19,5.8,8,1,9.1,8,1,2.3,8,1
1992,3,20,4.2,8,1,8.0,8,1,1.3,8,1
1992,3,21,0.3,8,1,2.0,8,1,-0.9,8,1
1992,3,22,2.7,8,1,4.4,8,1,-0.6,8,1
1992,3,23,4.1,8,1,8.0,8,1,-1.3,8,1
1992,3,24,6.5,8,1,11.1,8,1,3.4,8,1
1992,3,25,7.6,8,1,9.5,8,1,5.7,8,1
1992,3,26,8.0,8,1,10.0,8,1,6.6,8,1
1992,3,27,6.9,8,1,10.5,8,1,3.1,8,1
1992,3,28,7.1,8,1,13.4,8,1,0.0,8,1
1992,3,29,11.1,8,1,16.4,8,1,5.1,8,1
1992,3,30,9.5,8,1,12.2,8,1,8.4,8,1
1992,3,31,8.6,8,1,11.2,8,1,5.8,8,1
1992,4,1,10.9,8,1,15.2,8,1,5.9,8,1
1992,4,2,10.5,8,1,11.7,8,1,8.8,8,1
1992,4,3,10.4,8,1,13.7,8,1,7.4,8,1
1992,4,4,14.0,8,1,21.2,8,1,7.5,8,1
1992,4,5,12.5,8,1,15.0,8,1,9.7,8,1
1992,4,6,9.6,8,1,11.6,8,1,8.0,8,1
1992,4,7,7.6,8,1,10.7,8,1,4.2,8,1
1992,4,8,9.1,8,1,15.5,8,1,2.0,8,1
1992,4,9,11.5,8,1,14.8,8,1,8.1,8,1
1992,4,10,7.9,8,1,13.5,8,1,2.8,8,1
1992,4,11,7.3,8,1,9.4,8,1,5.1,8,1
1992,4,12,7.6,8,1,10.9,8,1,4.4,8,1
1992,4,13,6.9,8,1,10.5,8,1,4.1,8,1
1992,4,14,7.2,8,1,10.2,8,1,4.9,8,1
1992,4,15,8.5,8,1,12.9,8,1,3.5,8,1
1992,4,16,9.5,8,1,13.7,8,1,7.2,8,1
1992,4,17,7.6,8,1,10.4,8,1,4.4,8,1
1992,4,18,12.3,8,1,21.3,8,1,4.4,8,1
1992,4,19,11.4,8,1,14.6,8,1,6.9,8,1
1992,4,20,9.3,8,1,13.8,8,1,4.6,8,1
1992,4,21,12.0,8,1,17.6,8,1,5.0,8,1
1992,4,22,12.8,8,1,18.6,8,1,10.4,8,1
1992,4,23,10.2,8,1,11.7,8,1,7.5,8,1
1992,4,24,15.1,8,1,24.4,8,1,7.9,8,1
1992,4,25,11.3,8,1,13.2,8,1,9.2,8,1
1992,4,26,11.3,8,1,17.2,8,1,4.5,8,1
1992,4,27,13.7,8,1,20.0,8,1,5.6,8,1
1992,4,28,15.0,8,1,21.2,8,1,8.4,8,1
1992,4,29,11.9,8,1,14.7,8,1,9.6,8,1
1992,4,30,8.1,8,1,12.2,8,1,5.6,8,1
1992,12,24,0.3,8,1,2.5,8,1,-1.6,8,1
1992,12,25,2.3,8,1,4.0,8,1,0.2,8,1
1992,12,26,5.1,8,1,6.9,8,1,2.4,8,1
1992,12,27,8.5,8,1,10.6,8,1,4.1,8,1
1992,12,28,4.6,8,1,7.2,8,1,2.4,8,1
1992,12,29,3.5,8,1,5.9,8,1,1.5,8,1
1992,12,30,4.6,8,1,8.1,8,1,1.0,8,1
1992,12,31,3.4,8,1,4.7,8,1,1.6,8,1
1993,1,1,3.9,8,1,5.8,8,1,0.3,8,1
1993,1,2,4.4,8,1,8.7,8,1,-0.3,8,1
1993,1,3,6.7,8,1,9.9,8,1,2.6,8,1
1993,1,4,1.7,8,1,3.1,8,1,0.0,8,1
1993,1,5,1.8,8,1,3.8,8,1,-0.4,8,1
1993,1,6,3.6,8,1,5.5,8,1,1.8,8,1
1993,1,7,4.6,8,1,7.2,8,1,2.4,8,1
1993,1,8,4.5,8,1,7.2,8,1,2.8,8,1
1993,1,9,2.8,8,1,5.1,8,1,0.1,8,1
1993,1,10,3.3,8,1,6.2,8,1,1.3,8,1
1993,1,11,2.9,8,1,5.6,8,1,1.3,8,1
1993,1,12,3.7,8,1,5.6,8,1,0.8,8,1
1993,1,13,2.6,8,1,4.4,8,1,1.1,8,1
1993,1,14,1.6,8,1,4.5,8,1,0.4,8,1
1993,1,15,2.1,8,1,3.9,8,1,0.5,8,1
1993,1,16,4.0,8,1,5.1,8,1,3.0,8,1
1993,1,17,4.5,8,1,6.7,8,1,1.6,8,1
1993,1,18,4.1,8,1,7.3,8,1,0.8,8,1
1993,1,19,2.5,8,1,5.1,8,1,0.3,8,1
1993,1,20,1.6,8,1,2.5,8,1,-0.9,8,1
1993,1,21,2.2,8,1,5.2,8,1,-1.0,8,1
1993,1,22,1.5,8,1,3.3,8,1,-0.2,8,1
1993,1,23,0.8,8,1,4.3,8,1,-2.1,8,1
1993,1,24,2.8,8,1,7.9,8,1,-0.8,8,1
1993,1,25,3.9,8,1,7.6,8,1,-1.5,8,1
1993,1,26,4.3,8,1,6.7,8,1,2.3,8,1
1993,1,27,3.4,8,1,5.9,8,1,0.7,8,1
1993,1,28,2.3,8,1,4.8,8,1,-1.9,8,1
1993,1,29,2.5,8,1,4.1,8,1,-0.7,8,1
1993,1,30,2.9,8,1,4.1,8,1,1.1,8,1
1993,1,31,3.7,8,1,5.1,8,1,1.3,8,1
1993,2,1,1.2,8,1,3.3,8,1,0.4,8,1
1993,2,2,2.3,8,1,4.6,8,1,0.2,8,1
1993,2,3,4.0,8,1,6.6,8,1,2.1,8,1
1993,2,4,3.4,8,1,5.6,8,1,1.2,8,1
1993,2,5,5.2,8,1,9.6,8,1,2.7,8,1
1993,2,6,11.4,8,1,14.3,8,1,6.6,8,1
1993,2,7,9.3,8,1,14.8,8,1,3.8,8,1
1993,2,8,0.7,8,1,4.5,8,1,-1.9,8,1
1993,2,9,0.8,8,1,2.6,8,1,-1.8,8,1
1993,2,10,2.6,8,1,4.1,8,1,0.1,8,1
1993,2,11,4.5,8,1,6.9,8,1,1.2,8,1
1993,2,12,2.0,8,1,6.3,8,1,-0.2,8,1
1993,2,13,2.0,8,1,4.9,8,1,-1.4,8,1
