ダウンロードした時刻：2025/02/19 15:41:23

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
1995,12,30,3.0,8,1,4.4,8,1,0.5,8,1,24,0,8,1,0,0,8,1
1995,12,31,4.7,8,1,6.8,8,1,3.2,8,1,17,0,8,1,0,0,8,1
1996,1,1,0.2,8,1,3.4,8,1,-2.3,8,1,13,0,8,1,6,0,8,1
1996,1,2,1.0,8,1,3.8,8,1,-2.6,8,1,13,0,8,1,0,0,8,1
1996,1,3,2.1,8,1,9.6,8,1,-3.1,8,1,8,0,8,1,0,1,8,1
1996,1,4,-0.5,8,1,1.7,8,1,-2.8,8,1,5,0,8,1,0,0,8,1
1996,1,5,3.1,8,1,4.6,8,1,1.6,8,1,4,0,8,1,0,0,8,1
1996,1,6,3.0,8,1,4.2,8,1,2.1,8,1,2,0,8,1,0,1,8,1
1996,1,7,3.6,8,1,6.5,8,1,-0.7,8,1,1,0,8,1,0,1,8,1
1996,1,8,2.4,8,1,6.8,8,1,-1.4,8,1,0,0,8,1,0,0,8,1
1996,1,9,-3.2,8,1,0.0,8,1,-4.7,8,1,5,0,8,1,0,0,8,1
1996,1,10,0.3,8,1,2.2,8,1,-4.4,8,1,10,0,8,1,5,0,8,1
1996,1,11,4.0,8,1,5.8,8,1,1.3,8,1,10,0,8,1,2,0,8,1
1996,1,12,4.3,8,1,6.0,8,1,3.5,8,1,5,0,8,1,0,1,8,1
1996,1,13,3.3,8,1,6.1,8,1,-1.3,8,1,0,0,8,1,0,1,8,1
1996,1,14,2.0,8,1,8.1,8,1,-2.6,8,1,0,1,8,1,0,1,8,1
1996,1,15,7.5,8,1,11.3,8,1,2.9,8,1,0,1,8,1,0,1,8,1
1996,1,16,3.8,8,1,5.7,8,1,0.8,8,1,0,1,8,1,0,1,8,1
1996,1,17,0.6,8,1,2.7,8,1,-0.8,8,1,0,0,8,1,0,0,8,1
1996,1,18,-0.7,8,1,0.8,8,1,-3.0,8,1,6,0,8,1,6,0,8,1
1996,1,19,0.1,8,1,1.7,8,1,-1.4,8,1,6,0,8,1,0,0,8,1
1996,1,20,2.1,8,1,6.6,8,1,-1.1,8,1,0,0,8,1,0,0,8,1
1996,1,21,1.7,8,1,3.1,8,1,0.0,8,1,0,0,8,1,1,0,8,1
1996,1,22,1.9,8,1,4.5,8,1,-0.9,8,1,1,0,8,1,0,0,8,1
1996,1,23,1.4,8,1,3.4,8,1,-1.1,8,1,0,1,8,1,0,0,8,1
1996,1,24,-2.2,8,1,1.4,8,1,-3.7,8,1,5,0,8,1,3,0,8,1
1996,1,25,-0.8,8,1,1.7,8,1,-3.3,8,1,9,0,8,1,5,0,8,1
1996,1,26,-0.7,8,1,0.9,8,1,-2.7,8,1,7,0,8,1,3,0,8,1
1996,1,27,2.1,8,1,4.5,8,1,0.2,8,1,7,0,8,1,1,0,8,1
1996,1,28,2.7,8,1,4.9,8,1,0.6,8,1,4,0,8,1,0,0,8,1
1996,1,29,2.1,8,1,5.1,8,1,0.1,8,1,4,0,8,1,5,0,8,1
1996,1,30,-2.1,8,1,0.9,8,1,-4.5,8,1,5,0,8,1,3,0,8,1
1996,1,31,-3.8,8,1,-2.2,8,1,-5.4,8,1,6,0,8,1,4,0,8,1
1996,2,1,-3.0,8,1,-1.4,8,1,-4.4,8,1,7,0,8,1,2,0,8,1
1996,2,2,-4.3,8,1,-0.3,8,1,-6.6,8,1,10,0,8,1,11,0,8,1
1996,2,3,-1.6,8,1,0.7,8,1,-3.5,8,1,10,0,8,1,7,0,8,1
1996,2,4,1.0,8,1,4.3,8,1,-1.3,8,1,10,0,8,1,3,0,8,1
1996,2,5,2.2,8,1,5.9,8,1,-0.4,8,1,12,0,8,1,9,0,8,1
1996,2,6,2.4,8,1,4.4,8,1,0.3,8,1,8,0,8,1,1,0,8,1
1996,2,7,2.7,8,1,4.0,8,1,1.8,8,1,4,0,8,1,0,0,8,1
1996,2,8,2.6,8,1,5.0,8,1,0.1,8,1,0,0,8,1,0,0,8,1
1996,2,9,0.0,8,1,1.7,8,1,-1.5,8,1,8,0,8,1,9,0,8,1
1996,2,10,-1.3,8,1,0.0,8,1,-3.0,8,1,10,0,8,1,6,0,8,1
1996,2,11,2.1,8,1,6.0,8,1,-1.1,8,1,10,0,8,1,0,0,8,1
1996,2,12,8.3,8,1,10.3,8,1,4.8,8,1,0,0,8,1,0,0,8,1
1996,2,13,8.7,8,1,13.2,8,1,5.7,8,1,0,1,8,1,0,1,8,1
1996,2,14,9.2,8,1,15.1,8,1,4.7,8,1,0,1,8,1,0,1,8,1
1996,2,15,3.7,8,1,7.4,8,1,0.4,8,1,0,1,8,1,0,1,8,1
1996,2,16,-1.6,8,1,0.4,8,1,-3.4,8,1,1,0,8,1,1,0,8,1
1996,2,17,-1.2,8,1,1.5,8,1,-3.8,8,1,0,1,8,1,0,0,8,1
1996,2,18,-0.9,8,1,3.3,8,1,-3.7,8,1,2,0,8,1,2,0,8,1
1996,12,1,2.3,8,1,6.4,8,1,-1.3,8,1,5,0,8,1,5,0,8,1
1996,12,2,2.7,8,1,7.0,8,1,0.4,8,1,2,0,8,1,4,0,8,1
1996,12,3,2.7,8,1,5.7,8,1,1.1,8,1,3,0,8,1,1,0,8,1
1996,12,4,4.7,8,1,8.0,8,1,2.1,8,1,0,0,8,1,0,0,8,1
1996,12,5,8.3,8,1,12.9,8,1,4.7,8,1,0,1,8,1,0,1,8,1
1996,12,6,4.4,8,1,8.6,8,1,2.8,8,1,0,1,8,1,0,0,8,1
1996,12,7,1.9,8,1,3.7,8,1,-0.1,8,1,7,0,8,1,7,0,8,1
1996,12,8,3.9,8,1,7.9,8,1,0.9,8,1,0,0,8,1,0,0,8,1
1996,12,9,4.2,8,1,7.0,8,1,3.3,8,1,0,1,8,1,0,1,8,1
1996,12,10,6.2,8,1,9.9,8,1,4.2,8,1,0,1,8,1,0,1,8,1
1996,12,11,8.3,8,1,11.8,8,1,4.9,8,1,0,1,8,1,0,1,8,1
1996,12,12,7.8,8,1,9.8,8,1,6.1,8,1,0,1,8,1,0,1,8,1
1996,12,13,3.9,8,1,6.7,8,1,0.9,8,1,0,1,8,1,0,1,8,1
1996,12,14,6.4,8,1,10.5,8,1,1.2,8,1,0,1,8,1,0,1,8,1
1996,12,15,3.9,8,1,7.4,8,1,-0.3,8,1,0,1,8,1,0,1,8,1
1996,12,16,5.7,8,1,11.9,8,1,-0.1,8,1,0,1,8,1,0,1,8,1
1996,12,17,6.5,8,1,9.4,8,1,3.9,8,1,0,1,8,1,0,1,8,1
1996,12,18,5.9,8,1,9.4,8,1,1.5,8,1,0,1,8,1,0,0,8,1
1996,12,19,0.5,8,1,3.2,8,1,-2.3,8,1,9,0,8,1,9,0,8,1
1996,12,20,2.1,8,1,5.1,8,1,-1.6,8,1,11,0,8,1,5,0,8,1
1996,12,21,3.5,8,1,6.0,8,1,1.1,8,1,3,0,8,1,0,0,8,1
1996,12,22,4.8,8,1,9.1,8,1,1.3,8,1,0,1,8,1,0,0,8,1
1996,12,23,3.8,8,1,8.0,8,1,0.3,8,1,1,0,8,1,1,0,8,1
1996,12,24,5.9,8,1,9.0,8,1,2.8,8,1,0,0,8,1,0,0,8,1
1996,12,25,7.7,8,1,11.2,8,1,4.5,8,1,0,1,8,1,0,1,8,1
1996,12,26,2.2,8,1,4.5,8,1,0.5,8,1,0,0,8,1,0,0,8,1
1996,12,27,3.5,8,1,7.2,8,1,0.5,8,1,0,0,8,1,0,0,8,1
1996,12,28,3.7,8,1,7.0,8,1,1.1,8,1,0,1,8,1,0,0,8,1
1996,12,29,4.8,8,1,7.3,8,1,3.3,8,1,0,1,8,1,0,0,8,1
1996,12,30,5.1,8,1,8.0,8,1,0.7,8,1,0,1,8,1,0,1,8,1
1996,12,31,3.9,8,1,8.6,8,1,0.5,8,1,0,1,8,1,0,1,8,1
1997,1,1,8.1,8,1,14.4,8,1,3.9,8,1,0,1,8,1,0,1,8,1
1997,1,2,5.8,8,1,11.0,8,1,1.7,8,1,0,1,8,1,0,0,8,1
1997,1,3,1.8,8,1,4.0,8,1,-0.2,8,1,2,0,8,1,3,0,8,1
1997,1,4,2.5,8,1,3.8,8,1,0.6,8,1,4,0,8,1,3,0,8,1
1997,1,5,3.2,8,1,4.9,8,1,1.7,8,1,4,0,8,1,0,0,8,1
1997,1,6,3.2,8,1,5.0,8,1,1.4,8,1,1,0,8,1,0,0,8,1
1997,1,7,3.4,8,1,5.4,8,1,0.9,8,1,0,1,8,1,0,0,8,1
1997,1,8,1.2,8,1,4.4,8,1,-0.4,8,1,3,0,8,1,4,0,8,1
1997,1,9,1.9,8,1,3.4,8,1,-0.3,8,1,10,0,8,1,8,0,8,1
1997,1,10,2.4,8,1,4.5,8,1,0.3,8,1,8,0,8,1,1,0,8,1
1997,1,11,2.1,8,1,4.2,8,1,0.3,8,1,10,0,8,1,5,0,8,1
1997,1,12,2.1,8,1,3.9,8,1,0.2,8,1,8,0,8,1,0,0,8,1
1997,1,13,2.6,8,1,6.2,8,1,0.2,8,1,7,0,8,1,0,1,8,1
1997,1,14,2.9,8,1,6.5,8,1,0.0,8,1,5,0,8,1,0,0,8,1
1997,1,15,2.3,8,1,3.4,8,1,1.1,8,1,0,0,8,1,0,0,8,1
1997,1,16,4.4,8,1,5.8,8,1,2.7,8,1,0,1,8,1,0,0,8,1
1997,1,17,5.0,8,1,7.9,8,1,1.5,8,1,0,1,8,1,0,0,8,1
1997,1,18,3.3,8,1,6.3,8,1,0.7,8,1,0,1,8,1,0,0,8,1
1997,1,19,1.6,8,1,3.2,8,1,-0.1,8,1,0,0,8,1,0,0,8,1
1997,1,20,1.6,8,1,3.6,8,1,0.2,8,1,6,0,8,1,7,0,8,1
1997,1,21,-1.9,8,1,0.7,8,1,-4.3,8,1,16,0,8,1,21,0,8,1
1997,1,22,-1.8,8,1,2.7,8,1,-6.4,8,1,27,0,8,1,13,0,8,1
1997,1,23,3.4,8,1,5.0,8,1,1.2,8,1,24,0,8,1,1,0,8,1
1997,1,24,1.3,8,1,3.6,8,1,-1.0,8,1,18,0,8,1,6,0,8,1
1997,1,25,-0.6,8,1,1.6,8,1,-2.8,8,1,15,0,8,1,0,0,8,1
1997,1,26,1.4,8,1,2.9,8,1,-0.2,8,1,15,0,8,1,2,0,8,1
1997,1,27,2.5,8,1,4.7,8,1,0.6,8,1,13,0,8,1,0,0,8,1
1997,1,28,2.5,8,1,4.9,8,1,0.7,8,1,9,0,8,1,0,0,8,1
1997,1,29,1.8,8,1,4.3,8,1,0.2,8,1,8,0,8,1,1,0,8,1
1997,1,30,0.4,8,1,2.6,8,1,-1.6,8,1,9,0,8,1,3,0,8,1
1997,1,31,1.3,8,1,2.5,8,1,-0.6,8,1,10,0,8,1,2,0,8,1
1997,2,1,0.8,8,1,2.6,8,1,-1.0,8,1,20,0,8,1,11,0,8,1
1997,2,2,0.6,8,1,2.8,8,1,-2.0,8,1,19,0,8,1,0,0,8,1
1997,2,3,2.1,8,1,4.7,8,1,-0.4,8,1,16,0,8,1,0,0,8,1
1997,2,4,3.0,8,1,5.5,8,1,0.9,8,1,11,0,8,1,0,0,8,1
1997,2,5,1.9,8,1,4.1,8,1,0.5,8,1,10,0,8,1,1,0,8,1
1997,2,6,1.5,8,1,4.1,8,1,0.0,8,1,8,0,8,1,0,0,8,1
1997,2,7,1.9,8,1,4.0,8,1,-1.9,8,1,7,0,8,1,1,0,8,1
1997,2,8,1.9,8,1,6.3,8,1,-2.6,8,1,5,0,8,1,0,0,8,1
1997,2,9,4.7,8,1,6.0,8,1,3.1,8,1,1,0,8,1,0,0,8,1
1997,2,10,4.2,8,1,6.8,8,1,0.0,8,1,0,1,8,1,0,0,8,1
1997,2,11,2.5,8,1,6.8,8,1,-1.0,8,1,0,0,8,1,0,0,8,1
1997,2,12,2.2,8,1,4.7,8,1,0.5,8,1,0,0,8,1,0,0,8,1
1997,2,13,0.7,8,1,2.5,8,1,-1.2,8,1,1,0,8,1,2,0,8,1
1997,2,14,2.0,8,1,4.6,8,1,0.2,8,1,1,0,8,1,1,0,8,1
1997,2,15,2.6,8,1,6.1,8,1,0.0,8,1,2,0,8,1,1,0,8,1
1997,2,16,5.1,8,1,7.7,8,1,2.3,8,1,0,1,8,1,0,0,8,1
1997,2,17,2.2,8,1,5.0,8,1,-0.9,8,1,2,0,8,1,2,0,8,1
1997,2,18,0.4,8,1,1.8,8,1,-1.7,8,1,5,0,8,1,5,0,8,1
1997,12,1,7.6,8,1,11.4,8,1,4.5,8,1,0,1,8,1,0,1,8,1
1997,12,2,2.1,8,1,5.7,8,1,-1.7,8,1,5,0,8,1,5,0,8,1
1997,12,3,0.4,8,1,2.9,8,1,-2.1,8,1,8,0,8,1,7,0,8,1
1997,12,4,3.1,8,1,5.9,8,1,0.8,8,1,8,0,8,1,2,0,8,1
1997,12,5,4.3,8,1,6.8,8,1,2.0,8,1,0,0,8,1,0,0,8,1
1997,12,6,5.9,8,1,12.2,8,1,2.4,8,1,0,1,8,1,0,1,8,1
1997,12,7,8.5,8,1,11.2,8,1,5.6,8,1,0,1,8,1,0,1,8,1
1997,12,8,11.8,8,1,15.1,8,1,9.8,8,1,0,1,8,1,0,1,8,1
1997,12,9,9.5,8,1,11.8,8,1,5.5,8,1,0,1,8,1,0,1,8,1
1997,12,10,5.5,8,1,8.9,8,1,1.5,8,1,0,0,8,1,0,0,8,1
1997,12,11,2.6,8,1,4.9,8,1,0.5,8,1,1,0,8,1,1,0,8,1
1997,12,12,3.2,8,1,5.6,8,1,1.2,8,1,0,0,8,1,0,0,8,1
1997,12,13,3.8,8,1,5.9,8,1,1.0,8,1,0,0,8,1,0,0,8,1
1997,12,14,5.5,8,1,9.3,8,1,2.5,8,1,0,1,8,1,0,0,8,1
1997,12,15,5.4,8,1,8.0,8,1,3.4,8,1,0,1,8,1,0,0,8,1
1997,12,16,7.4,8,1,9.4,8,1,6.5,8,1,0,1,8,1,0,1,8,1
1997,12,17,6.6,8,1,9.3,8,1,2.7,8,1,0,1,8,1,0,1,8,1
1997,12,18,7.9,8,1,11.3,8,1,2.1,8,1,0,1,8,1,0,0,8,1
1997,12,19,10.0,8,1,14.1,8,1,5.1,8,1,0,1,8,1,0,1,8,1
1997,12,20,8.6,8,1,13.1,8,1,5.1,8,1,0,1,8,1,0,1,8,1
1997,12,21,3.3,8,1,5.5,8,1,0.9,8,1,0,0,8,1,0,0,8,1
1997,12,22,2.0,8,1,3.1,8,1,1.0,8,1,0,0,8,1,0,0,8,1
1997,12,23,3.1,8,1,5.9,8,1,1.3,8,1,0,1,8,1,0,0,8,1
1997,12,24,1.8,8,1,6.5,8,1,-2.2,8,1,0,1,8,1,0,1,8,1
1997,12,25,2.9,8,1,8.4,8,1,-0.8,8,1,0,1,8,1,0,1,8,1
1997,12,26,3.3,8,1,9.5,8,1,-1.3,8,1,0,1,8,1,0,1,8,1
1997,12,27,5.7,8,1,10.3,8,1,0.7,8,1,0,1,8,1,0,1,8,1
1997,12,28,5.1,8,1,8.9,8,1,3.4,8,1,0,1,8,1,0,0,8,1
1997,12,29,4.2,8,1,6.7,8,1,1.9,8,1,0,1,8,1,0,0,8,1
1997,12,30,5.4,8,1,10.2,8,1,1.1,8,1,0,1,8,1,0,1,8,1
1997,12,31,4.9,8,1,6.1,8,1,3.6,8,1,0,1,8,1,0,0,8,1
1998,1,1,2.0,8,1,6.0,8,1,0.4,8,1,3,0,8,1,3,0,8,1
1998,1,2,1.9,8,1,4.0,8,1,0.2,8,1,0,1,8,1,0,0,8,1
1998,1,3,3.9,8,1,8.8,8,1,1.0,8,1,0,1,8,1,0,0,8,1
1998,1,4,4.1,8,1,10.3,8,1,0.6,8,1,1,0,8,1,1,0,8,1
1998,1,5,1.1,8,1,5.0,8,1,0.0,8,1,1,0,8,1,0,0,8,1
1998,1,6,0.5,8,1,2.4,8,1,-0.8,8,1,16,0,8,1,19,0,8,1
1998,1,7,-0.5,8,1,1.5,8,1,-2.5,8,1,14,0,8,1,0,0,8,1
1998,1,8,-1.1,8,1,0.4,8,1,-2.8,8,1,13,0,8,1,3,0,8,1
1998,1,9,0.4,8,1,3.4,8,1,-2.8,8,1,12,0,8,1,2,0,8,1
1998,1,10,3.5,8,1,4.5,8,1,2.1,8,1,7,0,8,1,0,0,8,1
1998,1,11,2.2,8,1,3.8,8,1,-0.2,8,1,4,0,8,1,0,0,8,1
1998,1,12,0.5,8,1,2.5,8,1,-0.7,8,1,3,0,8,1,0,0,8,1
1998,1,13,1.0,8,1,4.2,8,1,-1.3,8,1,8,0,8,1,6,0,8,1
1998,1,14,0.9,8,1,3.3,8,1,-1.4,8,1,0,0,8,1,0,0,8,1
1998,1,15,-1.5,8,1,0.3,8,1,-2.8,8,1,5,0,8,1,5,0,8,1
1998,1,16,2.2,8,1,4.9,8,1,-1.0,8,1,10,0,8,1,5,0,8,1
1998,1,17,2.2,8,1,4.6,8,1,-0.8,8,1,5,0,8,1,0,0,8,1
1998,1,18,5.5,8,1,8.3,8,1,0.2,8,1,1,0,8,1,0,0,8,1
1998,1,19,0.4,8,1,6.1,8,1,-2.3,8,1,3,0,8,1,3,0,8,1
1998,1,20,-0.5,8,1,2.3,8,1,-1.8,8,1,15,0,8,1,14,0,8,1
1998,1,21,0.4,8,1,4.1,8,1,-1.2,8,1,24,0,8,1,14,0,8,1
1998,1,22,-1.6,8,1,-0.2,8,1,-2.9,8,1,15,0,8,1,4,0,8,1
1998,1,23,-0.9,8,1,0.8,8,1,-3.0,8,1,23,0,8,1,9,0,8,1
1998,1,24,-2.1,8,1,-0.6,8,1,-3.4,8,1,16,0,8,1,0,0,8,1
1998,1,25,-0.4,8,1,1.5,8,1,-3.1,8,1,16,0,8,1,3,0,8,1
1998,1,26,-0.2,8,1,1.4,8,1,-1.4,8,1,25,0,8,1,11,0,8,1
1998,1,27,-1.5,8,1,-0.1,8,1,-3.7,8,1,26,0,8,1,4,0,8,1
1998,1,28,-1.8,8,1,-0.7,8,1,-3.2,8,1,46,0,8,1,24,0,8,1
1998,1,29,-0.7,8,1,1.1,8,1,-3.2,8,1,40,0,8,1,3,0,8,1
1998,1,30,1.8,8,1,5.4,8,1,-2.7,8,1,33,0,8,1,0,0,8,1
1998,1,31,0.6,8,1,4.4,8,1,-2.6,8,1,25,0,8,1,4,0,8,1
1998,2,1,0.4,8,1,2.4,8,1,-3.0,8,1,22,0,8,1,1,0,8,1
1998,2,2,2.5,8,1,4.2,8,1,0.6,8,1,20,0,8,1,0,0,8,1
1998,2,3,1.6,8,1,3.3,8,1,0.6,8,1,17,0,8,1,0,0,8,1
1998,2,4,-0.6,8,1,2.1,8,1,-3.1,8,1,17,0,8,1,1,0,8,1
1998,2,5,1.7,8,1,3.2,8,1,-1.8,8,1,17,0,8,1,1,0,8,1
1998,2,6,3.4,8,1,5.6,8,1,2.0,8,1,15,0,8,1,0,0,8,1
1998,2,7,1.4,8,1,5.0,8,1,-2.8,8,1,13,0,8,1,0,0,8,1
1998,2,8,3.4,8,1,6.8,8,1,0.5,8,1,10,0,8,1,0,0,8,1
1998,2,9,2.6,8,1,4.1,8,1,0.5,8,1,7,0,8,1,1,0,8,1
1998,2,10,0.2,8,1,1.9,8,1,-1.3,8,1,8,0,8,1,2,0,8,1
1998,2,11,1.5,8,1,4.4,8,1,-1.2,8,1,8,0,8,1,0,0,8,1
1998,2,12,4.3,8,1,10.2,8,1,-1.0,8,1,5,0,8,1,0,1,8,1
1998,2,13,4.5,8,1,6.9,8,1,1.9,8,1,0,1,8,1,0,1,8,1
1998,2,14,2.9,8,1,4.7,8,1,0.7,8,1,0,1,8,1,0,0,8,1
1998,2,15,1.3,8,1,3.0,8,1,0.4,8,1,0,1,8,1,0,0,8,1
1998,2,16,1.1,8,1,3.2,8,1,-0.3,8,1,0,0,8,1,0,0,8,1
1998,2,17,0.2,8,1,3.7,8,1,-1.8,8,1,2,0,8,1,3,0,8,1
1998,2,18,0.6,8,1,3.0,8,1,-2.7,8,1,1,0,8,1,0,0,8,1
1998,12,1,7.5,8,1,13.1,8,1,2.6,8,1,0,1,8,1,0,0,8,1
1998,12,2,1.6,8,1,3.1,8,1,-0.4,8,1,0,1,8,1,0,0,8,1
1998,12,3,2.7,8,1,5.0,8,1,-0.4,8,1,0,0,8,1,0,0,8,1
1998,12,4,4.3,8,1,7.1,8,1,0.3,8,1,0,1,8,1,0,0,8,1
1998,12,5,6.5,8,1,10.7,8,1,0.8,8,1,0,1,8,1,0,1,8,1
1998,12,6,5.6,8,1,8.6,8,1,1.0,8,1,0,1,8,1,0,1,8,1
1998,12,7,6.6,8,1,10.8,8,1,0.8,8,1,0,1,8,1,0,1,8,1
1998,12,8,8.8,8,1,11.8,8,1,5.8,8,1,0,1,8,1,0,1,8,1
1998,12,9,3.9,8,1,6.2,8,1,1.9,8,1,0,1,8,1,0,0,8,1
1998,12,10,2.9,8,1,4.3,8,1,0.3,8,1,0,1,8,1,0,0,8,1
1998,12,11,3.3,8,1,7.5,8,1,-0.2,8,1,0,1,8,1,0,0,8,1
1998,12,12,4.4,8,1,5.9,8,1,3.1,8,1,0,1,8,1,0,0,8,1
1998,12,13,8.2,8,1,12.6,8,1,3.2,8,1,0,1,8,1,0,0,8,1
1998,12,14,10.7,8,1,12.4,8,1,8.3,8,1,0,1,8,1,0,1,8,1
1998,12,15,8.9,8,1,10.8,8,1,6.6,8,1,0,1,8,1,0,0,8,1
1998,12,16,10.4,8,1,13.4,8,1,6.4,8,1,0,1,8,1,0,0,8,1
1998,12,17,6.8,8,1,10.2,8,1,3.7,8,1,0,1,8,1,0,1,8,1
1998,12,18,4.4,8,1,7.2,8,1,1.3,8,1,0,1,8,1,0,1,8,1
1998,12,19,6.6,8,1,12.4,8,1,0.9,8,1,0,1,8,1,0,1,8,1
1998,12,20,4.0,8,1,7.6,8,1,1.1,8,1,0,0,8,1,0,0,8,1
1998,12,21,4.5,8,1,5.9,8,1,1.8,8,1,0,1,8,1,0,0,8,1
1998,12,22,4.9,8,1,7.6,8,1,2.5,8,1,0,1,8,1,0,0,8,1
1998,12,23,6.5,8,1,8.3,8,1,5.0,8,1,0,1,8,1,0,1,8,1
1998,12,24,3.5,8,1,5.7,8,1,1.4,8,1,0,0,8,1,0,0,8,1
1998,12,25,5.3,8,1,8.7,8,1,2.6,8,1,0,1,8,1,0,0,8,1
1998,12,26,5.1,8,1,7.2,8,1,2.8,8,1,0,1,8,1,0,0,8,1
1998,12,27,5.9,8,1,9.7,8,1,4.0,8,1,0,1,8,1,0,0,8,1
1998,12,28,4.1,8,1,7.4,8,1,0.1,8,1,0,1,8,1,0,1,8,1
1998,12,29,4.7,8,1,10.3,8,1,0.1,8,1,0,1,8,1,0,0,8,1
1998,12,30,2.1,8,1,6.0,8,1,0.1,8,1,0,0,8,1,0,0,8,1
1998,12,31,0.4,8,1,2.0,8,1,-1.5,8,1,4,0,8,1,8,0,8,1
1999,1,1,0.3,8,1,2.3,8,1,-1.5,8,1,13,0,8,1,12,0,8,1
1999,1,2,1.6,8,1,3.6,8,1,0.2,8,1,16,0,8,1,9,0,8,1
1999,1,3,1.3,8,1,2.8,8,1,-0.1,8,1,19,0,8,1,6,0,8,1
1999,1,4,0.9,8,1,2.6,8,1,-0.6,8,1,21,0,8,1,5,0,8,1
1999,1,5,1.4,8,1,7.0,8,1,-2.2,8,1,21,0,8,1,0,0,8,1
1999,1,6,4.8,8,1,8.1,8,1,1.1,8,1,12,0,8,1,0,1,8,1
1999,1,7,0.5,8,1,3.2,8,1,-3.0,8,1,19,0,8,1,16,0,8,1
1999,1,8,-2.9,8,1,-1.8,8,1,-4.3,8,1,19,0,8,1,7,0,8,1
1999,1,9,-1.8,8,1,0.0,8,1,-4.0,8,1,15,0,8,1,0,0,8,1
1999,1,10,-0.6,8,1,0.6,8,1,-2.4,8,1,16,0,8,1,6,0,8,1
1999,1,11,0.4,8,1,2.8,8,1,-2.4,8,1,20,0,8,1,5,0,8,1
1999,1,12,2.7,8,1,3.4,8,1,1.4,8,1,18,0,8,1,1,0,8,1
1999,1,13,3.0,8,1,5.3,8,1,1.7,8,1,15,0,8,1,0,0,8,1
1999,1,14,1.2,8,1,2.6,8,1,-0.6,8,1,15,0,8,1,1,0,8,1
