ダウンロードした時刻：2025/08/04 21:50:04

,,酒田,酒田,酒田,酒田,酒田,酒田,山形,山形,山形,山形,山形,山形,にかほ,にかほ,にかほ,にかほ,にかほ,にかほ,札幌,札幌,札幌,札幌,札幌,札幌,飛島,飛島,飛島,飛島,飛島,飛島
年,月,最低気温(℃),最低気温(℃),最低気温(℃),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),最低気温(℃),最低気温(℃),最低気温(℃),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),最低気温(℃),最低気温(℃),最低気温(℃),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),最低気温(℃),最低気温(℃),最低気温(℃),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),最低気温(℃),最低気温(℃),最低気温(℃),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日),日最高気温0℃未満日数(日)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2005,11,2.7,8,1,0,8,1,-1.9,8,1,0,8,1,3.5,5,2,0,8,2,-1.6,8,1,0,8,1,2.4,8,2,0,8,2
2005,12,-4.3,8,1,0,8,1,-6.0,8,1,4,8,1,-3.3,5,2,0,8,2,-9.8,8,1,14,8,1,-3.7,5,2,2,8,2
2006,1,-5.8,8,1,2,8,1,-9.3,8,1,8,8,1,-4.8,8,2,0,8,2,-12.3,8,1,22,8,1,-6.0,8,2,3,8,2
2006,2,-6.1,8,1,1,8,1,-9.8,8,1,5,8,1,-4.7,8,2,2,8,2,-11.0,8,1,15,8,1,-6.0,8,2,4,8,2
2006,3,-3.3,8,1,0,8,1,-4.2,8,1,0,8,1,-2.4,8,2,0,8,2,-5.8,8,1,2,8,1,-2.7,8,2,1,8,2
2006,11,1.9,8,1,0,8,1,-2.8,8,1,0,8,1,-0.1,5,2,0,5,2,-2.4,8,1,0,8,1,3.6,5,2,0,8,2
2006,12,0.2,8,1,0,8,1,-2.3,8,1,0,8,1,-0.6,8,2,0,8,2,-6.4,8,1,5,8,1,0.9,8,2,0,8,2
2007,1,-0.7,8,1,0,8,1,-3.5,8,1,0,8,1,-1.5,8,2,0,8,2,-9.4,8,1,14,8,1,0.0,8,2,0,8,2
2007,2,-4.8,8,1,0,8,1,-6.6,8,1,0,8,1,-3.3,8,2,0,8,2,-9.2,8,1,7,8,1,-0.8,8,2,0,8,2
2007,3,-1.8,8,1,0,8,1,-4.1,8,1,0,8,1,-1.6,8,2,0,8,2,-7.4,8,1,2,8,1,-1.7,8,2,0,8,2
2007,11,-1.5,8,1,0,8,1,-3.2,8,1,0,8,1,-1.1,8,2,0,8,2,-6.1,8,1,2,8,1,0.2,8,2,0,8,2
2007,12,-0.8,8,1,0,8,1,-4.3,8,1,0,8,1,-1.1,8,2,0,8,2,-7.4,8,1,5,8,1,0.5,8,2,0,8,2
2008,1,-3.2,8,1,0,8,1,-7.0,8,1,2,8,1,-2.9,8,2,0,8,2,-12.6,8,1,23,8,1,-3.6,5,2,0,5,2
2008,2,-4.1,8,1,1,8,1,-8.4,8,1,1,8,1,-2.9,5,2,0,5,2,-13.2,8,1,15,8,1,-4.5,8,2,1,8,2
2008,3,-2.3,8,1,0,8,1,-4.2,8,1,0,8,1,-1.3,8,2,0,8,2,-6.6,8,1,0,8,1,-0.2,8,2,0,8,2
2008,11,0.7,8,1,0,8,1,-2.0,8,1,0,8,1,1.7,8,3,0,8,3,-5.8,8,1,1,8,1,0.4,8,3,0,8,3
2008,12,-3.2,8,1,0,8,1,-4.4,8,1,0,8,1,-1.7,8,3,0,8,3,-9.7,8,1,6,8,1,-3.0,8,3,0,8,3
2009,1,-4.3,8,1,0,8,1,-5.6,8,1,0,8,1,-3.6,8,3,0,8,3,-9.9,8,1,7,8,1,-2.9,8,3,0,8,3
2009,2,-3.9,8,1,0,8,1,-7.4,8,1,0,8,1,-2.6,8,3,0,8,3,-8.9,8,1,12,8,1,-3.3,8,3,1,8,3
2009,3,-3.5,8,1,0,8,1,-3.7,5,1,0,8,1,-2.6,8,3,0,8,3,-6.2,8,1,2,8,1,-1.6,8,3,0,8,3
2009,11,2.0,8,1,0,8,1,-1.9,8,1,0,8,1,1.0,8,3,0,8,3,-1.9,8,1,0,8,1,1.7,8,3,0,8,3
2009,12,-2.8,8,1,0,8,1,-4.6,8,1,1,8,1,-2.8,8,3,0,8,3,-8.9,8,1,7,8,1,-2.7,8,3,0,8,3
2010,1,-3.4,8,1,1,8,1,-6.9,8,1,3,8,1,-2.5,8,3,0,8,3,-9.1,8,1,11,8,1,-3.4,8,3,1,8,3
2010,2,-5.9,8,1,5,8,1,-8.0,8,1,3,8,1,-4.3,8,3,4,8,3,-12.6,8,1,15,8,1,-6.0,8,3,4,8,3
2010,3,-2.9,8,1,0,8,1,-4.0,8,1,0,8,1,-3.3,8,3,0,8,3,-9.4,8,1,4,8,1,-2.9,8,3,0,8,3
2010,11,1.5,8,1,0,8,1,-0.6,8,1,0,8,1,2.7,8,3,0,8,3,-4.0,8,1,1,8,1,2.8,8,3,0,8,3
2010,12,-2.5,8,1,0,8,1,-3.4,8,1,1,8,1,-0.6,8,3,0,8,3,-8.2,8,1,5,8,1,-1.7,8,3,0,8,3
2011,1,-6.5,8,1,3,8,1,-8.9,8,1,8,8,1,-4.7,8,3,0,8,3,-10.1,8,1,20,8,1,-3.9,5,3,2,5,3
2011,2,-5.7,8,1,0,8,1,-6.5,8,1,0,8,1,-4.4,8,3,0,8,3,-8.8,8,1,6,8,1,-2.0,8,3,0,8,3
2011,3,-3.6,8,1,0,8,1,-6.9,8,1,0,8,1,-2.1,8,3,0,8,3,-7.7,5,1,2,5,1,-3.5,8,3,1,8,3
2011,11,2.2,8,1,0,8,1,-0.3,8,1,0,8,1,3.1,8,3,0,8,3,-5.5,8,1,1,8,1,2.0,8,3,0,8,3
2011,12,-2.2,8,1,0,8,1,-6.9,8,1,2,8,1,-2.3,8,3,0,8,3,-9.6,8,1,13,8,1,-2.0,8,3,0,8,3
2012,1,-5.2,8,1,7,8,1,-8.1,8,1,11,8,1,-4.6,8,3,2,8,3,-11.5,8,1,23,8,1,-4.7,8,3,6,8,3
2012,2,-5.9,8,1,1,8,1,-9.4,8,1,6,8,1,-4.2,8,3,0,8,3,-12.1,8,1,19,8,1,-5.3,8,3,3,8,3
2012,3,-2.7,8,1,0,8,1,-6.6,8,1,0,8,1,-2.3,8,3,0,8,3,-10.0,8,1,4,8,1,-1.8,8,3,0,8,3
2012,11,-0.1,8,1,0,8,1,-0.9,8,1,0,8,1,2.3,8,3,0,8,3,-3.5,8,1,0,8,1,1.6,8,3,0,8,3
2012,12,-4.5,8,1,1,8,1,-6.9,8,1,1,8,1,-2.4,8,3,0,8,3,-13.5,8,1,13,8,1,-4.6,8,3,1,8,3
2013,1,-4.4,8,1,1,8,1,-8.2,8,1,5,8,1,-2.8,8,3,0,8,3,-12.2,8,1,25,8,1,-4.6,8,3,3,8,3
2013,2,-5.2,8,1,1,8,1,-8.6,8,1,7,8,1,-4.5,8,3,0,8,3,-11.3,8,1,19,8,1,-4.6,8,3,1,8,3
2013,3,-4.4,8,1,0,8,1,-6.3,8,1,0,8,1,-1.7,8,3,0,8,3,-7.8,8,1,5,8,1,-3.9,8,3,0,8,3
2013,11,0.6,8,1,0,8,1,-0.8,8,1,0,8,1,1.5,8,3,0,8,3,-3.0,8,1,0,8,1,1.4,8,3,0,8,3
2013,12,-0.9,8,1,0,8,1,-3.5,8,1,0,8,1,-0.7,8,3,0,8,3,-5.6,8,1,6,8,1,-0.7,8,3,0,8,3
2014,1,-4.6,8,1,0,8,1,-7.8,8,1,3,8,1,-3.4,8,3,0,8,3,-11.4,8,1,22,8,1,-3.7,8,3,0,8,3
2014,2,-5.9,8,1,3,8,1,-8.1,8,1,3,8,1,-5.6,8,3,4,8,3,-14.3,8,1,17,8,1,-5.6,8,3,4,8,3
2014,3,-3.0,8,1,0,8,1,-4.9,8,1,0,8,1,-2.9,8,3,0,8,3,-8.0,8,1,8,8,1,-3.3,8,3,0,8,3
2014,11,1.8,8,1,0,8,1,-1.8,8,1,0,8,1,3.2,8,3,0,8,3,-2.8,8,1,0,8,1,4.8,8,3,0,8,3
2014,12,-3.3,8,1,0,8,1,-7.5,8,1,1,8,1,-3.4,8,3,0,8,3,-8.2,8,1,10,8,1,-3.1,8,3,0,8,3
2015,1,-3.7,8,1,0,8,1,-7.5,8,1,2,8,1,-3.2,8,3,0,8,3,-9.4,8,1,8,8,1,-2.8,8,3,2,8,3
2015,2,-4.2,8,1,0,8,1,-5.4,8,1,1,8,1,-4.3,8,3,0,8,3,-10.1,8,1,7,8,1,-4.4,8,3,0,8,3
2015,3,-1.8,8,1,0,8,1,-3.1,8,1,0,8,1,-1.0,8,3,0,8,3,-4.5,8,1,0,8,1,-1.7,8,3,0,8,3
2015,11,1.5,8,1,0,8,1,0.2,8,1,0,8,1,3.4,8,3,0,8,3,-6.9,8,1,0,8,1,3.4,8,3,0,8,3
2015,12,-2.6,8,1,0,8,1,-4.4,8,1,0,8,1,-3.3,8,3,0,8,3,-8.0,8,1,5,8,1,-2.9,8,3,0,8,3
2016,1,-3.0,8,1,1,8,1,-4.7,8,1,0,8,1,-2.6,8,3,0,8,3,-10.7,8,1,21,8,1,-2.1,8,3,0,8,3
2016,2,-2.9,8,1,0,8,1,-6.3,8,1,0,8,1,-3.0,8,3,0,8,3,-10.9,8,1,16,8,1,-3.2,8,3,0,8,3
2016,3,-2.2,8,1,0,8,1,-3.2,8,1,0,8,1,-2.5,8,3,0,8,3,-6.9,8,1,1,8,1,-1.8,8,3,0,8,3
2016,11,-0.5,8,1,0,8,1,-3.2,8,1,0,8,1,0.3,8,3,0,8,3,-7.0,8,1,2,8,1,0.3,8,3,0,8,3
2016,12,-0.8,8,1,0,8,1,-3.9,8,1,0,8,1,-1.7,8,3,0,8,3,-9.2,8,1,13,8,1,-0.6,8,3,0,8,3
2017,1,-6.0,8,1,1,8,1,-7.5,8,1,6,8,1,-6.2,8,3,1,8,3,-12.8,8,1,22,8,1,-5.2,8,3,1,8,3
2017,2,-4.0,8,1,0,8,1,-5.9,8,1,1,8,1,-4.0,8,3,0,8,3,-10.8,8,1,9,8,1,-4.4,8,3,0,8,3
2017,3,-1.9,8,1,0,8,1,-4.2,8,1,0,8,1,-1.8,8,3,0,8,3,-5.7,8,1,1,8,1,-1.1,8,3,0,8,3
2017,11,-0.1,8,1,0,8,1,-3.1,8,1,0,8,1,-0.8,8,3,0,8,3,-6.6,8,1,5,8,1,0.9,8,3,0,8,3
2017,12,-3.1,8,1,0,8,1,-4.3,8,1,2,8,1,-2.7,8,3,0,8,3,-9.0,8,1,14,8,1,-2.5,8,3,0,8,3
2018,1,-6.8,8,1,3,8,1,-9.7,8,1,6,8,1,-6.0,8,3,4,8,3,-12.7,8,1,15,8,1,-6.1,8,3,5,8,3
2018,2,-9.7,8,1,1,8,1,-7.1,8,1,3,8,1,-7.5,8,3,2,8,3,-11.1,8,1,19,8,1,-3.6,8,3,2,8,3
2018,3,-2.2,8,1,0,8,1,-4.8,8,1,0,8,1,-2.5,8,3,0,8,3,-7.8,8,1,2,8,1,-2.7,8,3,0,8,3
2018,11,2.3,8,1,0,8,1,0.6,8,1,0,8,1,2.3,8,3,0,8,3,-4.0,8,1,0,8,1,1.9,8,3,0,8,3
2018,12,-2.2,8,1,0,8,1,-5.4,8,1,1,8,1,-2.2,8,3,0,8,3,-8.9,8,1,11,8,1,-2.2,8,3,0,8,3
2019,1,-3.8,8,1,0,8,1,-6.3,8,1,2,8,1,-2.8,8,3,0,8,3,-12.3,8,1,18,8,1,-2.7,8,3,0,8,3
2019,2,-3.4,8,1,0,8,1,-4.5,8,1,0,8,1,-3.9,8,3,0,8,3,-13.1,8,1,13,8,1,-4.0,8,3,1,8,3
2019,3,-0.3,8,1,0,8,1,-2.6,8,1,0,8,1,-0.1,8,3,0,8,3,-4.6,8,1,0,8,1,0.6,8,3,0,8,3
2019,11,-0.2,8,1,0,8,1,-2.8,8,1,0,8,1,-0.9,8,3,0,8,3,-5.4,8,1,1,8,1,1.3,8,3,0,8,3
2019,12,-0.6,8,1,0,8,1,-3.7,8,1,0,8,1,-0.6,8,3,0,8,3,-7.7,8,1,13,8,1,-0.4,8,3,0,8,3
2020,1,-1.6,8,1,0,8,1,-3.5,8,1,0,8,1,-1.1,8,3,0,8,3,-8.8,8,1,12,8,1,0.0,8,3,0,8,3
2020,2,-4.9,8,1,0,8,1,-6.4,8,1,1,8,1,-4.8,8,3,0,8,3,-14.9,8,1,10,8,1,-5.1,8,3,0,8,3
2020,3,-0.3,8,1,0,8,1,-1.4,8,1,0,8,1,-0.1,8,3,0,8,3,-3.8,8,1,0,8,1,0.5,8,3,0,8,3
2020,11,2.6,8,1,0,8,1,-1.5,8,1,0,8,1,2.7,8,3,0,8,3,-1.2,8,1,0,8,1,3.6,8,3,0,8,3
2020,12,-3.7,8,1,1,8,1,-4.9,8,1,4,8,1,-4.7,8,3,1,8,3,-12.6,8,1,12,8,1,-4.0,8,3,1,8,3
2021,1,-4.6,8,1,2,8,1,-8.0,8,1,6,8,1,-5.5,8,3,2,8,3,-12.6,8,1,21,8,1,-3.8,8,3,1,8,3
2021,2,-3.8,8,1,1,8,1,-8.4,8,1,3,8,1,-3.7,8,3,2,8,3,-10.8,8,1,10,8,1,-3.3,8,3,1,8,3
2021,3,-3.4,8,1,0,8,1,-4.7,8,1,0,8,1,-3.1,5,3,0,8,3,-7.4,8,1,2,8,1,-0.7,8,3,0,8,3
2021,11,2.9,8,1,0,8,1,-1.4,8,1,0,8,1,3.3,8,3,0,8,3,-0.5,8,1,0,8,1,3.4,8,3,0,8,3
2021,12,-4.2,8,1,0,8,1,-5.7,8,1,6,8,1,-4.2,8,3,0,8,3,-10.0,8,1,9,8,1,-5.1,8,3,1,8,3
2022,1,-4.7,8,1,0,8,1,-7.0,8,1,4,8,1,-4.3,8,3,0,8,3,-10.4,8,1,15,8,1,-4.7,8,3,0,8,3
2022,2,-5.1,8,1,0,8,1,-6.6,8,1,3,8,1,-2.8,8,3,0,8,3,-9.4,8,1,8,8,1,-3.4,8,3,0,8,3
2022,3,-1.7,8,1,0,8,1,-4.3,8,1,0,8,1,-1.6,8,3,0,8,3,-3.5,8,1,0,8,1,0.9,8,3,0,8,3
2022,11,2.5,8,1,0,8,1,-0.1,8,1,0,8,1,2.8,8,3,0,8,3,-4.0,8,1,0,8,1,3.8,8,3,0,8,3
2022,12,-1.7,8,1,0,8,1,-3.7,8,1,1,8,1,-1.4,8,3,0,8,3,-9.3,8,1,10,8,1,-1.9,8,3,0,8,3
2023,1,-7.5,8,1,2,8,1,-8.4,8,1,5,8,1,-7.6,8,3,2,8,3,-13.2,8,1,21,8,1,-8.3,8,3,2,8,3
2023,2,-2.9,8,1,0,8,1,-7.3,8,1,1,8,1,-3.3,8,3,0,8,3,-10.5,8,1,12,8,1,-3.4,8,3,0,8,3
2023,3,-2.1,8,1,0,8,1,-3.2,8,1,0,8,1,-1.8,8,3,0,8,3,-5.4,8,1,0,8,1,0.7,8,3,0,8,3
2023,11,1.3,8,1,0,8,1,0.4,8,1,0,8,1,0.3,8,3,0,8,3,-5.2,8,1,2,8,1,0.0,8,3,0,8,3
2023,12,-2.1,8,1,0,8,1,-3.4,8,1,0,8,1,-2.5,8,3,0,8,3,-8.2,8,1,10,8,1,-1.7,8,3,0,8,3
2024,1,-3.3,8,1,0,8,1,-4.9,8,1,0,8,1,-2.8,8,3,0,8,3,-10.6,8,1,9,8,1,-3.8,8,3,0,8,3
2024,2,-2.9,8,1,0,8,1,-4.4,8,1,0,8,1,-2.5,8,3,0,8,3,-9.0,8,1,11,8,1,-2.9,8,3,0,8,3
2024,3,-2.6,8,1,0,8,1,-3.2,8,1,0,8,1,-1.8,8,3,0,8,3,-8.3,8,1,3,8,1,-2.7,8,3,0,8,3
2024,11,1.9,8,1,0,8,1,-0.5,8,1,0,8,1,2.2,8,3,0,8,3,-3.0,8,1,0,8,1,2.7,8,3,0,8,3
2024,12,-1.8,8,1,0,8,1,-3.9,8,1,0,8,1,-2.4,8,3,0,8,3,-8.4,8,1,14,8,1,-1.1,8,3,0,8,3
2025,1,-3.3,8,1,0,8,1,-6.1,8,1,0,8,1,-2.9,8,3,0,8,3,-8.5,8,1,9,8,1,-2.1,8,3,0,8,3
2025,2,-3.4,8,1,0,8,1,-6.5,8,1,2,8,1,-3.3,8,3,0,8,3,-8.2,8,1,4,8,1,-4.1,8,3,0,8,3
2025,3,-0.3,8,1,0,8,1,-4.2,8,1,0,8,1,-0.9,8,3,0,8,3,-6.4,8,1,2,8,1,-0.9,8,3,0,8,3
