ダウンロードした時刻：2020/03/14 11:20:26

,酒田,酒田,酒田,酒田,酒田,酒田
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
1996/3/25,5.3,8,1,6.9,8,1
1996/3/26,6.8,8,1,9.7,8,1
1996/3/27,4.6,8,1,9.7,8,1
1996/3/28,5.6,8,1,8.5,8,1
1996/3/29,5.3,8,1,9.9,8,1
1996/3/30,8.3,8,1,12.7,8,1
1996/3/31,8.6,8,1,11.2,8,1
1996/4/1,5.5,8,1,8.0,8,1
1996/4/2,3.5,8,1,6.2,8,1
1996/4/3,3.1,8,1,5.7,8,1
1996/4/4,4.0,8,1,8.6,8,1
1996/4/5,5.6,8,1,9.0,8,1
1996/4/6,7.9,8,1,10.5,8,1
1996/4/7,6.8,8,1,12.0,8,1
1996/4/8,7.2,8,1,11.6,8,1
1996/4/9,6.9,8,1,11.3,8,1
1996/4/10,7.3,8,1,10.9,8,1
1996/4/11,4.4,8,1,8.2,8,1
1996/4/12,3.8,8,1,7.1,8,1
1996/4/13,6.2,8,1,9.2,8,1
1996/4/14,8.7,8,1,12.4,8,1
1996/4/15,9.1,8,1,15.4,8,1
1996/4/16,8.7,8,1,11.8,8,1
1996/4/17,9.0,8,1,12.9,8,1
1996/4/18,7.9,8,1,10.0,8,1
1996/4/19,7.0,8,1,10.0,8,1
1996/4/20,5.5,8,1,9.4,8,1
1996/4/21,4.9,8,1,7.0,8,1
1996/4/22,6.6,8,1,12.5,8,1
1996/4/23,11.1,8,1,18.9,8,1
1996/4/24,12.5,8,1,20.1,8,1
1996/4/25,13.3,8,1,20.2,8,1
1996/4/26,12.8,8,1,18.6,8,1
1996/4/27,13.2,8,1,17.8,8,1
1996/4/28,10.5,8,1,12.1,8,1
1996/4/29,14.1,8,1,22.2,8,1
1996/4/30,17.1,8,1,24.1,8,1
1997/1/1,8.1,8,1,14.4,8,1
1997/1/2,5.8,8,1,11.0,8,1
1997/1/3,1.8,8,1,4.0,8,1
1997/1/4,2.5,8,1,3.8,8,1
1997/1/5,3.2,8,1,4.9,8,1
1997/1/6,3.2,8,1,5.0,8,1
1997/1/7,3.4,8,1,5.4,8,1
1997/1/8,1.2,8,1,4.4,8,1
1997/1/9,1.9,8,1,3.4,8,1
1997/1/10,2.4,8,1,4.5,8,1
1997/1/11,2.1,8,1,4.2,8,1
1997/1/12,2.1,8,1,3.9,8,1
1997/1/13,2.6,8,1,6.2,8,1
1997/1/14,2.9,8,1,6.5,8,1
1997/1/15,2.3,8,1,3.4,8,1
1997/1/16,4.4,8,1,5.8,8,1
1997/1/17,5.0,8,1,7.9,8,1
1997/1/18,3.3,8,1,6.3,8,1
1997/1/19,1.6,8,1,3.2,8,1
1997/1/20,1.6,8,1,3.6,8,1
1997/1/21,-1.9,8,1,0.7,8,1
1997/1/22,-1.8,8,1,2.7,8,1
1997/1/23,3.4,8,1,5.0,8,1
1997/1/24,1.3,8,1,3.6,8,1
1997/1/25,-0.6,8,1,1.6,8,1
1997/1/26,1.4,8,1,2.9,8,1
1997/1/27,2.5,8,1,4.7,8,1
1997/1/28,2.5,8,1,4.9,8,1
1997/1/29,1.8,8,1,4.3,8,1
1997/1/30,0.4,8,1,2.6,8,1
1997/1/31,1.3,8,1,2.5,8,1
1997/2/1,0.8,8,1,2.6,8,1
1997/2/2,0.6,8,1,2.8,8,1
1997/2/3,2.1,8,1,4.7,8,1
1997/2/4,3.0,8,1,5.5,8,1
1997/2/5,1.9,8,1,4.1,8,1
1997/2/6,1.5,8,1,4.1,8,1
1997/2/7,1.9,8,1,4.0,8,1
1997/2/8,1.9,8,1,6.3,8,1
1997/2/9,4.7,8,1,6.0,8,1
1997/2/10,4.2,8,1,6.8,8,1
1997/2/11,2.5,8,1,6.8,8,1
1997/2/12,2.2,8,1,4.7,8,1
1997/2/13,0.7,8,1,2.5,8,1
1997/2/14,2.0,8,1,4.6,8,1
1997/2/15,2.6,8,1,6.1,8,1
1997/2/16,5.1,8,1,7.7,8,1
1997/2/17,2.2,8,1,5.0,8,1
1997/2/18,0.4,8,1,1.8,8,1
1997/2/19,0.9,8,1,3.8,8,1
1997/2/20,5.2,8,1,9.0,8,1
1997/2/21,0.4,8,1,4.8,8,1
1997/2/22,-0.6,8,1,1.2,8,1
1997/2/23,2.7,8,1,4.6,8,1
1997/2/24,4.9,8,1,8.5,8,1
1997/2/25,6.3,8,1,12.3,8,1
1997/2/26,4.9,8,1,7.2,8,1
1997/2/27,3.0,8,1,6.0,8,1
1997/2/28,5.3,8,1,12.4,8,1
1997/3/1,5.5,8,1,10.3,8,1
1997/3/2,1.8,8,1,5.4,8,1
1997/3/3,-0.5,8,1,1.3,8,1
1997/3/4,2.6,8,1,6.5,8,1
1997/3/5,5.1,8,1,10.4,8,1
1997/3/6,7.4,8,1,14.8,8,1
1997/3/7,7.8,8,1,10.8,8,1
1997/3/8,4.1,8,1,9.1,8,1
1997/3/9,2.7,8,1,3.8,8,1
1997/3/10,4.6,8,1,7.4,8,1
1997/3/11,5.1,8,1,9.1,8,1
1997/3/12,3.3,8,1,5.7,8,1
1997/3/13,5.3,8,1,8.2,8,1
1997/3/14,7.2,8,1,12.4,8,1
1997/3/15,6.8,8,1,8.8,8,1
1997/3/16,4.0,8,1,5.5,8,1
1997/3/17,3.4,8,1,6.3,8,1
1997/3/18,3.7,8,1,7.5,8,1
1997/3/19,3.8,8,1,9.0,8,1
1997/3/20,5.6,8,1,10.1,8,1
1997/3/21,6.4,8,1,12.6,8,1
1997/3/22,5.6,8,1,8.2,8,1
1997/3/23,4.7,8,1,7.6,8,1
1997/3/24,2.9,8,1,5.9,8,1
1997/3/25,8.1,8,1,11.0,8,1
1997/3/26,6.8,8,1,10.3,8,1
1997/3/27,5.6,8,1,10.0,8,1
1997/3/28,7.0,8,1,13.3,8,1
1997/3/29,11.6,8,1,18.0,8,1
1997/3/30,6.9,8,1,13.8,8,1
1997/3/31,4.5,8,1,7.7,8,1
1997/4/1,7.6,8,1,11.2,8,1
1997/4/2,6.7,8,1,11.2,8,1
1997/4/3,9.1,8,1,13.2,8,1
1997/4/4,9.3,8,1,12.5,8,1
1997/4/5,10.0,8,1,11.3,8,1
1997/4/6,11.6,8,1,17.6,8,1
1997/4/7,11.0,8,1,14.2,8,1
1997/4/8,8.8,8,1,10.8,8,1
1997/4/9,9.6,8,1,16.2,8,1
1997/4/10,10.2,8,1,13.4,8,1
1997/4/11,8.4,8,1,10.7,8,1
1997/4/12,6.2,8,1,9.0,8,1
1997/4/13,11.2,8,1,12.8,8,1
1997/4/14,8.5,8,1,12.4,8,1
1997/4/15,6.0,8,1,10.6,8,1
1997/4/16,5.7,8,1,9.7,8,1
1997/4/17,8.8,8,1,14.5,8,1
1997/4/18,10.3,8,1,14.0,8,1
1997/4/19,9.7,8,1,12.8,8,1
1997/4/20,9.5,8,1,13.6,8,1
1997/4/21,13.7,8,1,19.1,8,1
1997/4/22,11.6,8,1,14.7,8,1
1997/4/23,8.1,8,1,9.5,8,1
1997/4/24,8.5,8,1,11.4,8,1
1997/4/25,10.8,8,1,15.2,8,1
1997/4/26,12.5,8,1,15.7,8,1
1997/4/27,13.1,8,1,18.8,8,1
1997/4/28,16.2,8,1,24.1,8,1
1997/4/29,16.2,8,1,20.9,8,1
1997/4/30,13.6,8,1,16.9,8,1
1998/1/1,2.0,8,1,6.0,8,1
1998/1/2,1.9,8,1,4.0,8,1
1998/1/3,3.9,8,1,8.8,8,1
1998/1/4,4.1,8,1,10.3,8,1
1998/1/5,1.1,8,1,5.0,8,1
1998/1/6,0.5,8,1,2.4,8,1
1998/1/7,-0.5,8,1,1.5,8,1
1998/1/8,-1.1,8,1,0.4,8,1
1998/1/9,0.4,8,1,3.4,8,1
1998/1/10,3.5,8,1,4.5,8,1
1998/1/11,2.2,8,1,3.8,8,1
1998/1/12,0.5,8,1,2.5,8,1
1998/1/13,1.0,8,1,4.2,8,1
1998/1/14,0.9,8,1,3.3,8,1
1998/1/15,-1.5,8,1,0.3,8,1
1998/1/16,2.2,8,1,4.9,8,1
1998/1/17,2.2,8,1,4.6,8,1
1998/1/18,5.5,8,1,8.3,8,1
1998/1/19,0.4,8,1,6.1,8,1
1998/1/20,-0.5,8,1,2.3,8,1
1998/1/21,0.4,8,1,4.1,8,1
1998/1/22,-1.6,8,1,-0.2,8,1
1998/1/23,-0.9,8,1,0.8,8,1
1998/1/24,-2.1,8,1,-0.6,8,1
1998/1/25,-0.4,8,1,1.5,8,1
1998/1/26,-0.2,8,1,1.4,8,1
1998/1/27,-1.5,8,1,-0.1,8,1
1998/1/28,-1.8,8,1,-0.7,8,1
1998/1/29,-0.7,8,1,1.1,8,1
1998/1/30,1.8,8,1,5.4,8,1
1998/1/31,0.6,8,1,4.4,8,1
1998/2/1,0.4,8,1,2.4,8,1
1998/2/2,2.5,8,1,4.2,8,1
1998/2/3,1.6,8,1,3.3,8,1
1998/2/4,-0.6,8,1,2.1,8,1
1998/2/5,1.7,8,1,3.2,8,1
1998/2/6,3.4,8,1,5.6,8,1
1998/2/7,1.4,8,1,5.0,8,1
1998/2/8,3.4,8,1,6.8,8,1
1998/2/9,2.6,8,1,4.1,8,1
1998/2/10,0.2,8,1,1.9,8,1
1998/2/11,1.5,8,1,4.4,8,1
1998/2/12,4.3,8,1,10.2,8,1
1998/2/13,4.5,8,1,6.9,8,1
1998/2/14,2.9,8,1,4.7,8,1
1998/2/15,1.3,8,1,3.0,8,1
1998/2/16,1.1,8,1,3.2,8,1
1998/2/17,0.2,8,1,3.7,8,1
1998/2/18,0.6,8,1,3.0,8,1
1998/2/19,1.0,8,1,8.2,8,1
1998/2/20,3.9,8,1,8.0,8,1
1998/2/21,3.1,8,1,6.8,8,1
1998/2/22,1.0,8,1,3.9,8,1
1998/2/23,2.9,8,1,7.4,8,1
1998/2/24,3.9,8,1,10.3,8,1
1998/2/25,5.1,8,1,8.8,8,1
1998/2/26,7.7,8,1,12.7,8,1
1998/2/27,6.2,8,1,9.9,8,1
1998/2/28,5.6,8,1,11.8,8,1
1998/3/1,6.1,8,1,9.3,8,1
1998/3/2,6.8,8,1,9.5,8,1
1998/3/3,7.1,8,1,10.9,8,1
1998/3/4,6.0,8,1,8.7,8,1
1998/3/5,4.0,8,1,7.6,8,1
1998/3/6,4.5,8,1,9.2,8,1
1998/3/7,3.6,8,1,7.6,8,1
1998/3/8,4.2,8,1,6.8,8,1
1998/3/9,4.3,8,1,8.4,8,1
1998/3/10,1.4,8,1,4.4,8,1
1998/3/11,4.6,8,1,9.5,8,1
1998/3/12,8.2,8,1,10.8,8,1
1998/3/13,7.2,8,1,10.4,8,1
1998/3/14,7.4,8,1,10.7,8,1
1998/3/15,2.2,8,1,6.0,8,1
1998/3/16,2.0,8,1,5.6,8,1
1998/3/17,1.2,8,1,3.0,8,1
1998/3/18,4.2,8,1,6.5,8,1
1998/3/19,7.8,8,1,15.9,8,1
1998/3/20,6.8,8,1,14.1,8,1
1998/3/21,4.3,8,1,7.0,8,1
1998/3/22,3.1,8,1,5.0,8,1
1998/3/23,4.3,8,1,7.4,8,1
1998/3/24,5.7,8,1,10.1,8,1
1998/3/25,7.2,8,1,11.6,8,1
1998/3/26,8.7,8,1,12.7,8,1
1998/3/27,8.5,8,1,9.8,8,1
1998/3/28,10.3,8,1,13.8,8,1
1998/3/29,12.4,8,1,16.5,8,1
1998/3/30,11.0,8,1,14.4,8,1
1998/3/31,5.2,8,1,8.4,8,1
1998/4/1,3.9,8,1,7.0,8,1
1998/4/2,2.5,8,1,5.3,8,1
1998/4/3,6.2,8,1,10.1,8,1
1998/4/4,7.7,8,1,13.3,8,1
1998/4/5,9.0,8,1,14.6,8,1
1998/4/6,12.6,8,1,19.1,8,1
1998/4/7,11.7,8,1,18.4,8,1
1998/4/8,10.4,8,1,13.4,8,1
1998/4/9,8.3,8,1,10.3,8,1
1998/4/10,10.0,8,1,12.0,8,1
1998/4/11,11.5,8,1,14.4,8,1
1998/4/12,13.7,8,1,20.1,8,1
1998/4/13,20.1,8,1,27.9,8,1
1998/4/14,14.4,8,1,16.8,8,1
1998/4/15,13.6,8,1,15.2,8,1
1998/4/16,11.3,8,1,14.4,8,1
1998/4/17,11.2,8,1,16.1,8,1
1998/4/18,12.7,8,1,18.0,8,1
1998/4/19,12.9,8,1,16.3,8,1
1998/4/20,16.3,8,1,22.0,8,1
1998/4/21,17.4,8,1,24.5,8,1
1998/4/22,17.9,8,1,25.1,8,1
1998/4/23,18.0,8,1,22.6,8,1
1998/4/24,19.1,8,1,23.0,8,1
1998/4/25,13.6,8,1,17.6,8,1
1998/4/26,10.3,8,1,11.7,8,1
1998/4/27,11.6,8,1,16.4,8,1
1998/4/28,13.7,8,1,17.7,8,1
1998/4/29,13.2,8,1,18.7,8,1
1998/4/30,11.5,8,1,15.9,8,1
1999/1/1,0.3,8,1,2.3,8,1
1999/1/2,1.6,8,1,3.6,8,1
1999/1/3,1.3,8,1,2.8,8,1
1999/1/4,0.9,8,1,2.6,8,1
1999/1/5,1.4,8,1,7.0,8,1
1999/1/6,4.8,8,1,8.1,8,1
1999/1/7,0.5,8,1,3.2,8,1
1999/1/8,-2.9,8,1,-1.8,8,1
1999/1/9,-1.8,8,1,0.0,8,1
1999/1/10,-0.6,8,1,0.6,8,1
1999/1/11,0.4,8,1,2.8,8,1
1999/1/12,2.7,8,1,3.4,8,1
1999/1/13,3.0,8,1,5.3,8,1
1999/1/14,1.2,8,1,2.6,8,1
1999/1/15,2.7,8,1,4.1,8,1
1999/1/16,2.7,8,1,4.6,8,1
1999/1/17,2.0,8,1,3.8,8,1
1999/1/18,2.3,8,1,6.7,8,1
1999/1/19,4.0,8,1,6.9,8,1
1999/1/20,4.6,8,1,7.7,8,1
1999/1/21,0.1,8,1,2.1,8,1
1999/1/22,2.9,8,1,8.1,8,1
1999/1/23,5.3,8,1,8.2,8,1
1999/1/24,2.3,8,1,6.7,8,1
1999/1/25,5.4,8,1,8.7,8,1
1999/1/26,4.9,8,1,8.3,8,1
1999/1/27,3.4,8,1,7.9,8,1
1999/1/28,2.1,8,1,7.2,8,1
1999/1/29,-2.2,8,1,-0.6,8,1
1999/1/30,-2.0,8,1,0.9,8,1
1999/1/31,1.9,8,1,4.5,8,1
1999/2/1,1.4,8,1,2.9,8,1
1999/2/2,-1.0,8,1,1.1,8,1
1999/2/3,-2.8,8,1,-0.3,8,1
1999/2/4,-2.5,8,1,2.5,8,1
1999/2/5,-1.4,8,1,3.3,8,1
1999/2/6,0.4,8,1,2.8,8,1
1999/2/7,3.3,8,1,6.4,8,1
1999/2/8,2.0,8,1,5.8,8,1
1999/2/9,2.0,8,1,6.0,8,1
1999/2/10,1.2,8,1,5.6,8,1
1999/2/11,1.0,8,1,5.5,8,1
1999/2/12,2.3,8,1,5.7,8,1
1999/2/13,-1.8,8,1,-0.5,8,1
1999/2/14,-0.9,8,1,0.8,8,1
1999/2/15,1.3,8,1,3.1,8,1
1999/2/16,3.2,8,1,8.3,8,1
1999/2/17,6.6,8,1,11.8,8,1
1999/2/18,7.0,8,1,11.3,8,1
1999/2/19,0.4,8,1,1.9,8,1
1999/2/20,-1.3,8,1,0.4,8,1
1999/2/21,-0.3,8,1,1.4,8,1
1999/2/22,2.9,8,1,5.6,8,1
1999/2/23,3.3,8,1,5.6,8,1
1999/2/24,2.5,8,1,6.7,8,1
1999/2/25,5.2,8,1,7.5,8,1
1999/2/26,7.2,8,1,11.6,8,1
1999/2/27,3.1,8,1,9.7,8,1
1999/2/28,0.7,8,1,4.2,8,1
1999/3/1,5.3,8,1,8.6,8,1
1999/3/2,4.9,8,1,8.1,8,1
1999/3/3,5.2,8,1,9.6,8,1
1999/3/4,7.3,8,1,10.0,8,1
1999/3/5,7.3,8,1,12.8,8,1
1999/3/6,1.6,8,1,4.5,8,1
1999/3/7,2.1,8,1,5.4,8,1
1999/3/8,2.6,8,1,5.2,8,1
1999/3/9,2.0,8,1,4.7,8,1
1999/3/10,3.7,8,1,7.5,8,1
1999/3/11,2.5,8,1,4.1,8,1
1999/3/12,1.1,8,1,3.2,8,1
1999/3/13,4.5,8,1,13.1,8,1
1999/3/14,9.9,8,1,17.3,8,1
1999/3/15,7.6,8,1,10.4,8,1
1999/3/16,7.2,8,1,9.5,8,1
1999/3/17,9.2,8,1,13.6,8,1
1999/3/18,12.6,8,1,21.0,8,1
1999/3/19,7.5,8,1,10.8,8,1
1999/3/20,3.6,8,1,5.1,8,1
1999/3/21,2.8,8,1,6.6,8,1
1999/3/22,2.6,8,1,5.6,8,1
1999/3/23,2.1,8,1,5.3,8,1
1999/3/24,5.5,8,1,12.3,8,1
1999/3/25,9.3,8,1,16.1,8,1
1999/3/26,11.7,8,1,18.6,8,1
1999/3/27,6.6,8,1,9.5,8,1
1999/3/28,2.4,8,1,6.4,8,1
1999/3/29,-0.5,8,1,1.1,8,1
1999/3/30,1.7,8,1,4.7,8,1
1999/3/31,4.6,8,1,10.3,8,1
1999/4/1,9.8,8,1,16.8,8,1
1999/4/2,8.6,8,1,12.5,8,1
1999/4/3,4.3,8,1,6.9,8,1
1999/4/4,7.9,8,1,13.3,8,1
1999/4/5,5.8,8,1,13.0,8,1
1999/4/6,5.9,8,1,12.1,8,1
1999/4/7,5.6,8,1,9.2,8,1
1999/4/8,5.2,8,1,7.2,8,1
1999/4/9,8.1,8,1,12.5,8,1
1999/4/10,10.5,8,1,16.7,8,1
1999/4/11,15.4,8,1,20.1,8,1
1999/4/12,16.9,8,1,21.2,8,1
1999/4/13,12.5,8,1,14.9,8,1
1999/4/14,9.4,8,1,10.8,8,1
1999/4/15,7.7,8,1,10.7,8,1
1999/4/16,11.6,8,1,19.1,8,1
1999/4/17,11.2,8,1,15.3,8,1
1999/4/18,14.6,8,1,21.8,8,1
1999/4/19,15.7,8,1,19.0,8,1
1999/4/20,12.4,8,1,15.4,8,1
1999/4/21,9.4,8,1,14.0,8,1
1999/4/22,12.3,8,1,19.8,8,1
1999/4/23,18.9,8,1,26.9,8,1
1999/4/24,16.7,8,1,19.4,8,1
1999/4/25,15.7,8,1,20.7,8,1
1999/4/26,13.8,8,1,16.5,8,1
1999/4/27,12.3,8,1,13.7,8,1
1999/4/28,10.4,8,1,12.6,8,1
1999/4/29,9.4,8,1,12.7,8,1
1999/4/30,9.3,8,1,13.9,8,1
2000/1/1,4.1,8,1,5.9,8,1
2000/1/2,3.8,8,1,5.6,8,1
2000/1/3,5.4,8,1,8.8,8,1
2000/1/4,6.0,8,1,7.5,8,1
2000/1/5,4.8,8,1,7.6,8,1
2000/1/6,7.0,8,1,9.5,8,1
2000/1/7,6.9,8,1,10.2,8,1
2000/1/8,5.0,8,1,7.7,8,1
2000/1/9,4.2,8,1,5.6,8,1
2000/1/10,5.4,8,1,9.9,8,1
2000/1/11,1.9,8,1,3.5,8,1
2000/1/12,2.8,8,1,4.5,8,1
2000/1/13,5.5,8,1,8.5,8,1
2000/1/14,7.2,8,1,10.9,8,1
2000/1/15,4.0,8,1,6.5,8,1
2000/1/16,3.9,8,1,7.2,8,1
2000/1/17,3.7,8,1,6.8,8,1
2000/1/18,3.1,8,1,4.2,8,1
2000/1/19,3.6,8,1,8.4,8,1
2000/1/20,3.6,8,1,7.1,8,1
2000/1/21,1.2,8,1,3.2,8,1
2000/1/22,1.1,8,1,3.4,8,1
2000/1/23,2.8,8,1,6.6,8,1
2000/1/24,2.2,8,1,4.7,8,1
2000/1/25,-1.6,8,1,0.1,8,1
2000/1/26,-2.3,8,1,-0.2,8,1
2000/1/27,-2.7,8,1,-0.7,8,1
2000/1/28,2.5,8,1,4.8,8,1
2000/1/29,3.6,8,1,7.4,8,1
2000/1/30,3.0,8,1,7.2,8,1
2000/1/31,1.0,8,1,3.1,8,1
2000/2/1,2.8,8,1,5.3,8,1
2000/2/2,4.3,8,1,6.5,8,1
2000/2/3,4.6,8,1,7.0,8,1
2000/2/4,3.5,8,1,5.8,8,1
2000/2/5,5.2,8,1,7.1,8,1
2000/2/6,3.7,8,1,6.7,8,1
2000/2/7,4.8,8,1,8.3,8,1
2000/2/8,3.8,8,1,7.6,8,1
2000/2/9,1.5,8,1,3.2,8,1
2000/2/10,1.9,8,1,4.5,8,1
2000/2/11,2.5,8,1,4.8,8,1
2000/2/12,3.6,8,1,7.0,8,1
2000/2/13,1.7,8,1,2.9,8,1
2000/2/14,3.5,8,1,6.2,8,1
2000/2/15,0.1,8,1,3.4,8,1
2000/2/16,-1.9,8,1,-0.4,8,1
2000/2/17,-0.6,8,1,1.9,8,1
2000/2/18,0.6,8,1,3.0,8,1
2000/2/19,1.2,8,1,4.0,8,1
2000/2/20,1.5,8,1,5.2,8,1
2000/2/21,0.2,8,1,2.8,8,1
2000/2/22,-0.3,8,1,1.7,8,1
2000/2/23,0.1,8,1,3.3,8,1
2000/2/24,-0.2,8,1,3.4,8,1
2000/2/25,-0.7,8,1,0.8,8,1
2000/2/26,0.2,8,1,2.2,8,1
2000/2/27,0.1,8,1,3.3,8,1
2000/2/28,0.4,8,1,2.7,8,1
2000/2/29,0.1,8,1,3.0,8,1
2000/3/1,1.7,8,1,3.8,8,1
2000/3/2,5.1,8,1,8.1,8,1
2000/3/3,5.9,8,1,10.1,8,1
2000/3/4,5.4,8,1,10.9,8,1
2000/3/5,5.8,8,1,8.5,8,1
2000/3/6,3.3,8,1,7.5,8,1
2000/3/7,2.2,8,1,6.2,8,1
2000/3/8,1.4,8,1,3.2,8,1
2000/3/9,-1.2,8,1,1.2,8,1
2000/3/10,-0.3,8,1,2.3,8,1
2000/3/11,3.3,8,1,8.1,8,1
2000/3/12,3.5,8,1,5.9,8,1
2000/3/13,1.4,8,1,5.2,8,1
2000/3/14,2.5,8,1,4.5,8,1
2000/3/15,3.6,8,1,6.4,8,1
2000/3/16,2.9,8,1,4.9,8,1
2000/3/17,3.8,8,1,5.9,8,1
2000/3/18,7.2,8,1,10.1,8,1
2000/3/19,8.9,8,1,14.2,8,1
2000/3/20,4.2,8,1,7.2,8,1
2000/3/21,3.7,8,1,7.0,8,1
2000/3/22,3.3,8,1,7.8,8,1
2000/3/23,5.7,8,1,11.2,8,1
2000/3/24,5.6,8,1,8.8,8,1
2000/3/25,3.7,8,1,5.8,8,1
2000/3/26,1.9,8,1,4.7,8,1
2000/3/27,3.8,8,1,7.6,8,1
2000/3/28,8.9,8,1,15.7,8,1
2000/3/29,9.9,8,1,13.7,8,1
2000/3/30,6.2,8,1,7.7,8,1
2000/3/31,8.3,8,1,13.4,8,1
2000/4/1,7.1,8,1,9.7,8,1
2000/4/2,6.6,8,1,9.2,8,1
2000/4/3,4.8,8,1,10.2,8,1
2000/4/4,9.6,8,1,16.9,8,1
2000/4/5,10.1,8,1,12.3,8,1
2000/4/6,7.6,8,1,10.7,8,1
2000/4/7,10.0,8,1,19.3,8,1
2000/4/8,8.2,8,1,11.1,8,1
2000/4/9,9.3,8,1,15.1,8,1
2000/4/10,12.9,8,1,18.6,8,1
2000/4/11,6.1,8,1,9.3,8,1
2000/4/12,8.8,8,1,12.8,8,1
2000/4/13,9.8,8,1,16.0,8,1
2000/4/14,9.8,8,1,12.7,8,1
2000/4/15,8.2,8,1,10.6,8,1
2000/4/16,6.8,8,1,9.3,8,1
2000/4/17,6.9,8,1,10.3,8,1
2000/4/18,8.9,8,1,14.3,8,1
2000/4/19,11.6,8,1,14.4,8,1
2000/4/20,9.7,8,1,12.0,8,1
2000/4/21,14.0,8,1,17.2,8,1
2000/4/22,11.9,8,1,14.3,8,1
2000/4/23,10.6,8,1,14.0,8,1
2000/4/24,11.8,8,1,15.7,8,1
2000/4/25,12.0,8,1,15.5,8,1
2000/4/26,12.8,8,1,20.7,8,1
2000/4/27,11.7,8,1,14.5,8,1
2000/4/28,8.8,8,1,10.9,8,1
2000/4/29,10.4,8,1,14.0,8,1
2000/4/30,12.7,8,1,18.8,8,1
2001/1/1,2.7,8,1,6.0,8,1
2001/1/2,1.8,8,1,4.7,8,1
2001/1/3,0.7,8,1,2.6,8,1
2001/1/4,0.7,8,1,2.8,8,1
2001/1/5,1.4,8,1,4.1,8,1
2001/1/6,0.3,8,1,2.1,8,1
2001/1/7,-0.1,8,1,0.8,8,1
2001/1/8,0.7,8,1,1.3,8,1
2001/1/9,1.0,8,1,3.5,8,1
2001/1/10,3.7,8,1,8.5,8,1
2001/1/11,1.0,8,1,7.2,8,1
2001/1/12,-2.6,8,1,-1.3,8,1
2001/1/13,-3.5,8,1,-1.9,8,1
2001/1/14,-4.1,8,1,-1.4,8,1
2001/1/15,-1.3,8,1,0.4,8,1
2001/1/16,-1.9,8,1,-0.1,8,1
2001/1/17,-1.7,8,1,-0.2,8,1
2001/1/18,-1.5,8,1,0.4,8,1
2001/1/19,-1.7,8,1,0.8,8,1
2001/1/20,-0.8,8,1,1.6,8,1
2001/1/21,2.0,8,1,5.3,8,1
2001/1/22,1.3,8,1,2.5,8,1
2001/1/23,0.7,8,1,2.2,8,1
2001/1/24,0.4,8,1,2.8,8,1
2001/1/25,1.3,8,1,4.8,8,1
2001/1/26,1.4,8,1,3.5,8,1
2001/1/27,0.6,8,1,2.4,8,1
2001/1/28,2.9,8,1,5.7,8,1
2001/1/29,1.8,8,1,3.5,8,1
2001/1/30,1.1,8,1,3.8,8,1
2001/1/31,1.2,8,1,3.0,8,1
2001/2/1,2.6,8,1,6.1,8,1
2001/2/2,-1.7,8,1,0.6,8,1
2001/2/3,-1.5,8,1,1.7,8,1
2001/2/4,-1.2,8,1,0.1,8,1
2001/2/5,0.7,8,1,5.2,8,1
2001/2/6,1.4,8,1,3.7,8,1
2001/2/7,-0.3,8,1,1.5,8,1
2001/2/8,-0.7,8,1,1.2,8,1
2001/2/9,0.6,8,1,4.5,8,1
2001/2/10,0.4,8,1,3.7,8,1
2001/2/11,-2.8,8,1,-1.3,8,1
2001/2/12,-1.8,8,1,-0.2,8,1
2001/2/13,-1.3,8,1,0.1,8,1
2001/2/14,-2.4,8,1,-0.5,8,1
2001/2/15,-1.3,8,1,1.4,8,1
2001/2/16,-1.0,8,1,1.3,8,1
2001/2/17,0.7,8,1,3.3,8,1
2001/2/18,4.7,8,1,6.1,8,1
2001/2/19,2.0,8,1,4.9,8,1
2001/2/20,1.5,8,1,3.9,8,1
2001/2/21,3.3,8,1,10.1,8,1
2001/2/22,7.2,8,1,9.8,8,1
2001/2/23,5.8,8,1,9.7,8,1
2001/2/24,0.6,8,1,1.4,8,1
2001/2/25,-0.6,8,1,1.4,8,1
2001/2/26,0.5,8,1,3.1,8,1
2001/2/27,4.4,8,1,7.8,8,1
2001/2/28,4.7,8,1,7.8,8,1
2001/3/1,3.7,8,1,6.8,8,1
2001/3/2,3.0,8,1,6.7,8,1
2001/3/3,4.6,8,1,7.1,8,1
2001/3/4,5.8,8,1,10.0,8,1
2001/3/5,2.0,8,1,3.8,8,1
2001/3/6,3.3,8,1,5.9,8,1
2001/3/7,3.9,8,1,8.5,8,1
2001/3/8,-0.1,8,1,1.8,8,1
2001/3/9,-0.7,8,1,1.7,8,1
2001/3/10,-0.4,8,1,1.8,8,1
2001/3/11,-0.2,8,1,1.8,8,1
2001/3/12,1.2,8,1,3.9,8,1
2001/3/13,-0.1,8,1,3.6,8,1
2001/3/14,3.4,8,1,10.3,8,1
2001/3/15,5.5,8,1,12.5,8,1
2001/3/16,4.2,8,1,7.9,8,1
2001/3/17,6.2,8,1,11.9,8,1
2001/3/18,7.2,8,1,10.3,8,1
2001/3/19,9.0,8,1,12.5,8,1
2001/3/20,10.2,8,1,16.2,8,1
2001/3/21,6.4,8,1,11.5,8,1
2001/3/22,9.0,8,1,16.6,8,1
