ダウンロードした時刻：2020/03/14 11:20:26

,酒田,酒田,酒田,酒田,酒田,酒田
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,,,
,,品質情報,均質番号,,品質情報,均質番号
2006/3/22,6.9,8,1,9.8,8,1
2006/3/23,6.3,8,1,9.1,8,1
2006/3/24,5.4,8,1,7.5,8,1
2006/3/25,6.3,8,1,10.9,8,1
2006/3/26,5.4,8,1,15.6,8,1
2006/3/27,4.9,8,1,8.6,8,1
2006/3/28,9.9,8,1,17.9,8,1
2006/3/29,3.1,8,1,5.8,8,1
2006/3/30,2.5,8,1,4.8,8,1
2006/3/31,2.9,8,1,4.9,8,1
2006/4/1,5.7,8,1,9.2,8,1
2006/4/2,7.7,8,1,11.9,8,1
2006/4/3,5.6,8,1,8.6,8,1
2006/4/4,7.5,8,1,12.0,8,1
2006/4/5,7.7,8,1,10.7,8,1
2006/4/6,4.7,8,1,6.7,8,1
2006/4/7,5.1,8,1,7.6,8,1
2006/4/8,6.6,8,1,8.7,8,1
2006/4/9,5.5,8,1,8.4,8,1
2006/4/10,7.4,8,1,13.7,8,1
2006/4/11,12.0,8,1,16.0,8,1
2006/4/12,15.6,8,1,21.2,8,1
2006/4/13,9.7,8,1,13.5,8,1
2006/4/14,7.4,5,1,9.9,8,1
2006/4/15,8.9,8,1,15.0,8,1
2006/4/16,7.7,8,1,10.8,8,1
2006/4/17,7.6,8,1,10.3,8,1
2006/4/18,9.6,8,1,13.4,8,1
2006/4/19,13.3,8,1,18.2,8,1
2006/4/20,7.9,8,1,17.1,8,1
2006/4/21,7.0,8,1,11.2,8,1
2006/4/22,7.5,8,1,10.9,8,1
2006/4/23,11.5,8,1,19.5,8,1
2006/4/24,10.8,8,1,14.4,8,1
2006/4/25,8.1,8,1,12.1,8,1
2006/4/26,10.7,8,1,14.1,8,1
2006/4/27,9.4,8,1,13.0,8,1
2006/4/28,10.6,8,1,14.4,8,1
2006/4/29,14.6,8,1,22.4,8,1
2006/4/30,15.2,8,1,21.8,8,1
2007/1/1,5.3,8,1,8.5,8,1
2007/1/2,4.8,8,1,8.6,8,1
2007/1/3,4.2,8,1,6.8,8,1
2007/1/4,5.1,8,1,7.6,8,1
2007/1/5,3.8,8,1,8.2,8,1
2007/1/6,5.1,8,1,7.6,8,1
2007/1/7,7.0,8,1,9.3,8,1
2007/1/8,4.2,8,1,5.7,8,1
2007/1/9,2.9,8,1,4.1,8,1
2007/1/10,2.4,8,1,4.2,8,1
2007/1/11,3.0,8,1,4.6,8,1
2007/1/12,1.8,8,1,3.8,8,1
2007/1/13,2.6,8,1,5.0,8,1
2007/1/14,2.9,8,1,4.9,8,1
2007/1/15,3.4,8,1,6.0,8,1
2007/1/16,3.2,8,1,6.4,8,1
2007/1/17,2.9,8,1,6.6,8,1
2007/1/18,2.6,8,1,5.5,8,1
2007/1/19,3.6,8,1,5.1,8,1
2007/1/20,4.6,8,1,7.6,8,1
2007/1/21,3.3,8,1,8.3,8,1
2007/1/22,3.6,8,1,5.8,8,1
2007/1/23,4.7,8,1,6.6,8,1
2007/1/24,4.4,8,1,6.5,8,1
2007/1/25,4.3,8,1,5.4,8,1
2007/1/26,4.7,8,1,8.7,8,1
2007/1/27,6.1,8,1,8.5,8,1
2007/1/28,4.3,8,1,7.7,8,1
2007/1/29,4.1,8,1,9.8,8,1
2007/1/30,4.4,8,1,10.4,8,1
2007/1/31,5.0,8,1,6.9,8,1
2007/2/1,2.5,8,1,4.7,8,1
2007/2/2,2.3,8,1,3.9,8,1
2007/2/3,4.7,8,1,7.3,8,1
2007/2/4,2.2,8,1,4.8,8,1
2007/2/5,4.5,8,1,9.6,8,1
2007/2/6,7.4,8,1,12.6,8,1
2007/2/7,5.0,8,1,7.2,8,1
2007/2/8,5.6,8,1,7.9,8,1
2007/2/9,4.5,8,1,6.5,8,1
2007/2/10,4.6,8,1,7.8,8,1
2007/2/11,3.0,8,1,5.2,8,1
2007/2/12,2.6,8,1,4.4,8,1
2007/2/13,2.2,8,1,7.2,8,1
2007/2/14,5.7,8,1,10.2,8,1
2007/2/15,2.7,8,1,8.0,8,1
2007/2/16,3.1,8,1,4.8,8,1
2007/2/17,3.5,8,1,8.3,8,1
2007/2/18,4.4,8,1,8.4,8,1
2007/2/19,4.6,8,1,6.4,8,1
2007/2/20,3.4,8,1,8.2,8,1
2007/2/21,3.9,8,1,10.0,8,1
2007/2/22,6.7,8,1,13.6,8,1
2007/2/23,7.2,8,1,13.4,8,1
2007/2/24,0.8,8,1,3.0,8,1
2007/2/25,0.5,8,1,5.2,8,1
2007/2/26,1.5,8,1,7.4,8,1
2007/2/27,3.6,8,1,9.8,8,1
2007/2/28,4.0,8,1,6.7,8,1
2007/3/1,4.3,8,1,7.2,8,1
2007/3/2,3.7,8,1,8.5,8,1
2007/3/3,5.8,8,1,12.3,8,1
2007/3/4,9.4,8,1,14.3,8,1
2007/3/5,10.8,8,1,14.0,8,1
2007/3/6,3.8,8,1,8.2,8,1
2007/3/7,0.4,8,1,2.0,8,1
2007/3/8,1.7,8,1,4.8,8,1
2007/3/9,3.0,8,1,6.1,8,1
2007/3/10,3.5,8,1,6.9,8,1
2007/3/11,2.7,8,1,6.0,8,1
2007/3/12,0.9,8,1,3.7,8,1
2007/3/13,1.2,8,1,2.4,8,1
2007/3/14,1.6,8,1,3.4,8,1
2007/3/15,2.7,8,1,6.1,8,1
2007/3/16,3.0,8,1,6.7,8,1
2007/3/17,2.1,8,1,5.0,8,1
2007/3/18,2.4,8,1,4.8,8,1
2007/3/19,1.1,8,1,3.0,8,1
2007/3/20,2.7,8,1,6.3,8,1
2007/3/21,4.5,8,1,8.7,8,1
2007/3/22,4.0,8,1,7.9,8,1
2007/3/23,6.2,8,1,9.4,8,1
2007/3/24,8.6,8,1,13.5,8,1
2007/3/25,9.7,8,1,11.4,8,1
2007/3/26,8.2,8,1,11.3,8,1
2007/3/27,9.7,8,1,15.4,8,1
2007/3/28,7.7,8,1,10.7,8,1
2007/3/29,6.8,8,1,11.0,8,1
2007/3/30,6.2,8,1,8.3,8,1
2007/3/31,6.5,8,1,10.8,8,1
2007/4/1,10.7,8,1,13.4,8,1
2007/4/2,8.9,8,1,11.7,8,1
2007/4/3,6.3,8,1,8.8,8,1
2007/4/4,5.1,8,1,9.1,8,1
2007/4/5,5.9,8,1,9.0,8,1
2007/4/6,7.0,8,1,10.9,8,1
2007/4/7,9.0,8,1,14.5,8,1
2007/4/8,9.8,8,1,14.4,8,1
2007/4/9,8.4,8,1,13.5,8,1
2007/4/10,7.4,8,1,10.9,8,1
2007/4/11,6.9,8,1,10.8,8,1
2007/4/12,6.6,8,1,11.9,8,1
2007/4/13,10.2,8,1,14.2,8,1
2007/4/14,10.4,8,1,13.4,8,1
2007/4/15,7.9,8,1,10.1,8,1
2007/4/16,8.7,8,1,12.7,8,1
2007/4/17,7.4,8,1,11.2,8,1
2007/4/18,7.9,8,1,13.0,8,1
2007/4/19,10.5,8,1,16.4,8,1
2007/4/20,13.1,8,1,18.7,8,1
2007/4/21,14.2,8,1,17.6,8,1
2007/4/22,12.7,8,1,15.5,8,1
2007/4/23,10.8,8,1,13.4,8,1
2007/4/24,10.8,8,1,16.2,8,1
2007/4/25,11.3,8,1,13.2,8,1
2007/4/26,10.5,8,1,13.7,8,1
2007/4/27,10.2,8,1,13.8,8,1
2007/4/28,9.0,8,1,14.3,8,1
2007/4/29,12.5,8,1,18.8,8,1
2007/4/30,15.2,8,1,22.3,8,1
2008/1/1,1.8,8,1,3.8,8,1
2008/1/2,3.5,8,1,5.6,8,1
2008/1/3,3.8,8,1,5.6,8,1
2008/1/4,4.9,8,1,6.8,8,1
2008/1/5,2.7,8,1,5.2,8,1
2008/1/6,4.3,8,1,7.9,8,1
2008/1/7,5.2,8,1,8.1,8,1
2008/1/8,4.4,8,1,7.7,8,1
2008/1/9,3.1,8,1,8.5,8,1
2008/1/10,0.8,8,1,2.8,8,1
2008/1/11,2.1,8,1,6.3,8,1
2008/1/12,0.9,8,1,1.7,8,1
2008/1/13,-0.7,8,1,0.7,8,1
2008/1/14,1.1,8,1,3.3,8,1
2008/1/15,1.4,8,1,3.4,8,1
2008/1/16,-0.5,8,1,0.6,8,1
2008/1/17,-0.7,8,1,1.0,8,1
2008/1/18,-0.2,8,1,1.2,8,1
2008/1/19,-0.8,8,1,1.9,8,1
2008/1/20,2.3,8,1,3.3,8,1
2008/1/21,-0.6,8,1,1.3,8,1
2008/1/22,-0.5,8,1,2.0,8,1
2008/1/23,0.9,8,1,3.1,8,1
2008/1/24,1.2,8,1,5.3,8,1
2008/1/25,0.0,8,1,1.9,8,1
2008/1/26,-0.7,8,1,0.7,8,1
2008/1/27,1.6,8,1,4.2,8,1
2008/1/28,3.2,8,1,5.4,8,1
2008/1/29,2.4,8,1,5.1,8,1
2008/1/30,1.9,8,1,4.9,8,1
2008/1/31,0.5,8,1,1.4,8,1
2008/2/1,0.4,8,1,2.7,8,1
2008/2/2,2.2,8,1,5.1,8,1
2008/2/3,0.6,8,1,4.3,8,1
2008/2/4,0.9,8,1,3.7,8,1
2008/2/5,1.7,8,1,3.7,8,1
2008/2/6,0.7,8,1,3.4,8,1
2008/2/7,0.5,8,1,2.9,8,1
2008/2/8,0.8,8,1,2.1,8,1
2008/2/9,1.5,8,1,4.9,8,1
2008/2/10,2.2,8,1,6.3,8,1
2008/2/11,2.7,8,1,6.5,8,1
2008/2/12,1.3,8,1,3.9,8,1
2008/2/13,-2.0,8,1,-0.2,8,1
2008/2/14,0.3,8,1,1.8,8,1
2008/2/15,-0.2,8,1,1.3,8,1
2008/2/16,-0.8,8,1,1.2,8,1
2008/2/17,-0.2,8,1,1.4,8,1
2008/2/18,1.3,8,1,3.9,8,1
2008/2/19,1.7,8,1,4.9,8,1
2008/2/20,1.8,8,1,4.5,8,1
2008/2/21,2.1,8,1,4.6,8,1
2008/2/22,1.2,8,1,6.2,8,1
2008/2/23,1.8,8,1,7.3,8,1
2008/2/24,0.2,8,1,1.6,8,1
2008/2/25,0.2,8,1,2.9,8,1
2008/2/26,1.1,8,1,3.8,8,1
2008/2/27,0.3,8,1,2.2,8,1
2008/2/28,2.8,8,1,5.0,8,1
2008/2/29,5.7,8,1,9.2,8,1
2008/3/1,3.8,8,1,6.6,8,1
2008/3/2,4.1,8,1,6.9,8,1
2008/3/3,4.1,8,1,7.7,8,1
2008/3/4,2.1,8,1,6.1,8,1
2008/3/5,2.7,8,1,6.6,8,1
2008/3/6,1.5,8,1,5.0,8,1
2008/3/7,1.6,8,1,5.6,8,1
2008/3/8,5.9,8,1,8.3,8,1
2008/3/9,5.9,8,1,10.3,8,1
2008/3/10,6.4,8,1,12.0,8,1
2008/3/11,7.3,8,1,12.5,8,1
2008/3/12,4.8,8,1,9.1,8,1
2008/3/13,7.6,8,1,13.1,8,1
2008/3/14,8.4,8,1,10.6,8,1
2008/3/15,7.5,8,1,9.5,8,1
2008/3/16,7.3,8,1,13.0,8,1
2008/3/17,7.6,8,1,10.7,8,1
2008/3/18,6.2,8,1,10.6,8,1
2008/3/19,9.4,8,1,14.5,8,1
2008/3/20,10.0,8,1,13.7,8,1
2008/3/21,8.5,8,1,13.1,8,1
2008/3/22,6.6,8,1,11.9,8,1
2008/3/23,9.9,8,1,20.3,8,1
2008/3/24,9.4,8,1,11.9,8,1
2008/3/25,10.5,8,1,18.2,8,1
2008/3/26,7.4,8,1,9.4,8,1
2008/3/27,7.0,8,1,11.7,8,1
2008/3/28,5.7,8,1,10.2,8,1
2008/3/29,5.4,8,1,7.3,8,1
2008/3/30,5.9,8,1,8.9,8,1
2008/3/31,5.6,8,1,8.9,8,1
2008/4/1,6.9,8,1,10.0,8,1
2008/4/2,9.6,8,1,13.2,8,1
2008/4/3,8.5,8,1,12.0,8,1
2008/4/4,9.6,8,1,13.5,8,1
2008/4/5,9.2,8,1,13.0,8,1
2008/4/6,7.9,8,1,14.1,8,1
2008/4/7,12.2,8,1,18.2,8,1
2008/4/8,12.9,8,1,16.2,8,1
2008/4/9,12.5,8,1,18.3,8,1
2008/4/10,12.3,8,1,16.5,8,1
2008/4/11,9.7,8,1,11.8,8,1
2008/4/12,8.1,8,1,9.6,8,1
2008/4/13,9.4,8,1,15.6,8,1
2008/4/14,9.4,8,1,13.1,8,1
2008/4/15,9.1,8,1,13.1,8,1
2008/4/16,12.0,8,1,18.9,8,1
2008/4/17,14.8,8,1,19.7,8,1
2008/4/18,14.2,8,1,15.5,8,1
2008/4/19,14.8,8,1,17.8,8,1
2008/4/20,13.1,8,1,18.7,8,1
2008/4/21,13.2,8,1,18.9,8,1
2008/4/22,12.0,8,1,16.9,8,1
2008/4/23,16.7,8,1,25.2,8,1
2008/4/24,13.4,8,1,17.7,8,1
2008/4/25,10.1,8,1,13.5,8,1
2008/4/26,11.5,8,1,19.4,8,1
2008/4/27,11.8,8,1,16.5,8,1
2008/4/28,10.7,8,1,14.2,8,1
2008/4/29,12.4,8,1,19.6,8,1
2008/4/30,16.5,8,1,23.8,8,1
2009/1/1,3.0,8,1,5.5,8,1
2009/1/2,4.3,8,1,6.3,8,1
2009/1/3,4.5,8,1,6.2,8,1
2009/1/4,5.8,8,1,7.9,8,1
2009/1/5,4.0,8,1,5.7,8,1
2009/1/6,3.3,8,1,4.6,8,1
2009/1/7,3.9,8,1,6.2,8,1
2009/1/8,2.6,8,1,7.2,8,1
2009/1/9,3.5,8,1,6.9,8,1
2009/1/10,2.1,8,1,6.0,8,1
2009/1/11,0.2,8,1,3.0,8,1
2009/1/12,1.7,8,1,4.7,8,1
2009/1/13,0.9,8,1,4.9,8,1
2009/1/14,2.6,8,1,5.1,8,1
2009/1/15,-0.6,8,1,2.1,8,1
2009/1/16,1.5,8,1,3.6,8,1
2009/1/17,2.3,8,1,3.8,8,1
2009/1/18,2.3,8,1,5.8,8,1
2009/1/19,5.6,8,1,8.1,8,1
2009/1/20,4.0,8,1,5.3,8,1
2009/1/21,3.1,8,1,4.9,8,1
2009/1/22,5.3,8,1,8.2,8,1
2009/1/23,7.6,8,1,12.5,8,1
2009/1/24,-0.6,8,1,1.0,8,1
2009/1/25,0.3,8,1,2.5,8,1
2009/1/26,0.9,8,1,1.7,8,1
2009/1/27,2.1,8,1,4.5,8,1
2009/1/28,-0.1,8,1,3.4,8,1
2009/1/29,1.6,8,1,6.9,8,1
2009/1/30,3.7,8,1,6.8,8,1
2009/1/31,3.1,8,1,4.6,8,1
2009/2/1,1.8,8,1,3.6,8,1
2009/2/2,2.4,8,1,4.1,8,1
2009/2/3,4.0,8,1,6.5,8,1
2009/2/4,2.5,8,1,5.0,8,1
2009/2/5,2.8,8,1,8.1,8,1
2009/2/6,3.0,8,1,5.1,8,1
2009/2/7,2.8,8,1,6.2,8,1
2009/2/8,3.3,8,1,5.6,8,1
2009/2/9,4.5,8,1,8.1,8,1
2009/2/10,3.5,8,1,8.7,8,1
2009/2/11,3.7,8,1,8.6,8,1
2009/2/12,5.1,8,1,8.0,8,1
2009/2/13,6.3,8,1,9.5,8,1
2009/2/14,8.3,8,1,14.5,8,1
2009/2/15,3.3,8,1,10.0,8,1
2009/2/16,-1.5,8,1,0.5,8,1
2009/2/17,-0.4,8,1,2.5,8,1
2009/2/18,-0.1,8,1,2.1,8,1
2009/2/19,-0.7,8,1,1.1,8,1
2009/2/20,2.2,8,1,6.4,8,1
2009/2/21,-0.2,8,1,1.7,8,1
2009/2/22,2.9,8,1,8.2,8,1
2009/2/23,2.1,8,1,4.1,8,1
2009/2/24,2.0,8,1,5.9,8,1
2009/2/25,4.6,8,1,6.7,8,1
2009/2/26,3.2,8,1,5.3,8,1
2009/2/27,2.0,8,1,7.2,8,1
2009/2/28,2.1,8,1,6.5,8,1
2009/3/1,2.1,8,1,8.6,8,1
2009/3/2,1.0,8,1,3.0,8,1
2009/3/3,2.4,8,1,5.2,8,1
2009/3/4,3.7,8,1,7.0,8,1
2009/3/5,4.5,8,1,8.4,8,1
2009/3/6,7.4,8,1,9.3,8,1
2009/3/7,4.6,8,1,7.6,8,1
2009/3/8,6.2,8,1,9.8,8,1
2009/3/9,6.5,8,1,12.9,8,1
2009/3/10,5.0,8,1,10.5,8,1
2009/3/11,0.7,8,1,3.4,8,1
2009/3/12,2.5,8,1,5.9,8,1
2009/3/13,5.6,8,1,10.7,8,1
2009/3/14,5.2,8,1,9.7,8,1
2009/3/15,5.7,8,1,9.6,8,1
2009/3/16,7.2,8,1,12.0,8,1
2009/3/17,6.9,8,1,10.5,8,1
2009/3/18,12.5,8,1,20.9,8,1
2009/3/19,15.8,8,1,19.7,8,1
2009/3/20,6.1,8,1,13.2,8,1
2009/3/21,5.3,8,1,8.3,8,1
2009/3/22,8.4,8,1,12.9,8,1
2009/3/23,3.9,8,1,8.5,8,1
2009/3/24,3.0,8,1,6.9,8,1
2009/3/25,2.8,8,1,5.5,8,1
2009/3/26,3.2,8,1,5.4,8,1
2009/3/27,3.4,8,1,6.7,8,1
2009/3/28,1.6,8,1,5.2,8,1
2009/3/29,2.0,8,1,6.0,8,1
2009/3/30,3.1,8,1,8.0,8,1
2009/3/31,4.1,8,1,8.5,8,1
2009/4/1,4.6,8,1,9.5,8,1
2009/4/2,6.6,8,1,9.4,8,1
2009/4/3,9.4,8,1,12.9,8,1
2009/4/4,8.7,8,1,16.5,8,1
2009/4/5,9.6,8,1,13.8,8,1
2009/4/6,8.9,8,1,13.6,8,1
2009/4/7,8.6,8,1,14.1,8,1
2009/4/8,9.2,8,1,16.4,8,1
2009/4/9,11.2,8,1,15.2,8,1
2009/4/10,14.0,8,1,22.0,8,1
2009/4/11,12.7,8,1,17.5,8,1
2009/4/12,14.2,8,1,22.2,8,1
2009/4/13,12.5,8,1,16.4,8,1
2009/4/14,13.5,8,1,17.3,8,1
2009/4/15,10.6,8,1,12.1,8,1
2009/4/16,7.2,8,1,9.7,8,1
2009/4/17,8.3,8,1,12.6,8,1
2009/4/18,11.0,8,1,17.0,8,1
2009/4/19,11.1,8,1,15.7,8,1
2009/4/20,12.6,8,1,18.4,8,1
2009/4/21,15.6,8,1,18.9,8,1
2009/4/22,12.5,8,1,15.9,8,1
2009/4/23,7.8,8,1,10.4,8,1
2009/4/24,8.3,8,1,11.6,8,1
2009/4/25,10.6,8,1,12.7,8,1
2009/4/26,10.7,8,1,14.6,8,1
2009/4/27,7.2,8,1,8.0,8,1
2009/4/28,8.7,8,1,12.4,8,1
2009/4/29,9.7,8,1,15.7,8,1
2009/4/30,11.4,8,1,17.5,8,1
2010/1/1,-0.5,8,1,1.4,8,1
2010/1/2,1.6,8,1,2.9,8,1
2010/1/3,2.7,8,1,4.8,8,1
2010/1/4,2.3,8,1,4.9,8,1
2010/1/5,4.5,8,1,7.3,8,1
2010/1/6,4.3,8,1,6.3,8,1
2010/1/7,2.6,8,1,7.0,8,1
2010/1/8,2.1,8,1,5.2,8,1
2010/1/9,3.7,8,1,5.0,8,1
2010/1/10,3.0,8,1,4.6,8,1
2010/1/11,3.3,8,1,5.5,8,1
2010/1/12,3.1,8,1,7.4,8,1
2010/1/13,1.7,8,1,5.7,8,1
2010/1/14,-1.4,8,1,-0.2,8,1
2010/1/15,-0.4,8,1,0.6,8,1
2010/1/16,-0.4,8,1,1.8,8,1
2010/1/17,0.3,8,1,1.3,8,1
2010/1/18,1.2,8,1,4.4,8,1
2010/1/19,3.5,8,1,7.0,8,1
2010/1/20,6.9,8,1,11.9,8,1
2010/1/21,2.4,8,1,11.0,8,1
2010/1/22,-0.2,8,1,2.0,8,1
2010/1/23,1.9,8,1,2.9,8,1
2010/1/24,3.2,8,1,5.7,8,1
2010/1/25,4.4,8,1,6.8,8,1
2010/1/26,1.3,8,1,2.9,8,1
2010/1/27,3.8,8,1,7.4,8,1
2010/1/28,4.5,8,1,9.4,8,1
2010/1/29,3.7,8,1,6.4,8,1
2010/1/30,3.9,8,1,5.1,8,1
2010/1/31,5.0,8,1,8.5,8,1
2010/2/1,2.5,8,1,5.5,8,1
2010/2/2,-0.3,8,1,2.1,8,1
2010/2/3,-2.9,8,1,-1.7,8,1
2010/2/4,-3.0,8,1,-1.7,8,1
2010/2/5,-3.3,8,1,-1.4,8,1
2010/2/6,-3.2,8,1,-0.8,8,1
2010/2/7,2.0,8,1,4.0,8,1
2010/2/8,3.6,8,1,7.2,8,1
2010/2/9,5.4,8,1,8.2,8,1
2010/2/10,1.8,8,1,4.4,8,1
2010/2/11,0.8,8,1,3.0,8,1
2010/2/12,-0.6,8,1,0.8,8,1
2010/2/13,-1.3,8,1,-0.5,8,1
2010/2/14,1.2,8,1,3.6,8,1
2010/2/15,2.0,8,1,4.8,8,1
2010/2/16,0.2,8,1,2.9,8,1
2010/2/17,-0.7,8,1,1.7,8,1
2010/2/18,1.9,8,1,7.7,8,1
2010/2/19,2.0,8,1,4.8,8,1
2010/2/20,0.5,8,1,3.3,8,1
2010/2/21,0.5,8,1,2.4,8,1
2010/2/22,4.1,8,1,9.9,8,1
2010/2/23,6.4,8,1,10.0,8,1
2010/2/24,6.9,8,1,15.3,8,1
2010/2/25,11.1,8,1,20.1,8,1
2010/2/26,8.6,8,1,10.7,8,1
2010/2/27,5.0,8,1,8.4,8,1
2010/2/28,2.9,8,1,5.6,8,1
2010/3/1,2.4,8,1,6.7,8,1
2010/3/2,2.0,8,1,3.9,8,1
2010/3/3,2.8,8,1,5.9,8,1
2010/3/4,4.8,8,1,10.1,8,1
2010/3/5,7.9,8,1,10.5,8,1
2010/3/6,6.5,8,1,8.1,8,1
2010/3/7,2.8,8,1,4.3,8,1
2010/3/8,1.6,8,1,3.8,8,1
2010/3/9,0.8,8,1,3.3,8,1
2010/3/10,2.3,8,1,5.7,8,1
2010/3/11,4.1,8,1,5.8,8,1
2010/3/12,6.6,8,1,12.5,8,1
2010/3/13,6.0,8,1,14.4,8,1
2010/3/14,3.9,8,1,6.4,8,1
2010/3/15,8.3,8,1,16.3,8,1
2010/3/16,7.1,8,1,12.2,8,1
2010/3/17,2.0,8,1,4.4,8,1
2010/3/18,1.4,8,1,4.0,8,1
2010/3/19,3.4,8,1,7.7,8,1
2010/3/20,9.6,8,1,15.8,8,1
2010/3/21,6.6,8,1,14.6,8,1
2010/3/22,4.8,8,1,8.0,8,1
2010/3/23,5.9,8,1,8.5,8,1
2010/3/24,5.9,8,1,8.3,8,1
2010/3/25,3.2,8,1,5.5,8,1
2010/3/26,3.1,8,1,5.7,8,1
2010/3/27,1.5,8,1,4.4,8,1
2010/3/28,1.7,8,1,4.9,8,1
2010/3/29,1.1,8,1,4.6,8,1
2010/3/30,1.8,8,1,5.7,8,1
2010/3/31,5.7,8,1,11.4,8,1
2010/4/1,9.4,8,1,12.4,8,1
2010/4/2,6.5,8,1,9.0,8,1
2010/4/3,6.2,8,1,9.7,8,1
2010/4/4,7.4,8,1,14.5,8,1
2010/4/5,10.2,8,1,16.0,8,1
2010/4/6,10.4,8,1,15.5,8,1
2010/4/7,6.8,8,1,9.7,8,1
2010/4/8,5.3,8,1,8.8,8,1
2010/4/9,9.6,8,1,16.8,8,1
2010/4/10,13.1,8,1,20.7,8,1
2010/4/11,9.1,8,1,12.0,8,1
2010/4/12,6.8,8,1,9.0,8,1
2010/4/13,11.3,8,1,18.5,8,1
2010/4/14,5.9,8,1,7.7,8,1
2010/4/15,5.4,8,1,8.8,8,1
2010/4/16,5.7,8,1,10.8,8,1
2010/4/17,4.1,8,1,6.4,8,1
2010/4/18,7.0,8,1,10.4,8,1
2010/4/19,9.4,8,1,16.5,8,1
2010/4/20,13.4,8,1,19.0,8,1
2010/4/21,8.5,8,1,12.5,8,1
2010/4/22,6.6,8,1,8.1,8,1
2010/4/23,7.1,8,1,8.6,8,1
2010/4/24,7.3,8,1,10.5,8,1
2010/4/25,9.7,8,1,13.9,8,1
2010/4/26,9.3,8,1,12.9,8,1
2010/4/27,10.9,8,1,15.6,8,1
2010/4/28,13.6,8,1,17.5,8,1
2010/4/29,11.7,8,1,16.2,8,1
2010/4/30,10.7,8,1,14.8,8,1
2011/1/1,3.6,8,1,5.9,8,1
2011/1/2,2.7,8,1,6.3,8,1
2011/1/3,1.2,8,1,4.5,8,1
2011/1/4,2.3,8,1,4.2,8,1
2011/1/5,2.9,8,1,6.2,8,1
2011/1/6,0.3,8,1,3.6,8,1
2011/1/7,-1.0,8,1,1.1,8,1
2011/1/8,2.0,8,1,4.4,8,1
2011/1/9,-0.4,8,1,1.3,8,1
2011/1/10,-1.6,8,1,0.4,8,1
2011/1/11,-1.7,8,1,0.2,8,1
2011/1/12,0.1,8,1,4.8,8,1
2011/1/13,-1.0,8,1,0.2,8,1
2011/1/14,-1.6,8,1,-0.2,8,1
2011/1/15,-2.6,8,1,0.2,8,1
2011/1/16,-2.8,8,1,1.1,8,1
2011/1/17,2.4,8,1,4.0,8,1
2011/1/18,1.6,8,1,3.4,8,1
2011/1/19,0.5,8,1,1.9,8,1
2011/1/20,-0.2,8,1,1.5,8,1
2011/1/21,0.5,8,1,2.4,8,1
2011/1/22,1.5,8,1,3.0,8,1
2011/1/23,-0.2,8,1,1.7,8,1
2011/1/24,-1.3,8,1,1.3,8,1
2011/1/25,0.8,8,1,4.0,8,1
2011/1/26,0.8,8,1,2.3,8,1
2011/1/27,0.5,8,1,3.6,8,1
2011/1/28,-1.0,8,1,0.9,8,1
2011/1/29,-1.8,8,1,-0.3,8,1
2011/1/30,-2.5,8,1,-0.1,8,1
2011/1/31,-0.7,8,1,2.1,8,1
2011/2/1,1.3,8,1,3.0,8,1
2011/2/2,1.6,8,1,5.6,8,1
2011/2/3,0.9,8,1,4.6,8,1
2011/2/4,2.4,8,1,7.1,8,1
2011/2/5,2.2,8,1,5.0,8,1
2011/2/6,1.4,8,1,5.8,8,1
2011/2/7,2.9,8,1,6.4,8,1
2011/2/8,0.9,8,1,3.0,8,1
2011/2/9,0.8,8,1,2.8,8,1
2011/2/10,0.0,8,1,2.4,8,1
2011/2/11,1.0,8,1,3.8,8,1
2011/2/12,0.5,8,1,3.5,8,1
2011/2/13,0.5,8,1,3.1,8,1
2011/2/14,0.2,8,1,2.1,8,1
2011/2/15,2.3,8,1,4.2,8,1
2011/2/16,2.8,8,1,6.8,8,1
2011/2/17,2.8,8,1,7.0,8,1
2011/2/18,2.9,8,1,5.2,8,1
2011/2/19,1.6,8,1,5.2,8,1
2011/2/20,0.6,8,1,4.6,8,1
2011/2/21,0.1,8,1,5.0,8,1
2011/2/22,1.3,8,1,8.0,8,1
2011/2/23,5.4,8,1,11.0,8,1
2011/2/24,7.3,8,1,14.6,8,1
2011/2/25,4.5,8,1,9.1,8,1
2011/2/26,0.3,8,1,2.0,8,1
2011/2/27,1.6,8,1,6.0,8,1
2011/2/28,2.9,8,1,5.5,8,1
2011/3/1,3.0,8,1,4.4,8,1
2011/3/2,1.8,8,1,4.1,8,1
2011/3/3,-1.5,8,1,0.2,8,1
2011/3/4,-0.8,8,1,1.0,8,1
2011/3/5,2.8,8,1,5.0,8,1
2011/3/6,4.5,8,1,8.3,8,1
2011/3/7,3.6,8,1,5.6,8,1
2011/3/8,2.2,8,1,5.2,8,1
2011/3/9,0.8,8,1,3.7,8,1
2011/3/10,0.0,8,1,2.5,8,1
2011/3/11,0.5,8,1,2.8,8,1
2011/3/12,3.0,8,1,6.5,8,1
2011/3/13,5.9,8,1,12.1,8,1
2011/3/14,6.6,8,1,14.5,8,1
2011/3/15,2.7,8,1,5.6,8,1
2011/3/16,0.7,8,1,3.1,8,1
2011/3/17,-0.4,8,1,1.5,8,1
2011/3/18,1.3,8,1,3.9,8,1
2011/3/19,5.5,8,1,10.5,8,1
2011/3/20,6.6,8,1,12.6,8,1
