19,,,,
20,57,294,35.1,2
24,57,294,35.1,2
21,54,293,34.7,3
25,54,293,34.7,3
22,46,292,33.8,4
26,46,292,33.8,4
23,37,291,32.8,5
27,37,291,32.8,5
24,31,290,32.1,6
28,31,290,32.1,6
25,28,289,31.7,7
29,28,289,31.7,7
26,26,288,31.4,8
30,26,288,31.4,8
27,29,288,31.7,9
31,29,288,31.7,9
