ダウンロードした時刻：2022/02/27 08:44:15

,,,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川,狩川
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm)
,,,,,,平年値(℃),平年値(℃),,,,平年値(cm),平年値(cm),,,,平年値(cm),平年値(cm)
,,,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2008,1,25,-1.4,8,1,0.3,8,36,8,1,44,8,11,8,1,8,8
2008,1,26,-2.1,8,1,0.3,8,45,8,1,45,8,20,8,1,8,8
2008,1,27,-0.2,8,1,0.3,8,39,8,1,46,8,6,8,1,8,8
2008,1,28,1.9,8,1,0.2,8,36,8,1,47,8,5,8,1,8,8
2008,1,29,2.1,8,1,0.2,8,30,8,1,48,8,3,8,1,8,8
2008,1,30,0.7,8,1,0.2,8,33,8,1,48,8,14,8,1,8,8
2008,1,31,-1.1,8,1,0.2,8,53,8,1,49,8,22,8,1,8,8
2008,2,1,-1.1,8,1,0.2,8,50,8,1,50,8,9,8,1,8,8
2008,2,2,0.6,8,1,0.2,8,50,8,1,51,8,4,8,1,8,8
2008,2,3,-0.2,8,1,0.2,8,43,8,1,52,8,1,8,1,8,8
2008,2,4,-0.8,8,1,0.2,8,42,8,1,52,8,6,8,1,7,8
2008,2,5,-0.2,8,1,0.2,8,43,8,1,53,8,6,8,1,7,8
2008,2,6,-0.3,8,1,0.3,8,49,8,1,53,8,11,8,1,7,8
2008,2,7,-0.6,8,1,0.3,8,49,8,1,53,8,19,8,1,7,8
2008,2,8,-1.3,8,1,0.3,8,52,8,1,54,8,13,8,1,7,8
2008,2,9,0.4,8,1,0.4,8,49,8,1,54,8,7,8,1,7,8
2008,2,10,0.9,8,1,0.4,8,47,8,1,54,8,5,8,1,7,8
2008,2,11,2.3,8,1,0.4,8,40,8,1,54,8,2,8,1,7,8
2008,2,12,0.6,8,1,0.5,8,40,8,1,53,8,4,8,1,6,8
2008,2,13,-3.0,8,1,0.5,8,42,8,1,53,8,4,8,1,6,8
2008,2,14,-0.7,8,1,0.6,8,45,8,1,53,8,4,8,1,6,8
2008,2,15,-1.2,8,1,0.7,8,48,8,1,52,8,9,8,1,6,8
2008,2,16,-1.9,8,1,0.7,8,57,8,1,52,8,11,8,1,6,8
2008,2,17,-2.0,8,1,0.8,8,63,8,1,51,8,10,8,1,6,8
2008,2,18,0.0,8,1,0.9,8,60,8,1,50,8,7,8,1,6,8
2008,2,19,0.6,8,1,1.0,8,57,8,1,49,8,7,8,1,5,8
2008,2,20,1.1,8,1,1.1,8,57,8,1,49,8,6,8,1,5,8
2008,2,21,0.4,8,1,1.2,8,58,8,1,48,8,6,8,1,5,8
2008,2,22,0.6,8,1,1.3,8,52,8,1,47,8,1,8,1,5,8
2008,2,23,1.4,8,1,1.4,8,52,8,1,45,8,3,8,1,5,8
2008,2,24,-0.9,8,1,1.5,8,78,8,1,44,8,30,8,1,4,8
2008,2,25,-1.4,8,1,1.6,8,75,8,1,43,8,1,8,1,4,8
2008,2,26,0.3,8,1,1.7,8,71,8,1,41,8,0,8,1,4,8
2009,1,1,1.2,8,1,1.5,8,9,8,1,17,8,9,8,1,5,8
2009,1,2,2.5,8,1,1.4,8,7,8,1,18,8,2,8,1,5,8
2009,1,3,2.3,8,1,1.3,8,5,8,1,18,8,4,8,1,5,8
2009,1,4,3.6,8,1,1.2,8,4,8,1,20,8,0,8,1,5,8
2009,1,5,2.2,8,1,1.2,8,2,8,1,21,8,0,8,1,5,8
2009,1,6,1.3,8,1,1.1,8,3,8,1,22,8,4,8,1,6,8
2009,1,7,1.7,8,1,1.0,8,4,8,1,23,8,3,8,1,6,8
2009,1,8,1.6,8,1,0.9,8,2,8,1,24,8,3,8,1,6,8
2009,1,9,2.7,8,1,0.8,8,2,8,1,25,8,0,8,1,6,8
2009,1,10,1.2,8,1,0.7,8,0,8,1,27,8,0,8,1,6,8
2009,1,11,-1.0,8,1,0.7,8,2,8,1,28,8,4,8,1,6,8
2009,1,12,0.2,8,1,0.6,8,11,8,1,29,8,14,8,1,6,8
2009,1,13,-0.1,8,1,0.6,8,19,8,1,30,8,9,8,1,6,8
2009,1,14,1.3,8,1,0.5,8,24,8,1,31,8,12,8,1,6,8
2009,1,15,-1.2,8,1,0.5,8,19,8,1,33,8,4,8,1,6,8
2009,1,16,0.7,8,1,0.4,8,30,8,1,34,8,15,8,1,7,8
2009,1,17,0.1,8,1,0.4,8,35,8,1,35,8,8,8,1,7,8
2009,1,18,1.8,8,1,0.4,8,30,8,1,36,8,0,8,1,7,8
2009,1,19,3.7,8,1,0.4,8,22,8,1,37,8,0,8,1,7,8
2009,1,20,2.1,8,1,0.4,8,11,8,1,38,8,1,8,1,7,8
2009,1,21,2.1,8,1,0.4,8,11,8,1,39,8,3,8,1,7,8
2009,1,22,4.5,8,1,0.4,8,10,8,1,41,8,3,8,1,7,8
2009,1,23,7.0,8,1,0.3,8,2,8,1,42,8,1,8,1,8,8
2009,1,24,-1.8,8,1,0.3,8,16,8,1,43,8,19,8,1,8,8
2009,1,25,-0.3,8,1,0.3,8,35,8,1,44,8,25,8,1,8,8
2009,1,26,0.6,8,1,0.3,8,36,8,1,45,8,11,8,1,8,8
2009,1,27,0.7,8,1,0.3,8,23,8,1,46,8,7,8,1,8,8
2009,1,28,-0.2,8,1,0.2,8,19,8,1,47,8,1,8,1,8,8
2009,1,29,1.9,8,1,0.2,8,19,8,1,48,8,3,8,1,8,8
2009,1,30,3.8,8,1,0.2,8,17,8,1,48,8,2,8,1,8,8
2009,1,31,1.9,8,1,0.2,8,11,8,1,49,8,3,8,1,8,8
2009,2,1,0.7,8,1,0.2,8,11,8,1,50,8,4,8,1,8,8
2009,2,2,1.0,8,1,0.2,8,12,8,1,51,8,3,8,1,8,8
2009,2,3,1.9,8,1,0.2,8,11,8,1,52,8,4,8,1,8,8
2009,2,4,0.9,8,1,0.2,8,9,8,1,52,8,1,8,1,7,8
2009,2,5,1.7,8,1,0.2,8,9,8,1,53,8,4,8,1,7,8
2009,2,6,1.7,8,1,0.3,8,8,8,1,53,8,1,8,1,7,8
2009,2,7,1.9,8,1,0.3,8,7,8,1,53,8,2,8,1,7,8
2009,2,8,1.9,8,1,0.3,8,6,8,1,54,8,7,8,1,7,8
2009,2,9,2.3,8,1,0.4,8,8,8,1,54,8,5,8,1,7,8
2009,2,10,2.3,8,1,0.4,8,6,8,1,54,8,2,8,1,7,8
2009,2,11,2.8,8,1,0.4,8,5,8,1,54,8,5,8,1,7,8
2009,2,12,4.0,8,1,0.5,8,2,8,1,53,8,2,8,1,6,8
2009,2,13,5.3,8,1,0.5,8,0,8,1,53,8,0,8,1,6,8
2009,2,14,7.5,8,1,0.6,8,0,8,1,53,8,0,8,1,6,8
2009,2,15,2.6,8,1,0.7,8,2,8,1,52,8,2,8,1,6,8
2009,2,16,-2.5,8,1,0.7,8,15,8,1,52,8,17,8,1,6,8
2009,2,17,-1.6,8,1,0.8,8,35,8,1,51,8,29,8,1,6,8
2009,2,18,-1.4,8,1,0.9,8,33,8,1,50,8,5,8,1,6,8
2009,2,19,-2.0,8,1,1.0,8,31,8,1,49,8,4,8,1,5,8
2009,2,20,1.5,8,1,1.1,8,27,8,1,49,8,1,8,1,5,8
2009,2,21,-2.1,8,1,1.2,8,17,8,1,48,8,7,8,1,5,8
2009,2,22,1.8,8,1,1.3,8,16,8,1,47,8,4,8,1,5,8
2009,2,23,0.8,8,1,1.4,8,11,8,1,45,8,1,8,1,5,8
2009,2,24,1.5,8,1,1.5,8,8,8,1,44,8,2,8,1,4,8
2009,2,25,3.4,8,1,1.6,8,5,8,1,43,8,3,8,1,4,8
2009,2,26,1.6,8,1,1.7,8,1,8,1,41,8,0,8,1,4,8
2010,1,1,-1.8,8,1,1.5,8,16,8,1,17,8,5,8,1,5,8
2010,1,2,0.5,8,1,1.4,8,19,8,1,18,8,6,8,1,5,8
2010,1,3,1.4,8,1,1.3,8,23,8,1,18,8,11,8,1,5,8
2010,1,4,1.5,8,1,1.2,8,22,8,1,20,8,5,8,1,5,8
2010,1,5,3.6,8,1,1.2,8,20,8,1,21,8,5,8,1,5,8
2010,1,6,2.1,8,1,1.1,8,15,8,1,22,8,6,8,1,6,8
2010,1,7,1.4,8,1,1.0,8,14,8,1,23,8,1,8,1,6,8
2010,1,8,1.0,8,1,0.9,8,15,8,1,24,8,7,8,1,6,8
2010,1,9,2.1,8,1,0.8,8,17,8,1,25,8,7,8,1,6,8
2010,1,10,1.9,8,1,0.7,8,17,8,1,27,8,3,8,1,6,8
2010,1,11,1.6,8,1,0.7,8,16,8,1,28,8,4,8,1,6,8
2010,1,12,2.1,8,1,0.6,8,15,8,1,29,8,2,8,1,6,8
2010,1,13,0.5,8,1,0.6,8,19,8,1,30,8,11,8,1,6,8
2010,1,14,-2.6,8,1,0.5,8,21,8,1,31,8,6,8,1,6,8
2010,1,15,-1.8,8,1,0.5,8,25,8,1,33,8,5,8,1,6,8
2010,1,16,-1.8,8,1,0.4,8,29,8,1,34,8,7,8,1,7,8
2010,1,17,-1.0,8,1,0.4,8,28,8,1,35,8,1,8,1,7,8
2010,1,18,-0.5,8,1,0.4,8,28,8,1,36,8,4,8,1,7,8
2010,1,19,2.0,8,1,0.4,8,25,8,1,37,8,2,8,1,7,8
2010,1,20,3.6,8,1,0.4,8,22,8,1,38,8,3,8,1,7,8
2010,1,21,1.0,8,1,0.4,8,26,8,1,39,8,12,8,1,7,8
2010,1,22,-1.5,8,1,0.4,8,33,8,1,41,8,10,8,1,7,8
2010,1,23,0.7,8,1,0.3,8,33,8,1,42,8,6,8,1,8,8
2010,1,24,1.9,8,1,0.3,8,33,8,1,43,8,2,8,1,8,8
2010,1,25,3.0,8,1,0.3,8,27,8,1,44,8,3,8,1,8,8
2010,1,26,0.4,8,1,0.3,8,25,8,1,45,8,5,8,1,8,8
2010,1,27,1.9,8,1,0.3,8,24,8,1,46,8,0,8,1,8,8
2010,1,28,3.0,8,1,0.2,8,20,8,1,47,8,5,8,1,8,8
2010,1,29,2.2,8,1,0.2,8,18,8,1,48,8,3,8,1,8,8
2010,1,30,2.4,8,1,0.2,8,17,8,1,48,8,3,8,1,8,8
2010,1,31,3.6,8,1,0.2,8,16,8,1,49,8,4,8,1,8,8
2010,2,1,1.5,8,1,0.2,8,11,8,1,50,8,2,8,1,8,8
2010,2,2,-0.9,8,1,0.2,8,15,8,1,51,8,14,8,1,8,8
2010,2,3,-3.8,8,1,0.2,8,16,8,1,52,8,11,8,1,8,8
2010,2,4,-4.2,8,1,0.2,8,26,8,1,52,8,15,8,1,7,8
2010,2,5,-4.7,8,1,0.2,8,34,8,1,53,8,14,8,1,7,8
2010,2,6,-4.7,8,1,0.3,8,35,8,1,53,8,8,8,1,7,8
2010,2,7,0.7,8,1,0.3,8,31,8,1,53,8,4,8,1,7,8
2010,2,8,1.9,8,1,0.3,8,29,8,1,54,8,0,8,1,7,8
2010,2,9,3.1,8,1,0.4,8,23,8,1,54,8,1,8,1,7,8
2010,2,10,0.6,8,1,0.4,8,21,8,1,54,8,6,8,1,7,8
2010,2,11,0.1,8,1,0.4,8,23,8,1,54,8,8,8,1,7,8
2010,2,12,-1.6,8,1,0.5,8,28,8,1,53,8,9,8,1,6,8
2010,2,13,-2.5,8,1,0.5,8,28,8,1,53,8,10,8,1,6,8
2010,2,14,-0.3,8,1,0.6,8,31,8,1,53,8,7,8,1,6,8
2010,2,15,0.4,8,1,0.7,8,24,8,1,52,8,4,8,1,6,8
2010,2,16,-1.8,8,1,0.7,8,26,8,1,52,8,8,8,1,6,8
2010,2,17,-2.0,8,1,0.8,8,26,8,1,51,8,2,8,1,6,8
2010,2,18,0.7,8,1,0.9,8,23,8,1,50,8,4,8,1,6,8
2010,2,19,0.5,8,1,1.0,8,26,8,1,49,8,12,8,1,5,8
2010,2,20,-0.2,8,1,1.1,8,32,8,1,49,8,11,8,1,5,8
2010,2,21,-0.7,8,1,1.2,8,26,8,1,48,8,2,8,1,5,8
2010,2,22,2.6,8,1,1.3,8,24,8,1,47,8,2,8,1,5,8
2010,2,23,3.8,8,1,1.4,8,20,8,1,45,8,5,8,1,5,8
2010,2,24,6.4,8,1,1.5,8,15,8,1,44,8,4,8,1,4,8
2010,2,25,9.7,8,1,1.6,8,10,8,1,43,8,1,8,1,4,8
2010,2,26,6.7,8,1,1.7,8,0,8,1,41,8,0,8,1,4,8
2011,1,1,1.6,8,1,1.5,8,18,8,1,17,8,1,8,1,5,8
2011,1,2,1.3,8,1,1.4,8,17,8,1,18,8,2,8,1,5,8
2011,1,3,0.6,8,1,1.3,8,19,8,1,18,8,10,8,1,5,8
2011,1,4,0.8,8,1,1.2,8,19,8,1,20,8,1,8,1,5,8
2011,1,5,1.1,8,1,1.2,8,26,8,1,21,8,9,8,1,5,8
2011,1,6,-0.9,8,1,1.1,8,33,8,1,22,8,9,8,1,6,8
2011,1,7,-2.5,8,1,1.0,8,37,8,1,23,8,9,8,1,6,8
2011,1,8,0.6,8,1,0.9,8,39,8,1,24,8,5,8,1,6,8
2011,1,9,-1.3,8,1,0.8,8,59,8,1,25,8,24,8,1,6,8
2011,1,10,-2.8,8,1,0.7,8,58,8,1,27,8,7,8,1,6,8
2011,1,11,-2.6,8,1,0.7,8,67,8,1,28,8,12,8,1,6,8
2011,1,12,-1.1,8,1,0.6,8,70,8,1,29,8,8,8,1,6,8
2011,1,13,-2.2,8,1,0.6,8,63,8,1,30,8,1,8,1,6,8
2011,1,14,-2.5,8,1,0.5,8,79,8,1,31,8,22,8,1,6,8
2011,1,15,-3.5,8,1,0.5,8,84,8,1,33,8,8,8,1,6,8
2011,1,16,-3.9,8,1,0.4,8,88,8,1,34,8,16,8,1,7,8
2011,1,17,1.1,8,1,0.4,8,88,8,1,35,8,5,8,1,7,8
2011,1,18,0.6,8,1,0.4,8,88,8,1,36,8,4,8,1,7,8
2011,1,19,-0.7,8,1,0.4,8,99,8,1,37,8,16,8,1,7,8
2011,1,20,-1.4,8,1,0.4,8,97,8,1,38,8,6,8,1,7,8
2011,1,21,-1.3,8,1,0.4,8,110,8,1,39,8,16,8,1,7,8
2011,1,22,-0.3,8,1,0.4,8,114,8,1,41,8,7,8,1,7,8
2011,1,23,-1.1,8,1,0.3,8,114,8,1,42,8,5,8,1,8,8
2011,1,24,-2.5,8,1,0.3,8,118,8,1,43,8,6,8,1,8,8
2011,1,25,-0.2,8,1,0.3,8,112,8,1,44,8,11,8,1,8,8
2011,1,26,0.6,8,1,0.3,8,121,8,1,45,8,15,8,1,8,8
2011,1,27,-0.2,8,1,0.3,8,116,8,1,46,8,6,8,1,8,8
2011,1,28,-2.3,8,1,0.2,8,121,8,1,47,8,10,8,1,8,8
2011,1,29,-2.6,8,1,0.2,8,123,8,1,48,8,6,8,1,8,8
2011,1,30,-3.9,8,1,0.2,8,,1,1,48,8,,1,1,8,8
2011,1,31,-2.0,8,1,0.2,8,148,4,1,49,8,5,4,1,8,8
2011,2,1,-0.2,8,1,0.2,8,149,8,1,50,8,7,8,1,8,8
2011,2,2,-0.4,8,1,0.2,8,146,8,1,51,8,2,8,1,8,8
2011,2,3,0.5,8,1,0.2,8,137,8,1,52,8,1,8,1,8,8
2011,2,4,1.6,8,1,0.2,8,131,8,1,52,8,0,8,1,7,8
2011,2,5,0.6,8,1,0.2,8,122,8,1,53,8,0,8,1,7,8
2011,2,6,1.6,8,1,0.3,8,117,8,1,53,8,1,8,1,7,8
2011,2,7,1.6,8,1,0.3,8,114,8,1,53,8,4,8,1,7,8
2011,2,8,-0.2,8,1,0.3,8,108,8,1,54,8,3,8,1,7,8
2011,2,9,0.6,8,1,0.4,8,107,8,1,54,8,7,8,1,7,8
2011,2,10,-1.3,8,1,0.4,8,118,8,1,54,8,16,8,1,7,8
2011,2,11,-0.4,8,1,0.4,8,118,8,1,54,8,2,8,1,7,8
2011,2,12,-0.8,8,1,0.5,8,112,8,1,53,8,5,8,1,6,8
2011,2,13,-0.6,8,1,0.5,8,130,8,1,53,8,21,8,1,6,8
2011,2,14,0.6,8,1,0.6,8,129,8,1,53,8,0,8,1,6,8
2011,2,15,0.9,8,1,0.7,8,122,8,1,52,8,5,8,1,6,8
2011,2,16,1.3,8,1,0.7,8,118,8,1,52,8,1,8,1,6,8
2011,2,17,2.9,8,1,0.8,8,112,8,1,51,8,4,8,1,6,8
2011,2,18,1.8,8,1,0.9,8,109,8,1,50,8,4,8,1,6,8
2011,2,19,0.2,8,1,1.0,8,105,8,1,49,8,6,8,1,5,8
2011,2,20,-0.7,8,1,1.1,8,103,8,1,49,8,3,8,1,5,8
2011,2,21,-1.0,8,1,1.2,8,101,8,1,48,8,1,8,1,5,8
2011,2,22,0.9,8,1,1.3,8,100,8,1,47,8,1,8,1,5,8
2011,2,23,5.3,8,1,1.4,8,97,8,1,45,8,3,8,1,5,8
2011,2,24,5.5,8,1,1.5,8,93,8,1,44,8,7,8,1,4,8
2011,2,25,2.7,8,1,1.6,8,86,8,1,43,8,0,8,1,4,8
2011,2,26,-0.8,8,1,1.7,8,88,8,1,41,8,8,8,1,4,8
2012,1,1,1.2,8,1,1.5,8,47,8,1,17,8,2,8,1,5,8
2012,1,2,1.8,8,1,1.4,8,41,8,1,18,8,1,8,1,5,8
2012,1,3,-0.2,8,1,1.3,8,38,8,1,18,8,8,8,1,5,8
2012,1,4,-0.9,8,1,1.2,8,39,8,1,20,8,9,8,1,5,8
2012,1,5,-0.3,8,1,1.2,8,59,8,1,21,8,25,8,1,5,8
2012,1,6,0.4,8,1,1.1,8,62,8,1,22,8,11,8,1,6,8
2012,1,7,-0.4,8,1,1.0,8,67,8,1,23,8,9,8,1,6,8
2012,1,8,-0.4,8,1,0.9,8,69,8,1,24,8,7,8,1,6,8
2012,1,9,-0.4,8,1,0.8,8,70,8,1,25,8,8,8,1,6,8
2012,1,10,0.6,8,1,0.7,8,73,8,1,27,8,10,8,1,6,8
2012,1,11,-2.7,8,1,0.7,8,92,8,1,28,8,24,8,1,6,8
2012,1,12,-2.8,8,1,0.6,8,91,8,1,29,8,2,8,1,6,8
2012,1,13,-1.3,8,1,0.6,8,112,8,1,30,8,27,8,1,6,8
2012,1,14,-1.8,8,1,0.5,8,118,8,1,31,8,9,8,1,6,8
2012,1,15,-1.5,8,1,0.5,8,120,8,1,33,8,14,8,1,6,8
2012,1,16,-1.5,8,1,0.4,8,116,8,1,34,8,2,8,1,7,8
2012,1,17,-1.2,8,1,0.4,8,109,8,1,35,8,5,8,1,7,8
2012,1,18,0.5,8,1,0.4,8,104,8,1,36,8,0,8,1,7,8
2012,1,19,1.3,8,1,0.4,8,98,8,1,37,8,3,8,1,7,8
2012,1,20,1.8,8,1,0.4,8,94,8,1,38,8,3,8,1,7,8
2012,1,21,1.9,8,1,0.4,8,89,8,1,39,8,2,8,1,7,8
2012,1,22,2.8,8,1,0.4,8,86,8,1,41,8,1,8,1,7,8
2012,1,23,0.2,8,1,0.3,8,75,8,1,42,8,6,8,1,8,8
2012,1,24,-2.3,8,1,0.3,8,75,8,1,43,8,10,8,1,8,8
2012,1,25,-4.0,8,1,0.3,8,75,8,1,44,8,7,8,1,8,8
2012,1,26,-3.8,8,1,0.3,8,85,8,1,45,8,14,8,1,8,8
2012,1,27,-3.3,8,1,0.3,8,90,8,1,46,8,12,8,1,8,8
2012,1,28,-3.9,8,1,0.2,8,91,8,1,47,8,13,8,1,8,8
2012,1,29,-3.5,8,1,0.2,8,99,8,1,48,8,19,8,1,8,8
2012,1,30,-2.8,8,1,0.2,8,117,8,1,48,8,26,8,1,8,8
2012,1,31,-2.6,8,1,0.2,8,119,8,1,49,8,3,8,1,8,8
2012,2,1,-1.0,8,1,0.2,8,112,8,1,50,8,8,8,1,8,8
2012,2,2,-2.8,8,1,0.2,8,125,8,1,51,8,20,8,1,8,8
2012,2,3,-2.2,8,1,0.2,8,126,8,1,52,8,14,8,1,8,8
2012,2,4,-0.6,8,1,0.2,8,133,8,1,52,8,10,8,1,7,8
2012,2,5,-0.5,8,1,0.2,8,127,8,1,53,8,1,8,1,7,8
2012,2,6,1.4,8,1,0.3,8,121,8,1,53,8,3,8,1,7,8
2012,2,7,1.9,8,1,0.3,8,112,8,1,53,8,4,8,1,7,8
2012,2,8,-3.1,8,1,0.3,8,105,8,1,54,8,7,8,1,7,8
2012,2,9,-2.5,8,1,0.4,8,104,8,1,54,8,7,8,1,7,8
2012,2,10,-3.3,8,1,0.4,8,106,8,1,54,8,12,8,1,7,8
2012,2,11,-3.2,8,1,0.4,8,119,8,1,54,8,21,8,1,7,8
2012,2,12,-2.0,8,1,0.5,8,133,8,1,53,8,22,8,1,6,8
2012,2,13,-0.8,8,1,0.5,8,126,8,1,53,8,1,8,1,6,8
2012,2,14,1.1,8,1,0.6,8,122,8,1,53,8,4,8,1,6,8
2012,2,15,0.3,8,1,0.7,8,117,8,1,52,8,0,8,1,6,8
2012,2,16,-2.3,8,1,0.7,8,113,8,1,52,8,4,8,1,6,8
2012,2,17,-3.7,8,1,0.8,8,130,8,1,51,8,23,8,1,6,8
2012,2,18,-3.7,8,1,0.9,8,129,8,1,50,8,4,8,1,6,8
2012,2,19,-1.9,8,1,1.0,8,127,8,1,49,8,10,8,1,5,8
2012,2,20,0.2,8,1,1.1,8,130,8,1,49,8,6,8,1,5,8
2012,2,21,0.1,8,1,1.2,8,122,8,1,48,8,2,8,1,5,8
2012,2,22,-1.3,8,1,1.3,8,117,8,1,47,8,5,8,1,5,8
2012,2,23,3.1,8,1,1.4,8,115,8,1,45,8,4,8,1,5,8
2012,2,24,1.6,8,1,1.5,8,108,8,1,44,8,3,8,1,4,8
2012,2,25,0.3,8,1,1.6,8,110,8,1,43,8,8,8,1,4,8
2012,2,26,-0.9,8,1,1.7,8,110,8,1,41,8,7,8,1,4,8
2013,1,1,-0.5,8,1,1.5,8,25,8,1,17,8,15,8,1,5,8
2013,1,2,1.8,8,1,1.4,8,25,8,1,18,8,2,8,1,5,8
2013,1,3,-3.2,8,1,1.3,8,21,8,1,18,8,8,8,1,5,8
2013,1,4,-3.2,8,1,1.2,8,37,8,1,20,8,17,8,1,5,8
2013,1,5,-1.3,8,1,1.2,8,36,8,1,21,8,6,8,1,5,8
2013,1,6,0.2,8,1,1.1,8,39,8,1,22,8,8,8,1,6,8
2013,1,7,-0.6,8,1,1.0,8,34,8,1,23,8,1,8,1,6,8
2013,1,8,-1.3,8,1,0.9,8,45,8,1,24,8,15,8,1,6,8
2013,1,9,-2.0,8,1,0.8,8,44,8,1,25,8,10,8,1,6,8
2013,1,10,-2.3,8,1,0.7,8,47,8,1,27,8,10,8,1,6,8
2013,1,11,-2.4,8,1,0.7,8,56,8,1,28,8,12,8,1,6,8
2013,1,12,-0.8,8,1,0.6,8,62,8,1,29,8,11,8,1,6,8
2013,1,13,2.0,8,1,0.6,8,49,8,1,30,8,3,8,1,6,8
2013,1,14,0.3,8,1,0.5,8,43,8,1,31,8,9,8,1,6,8
2013,1,15,-1.2,8,1,0.5,8,50,8,1,33,8,9,8,1,6,8
2013,1,16,-0.5,8,1,0.4,8,56,8,1,34,8,18,8,1,7,8
2013,1,17,-1.7,8,1,0.4,8,67,8,1,35,8,18,8,1,7,8
2013,1,18,-3.1,8,1,0.4,8,72,8,1,36,8,18,8,1,7,8
2013,1,19,0.9,8,1,0.4,8,72,8,1,37,8,4,8,1,7,8
2013,1,20,1.5,8,1,0.4,8,66,8,1,38,8,4,8,1,7,8
2013,1,21,1.5,8,1,0.4,8,62,8,1,39,8,3,8,1,7,8
2013,1,22,1.0,8,1,0.4,8,60,8,1,41,8,4,8,1,7,8
2013,1,23,0.6,8,1,0.3,8,58,8,1,42,8,2,8,1,8,8
2013,1,24,2.0,8,1,0.3,8,56,8,1,43,8,2,8,1,8,8
2013,1,25,-1.0,8,1,0.3,8,77,8,1,44,8,31,8,1,8,8
2013,1,26,-2.8,8,1,0.3,8,80,8,1,45,8,11,8,1,8,8
2013,1,27,0.3,8,1,0.3,8,83,8,1,46,8,10,8,1,8,8
2013,1,28,-0.3,8,1,0.2,8,83,8,1,47,8,9,8,1,8,8
2013,1,29,0.4,8,1,0.2,8,88,8,1,48,8,8,8,1,8,8
2013,1,30,0.4,8,1,0.2,8,89,8,1,48,8,9,8,1,8,8
2013,1,31,0.0,8,1,0.2,8,89,8,1,49,8,3,8,1,8,8
2013,2,1,2.6,8,1,0.2,8,83,8,1,50,8,3,8,1,8,8
2013,2,2,3.6,8,1,0.2,8,79,8,1,51,8,2,8,1,8,8
2013,2,3,-0.6,8,1,0.2,8,69,8,1,52,8,5,8,1,8,8
2013,2,4,0.6,8,1,0.2,8,68,8,1,52,8,4,8,1,7,8
2013,2,5,0.0,8,1,0.2,8,67,8,1,53,8,3,8,1,7,8
2013,2,6,-0.7,8,1,0.3,8,67,8,1,53,8,5,8,1,7,8
2013,2,7,0.9,8,1,0.3,8,67,8,1,53,8,8,8,1,7,8
2013,2,8,-1.8,8,1,0.3,8,71,8,1,54,8,8,8,1,7,8
2013,2,9,-1.9,8,1,0.4,8,76,8,1,54,8,9,8,1,7,8
2013,2,10,-1.5,8,1,0.4,8,113,8,1,54,8,43,8,1,7,8
2013,2,11,-2.7,8,1,0.4,8,119,8,1,54,8,12,8,1,7,8
2013,2,12,-1.2,8,1,0.5,8,117,8,1,53,8,1,8,1,6,8
2013,2,13,0.3,8,1,0.5,8,112,8,1,53,8,6,8,1,6,8
2013,2,14,1.1,8,1,0.6,8,107,8,1,53,8,2,8,1,6,8
2013,2,15,1.2,8,1,0.7,8,101,8,1,52,8,6,8,1,6,8
2013,2,16,-3.4,8,1,0.7,8,101,8,1,52,8,9,8,1,6,8
2013,2,17,-2.5,8,1,0.8,8,100,8,1,51,8,2,8,1,6,8
2013,2,18,0.2,8,1,0.9,8,98,8,1,50,8,4,8,1,6,8
2013,2,19,-0.7,8,1,1.0,8,100,8,1,49,8,12,8,1,5,8
2013,2,20,-3.3,8,1,1.1,8,114,8,1,49,8,19,8,1,5,8
2013,2,21,-3.7,8,1,1.2,8,117,8,1,48,8,4,8,1,5,8
2013,2,22,-1.5,8,1,1.3,8,126,8,1,47,8,17,8,1,5,8
2013,2,23,-2.7,8,1,1.4,8,127,8,1,45,8,7,8,1,5,8
2013,2,24,-3.9,8,1,1.5,8,131,8,1,44,8,10,8,1,4,8
2013,2,25,-3.5,8,1,1.6,8,133,8,1,43,8,9,8,1,4,8
2013,2,26,-1.1,8,1,1.7,8,132,8,1,41,8,1,8,1,4,8
2014,1,1,3.5,8,1,1.5,8,4,8,1,17,8,1,8,1,5,8
2014,1,2,1.0,8,1,1.4,8,4,8,1,18,8,7,8,1,5,8
2014,1,3,2.7,8,1,1.3,8,4,8,1,18,8,2,8,1,5,8
2014,1,4,1.9,8,1,1.2,8,2,8,1,20,8,2,8,1,5,8
2014,1,5,-0.5,8,1,1.2,8,5,8,1,21,8,6,8,1,5,8
2014,1,6,0.8,8,1,1.1,8,11,8,1,22,8,10,8,1,6,8
2014,1,7,2.1,8,1,1.0,8,10,8,1,23,8,2,8,1,6,8
2014,1,8,2.2,8,1,0.9,8,8,8,1,24,8,4,8,1,6,8
2014,1,9,-0.1,8,1,0.8,8,5,8,1,25,8,6,8,1,6,8
2014,1,10,-2.5,8,1,0.7,8,4,8,1,27,8,0,8,1,6,8
2014,1,11,-0.8,8,1,0.7,8,7,8,1,28,8,5,8,1,6,8
