ダウンロードした時刻：2022/02/27 08:44:44

,,,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢,尾花沢
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm)
,,,,,,平年値(℃),平年値(℃),,,,平年値(cm),平年値(cm),,,,平年値(cm),平年値(cm)
,,,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2018,1,5,-2.3,8,1,-0.5,8,105,8,1,63,8,1,8,1,10,8
2018,1,6,-0.4,8,1,-0.6,8,103,8,1,65,8,10,8,1,10,8
2018,1,7,0.2,8,1,-0.7,8,108,8,1,67,8,6,8,1,10,8
2018,1,8,-1.8,8,1,-0.8,8,99,8,1,69,8,0,8,1,10,8
2018,1,9,1.4,8,1,-0.8,8,92,8,1,71,8,9,8,1,10,8
2018,1,10,-0.3,8,1,-0.9,8,116,8,1,73,8,32,8,1,10,8
2018,1,11,-4.2,8,1,-1.0,8,121,8,1,75,8,8,8,1,10,8
2018,1,12,-7.6,8,1,-1.1,8,116,8,1,77,8,9,8,1,10,8
2018,1,13,-3.7,8,1,-1.1,8,116,8,1,79,8,3,8,1,10,8
2018,1,14,-4.3,8,1,-1.2,8,110,8,1,81,8,2,8,1,10,8
2018,1,15,-6.3,8,1,-1.2,8,105,8,1,83,8,1,8,1,10,8
2018,1,16,1.1,8,1,-1.2,8,101,8,1,84,8,0,8,1,10,8
2018,1,17,2.1,8,1,-1.2,8,98,8,1,86,8,1,8,1,10,8
2018,1,18,2.1,8,1,-1.2,8,91,8,1,88,8,1,8,1,10,8
2018,1,19,0.6,8,1,-1.2,8,86,8,1,89,8,0,8,1,10,8
2018,1,20,-2.2,8,1,-1.2,8,84,8,1,91,8,1,8,1,10,8
2018,1,21,-1.5,8,1,-1.2,8,86,8,1,92,8,3,8,1,10,8
2018,1,22,-3.5,8,1,-1.2,8,93,8,1,94,8,10,8,1,10,8
2018,1,23,-2.0,8,1,-1.3,8,116,8,1,96,8,24,8,1,10,8
2018,1,24,-5.4,8,1,-1.3,8,149,8,1,97,8,39,8,1,10,8
2018,1,25,-5.7,8,1,-1.3,8,150,8,1,99,8,10,8,1,10,8
2018,1,26,-5.2,8,1,-1.3,8,172,8,1,100,8,35,8,1,11,8
2018,1,27,-3.1,8,1,-1.3,8,188,8,1,102,8,26,8,1,11,8
2018,1,28,-1.7,8,1,-1.3,8,183,8,1,104,8,0,8,1,11,8
2018,1,29,-2.6,8,1,-1.3,8,169,8,1,105,8,7,8,1,11,8
2018,1,30,-4.3,8,1,-1.3,8,191,8,1,107,8,36,8,1,11,8
2018,1,31,-2.0,8,1,-1.4,8,198,8,1,108,8,14,8,1,11,8
2018,2,1,-3.0,8,1,-1.3,8,184,8,1,109,8,0,8,1,10,8
2018,2,2,-7.6,8,1,-1.3,8,164,8,1,111,8,0,8,1,10,8
2018,2,3,-2.8,8,1,-1.3,8,159,8,1,112,8,0,8,1,10,8
2018,2,4,-0.4,8,1,-1.3,8,163,8,1,113,8,16,8,1,10,8
2018,2,5,-1.9,8,1,-1.3,8,167,8,1,114,8,8,8,1,10,8
2018,2,6,-2.5,8,1,-1.2,8,165,8,1,114,8,4,8,1,10,8
2018,2,7,-1.5,8,1,-1.2,8,169,8,1,115,8,8,8,1,9,8
2018,2,8,-1.7,8,1,-1.1,8,177,8,1,115,8,22,8,1,9,8
2018,2,9,-1.0,8,1,-1.1,8,176,8,1,116,8,1,8,1,9,8
2018,2,10,-1.0,8,1,-1.0,8,167,8,1,116,8,0,8,1,9,8
2018,2,11,-0.4,8,1,-1.0,8,184,8,1,116,8,28,8,1,9,8
2018,2,12,-4.3,8,1,-0.9,8,218,8,1,116,8,35,8,1,9,8
2018,2,13,-4.0,8,1,-0.9,8,251,8,1,116,8,34,8,1,8,8
2018,2,14,0.6,8,1,-0.8,8,256,8,1,116,8,6,8,1,8,8
2018,2,15,-0.2,8,1,-0.8,8,201,8,1,116,8,1,8,1,8,8
2018,2,16,-1.9,8,1,-0.7,8,187,8,1,116,8,1,8,1,8,8
2018,2,17,-3.7,8,1,-0.7,8,199,8,1,115,8,24,8,1,8,8
2018,2,18,-3.8,8,1,-0.6,8,208,8,1,115,8,15,8,1,8,8
2018,2,19,-3.7,8,1,-0.5,8,204,8,1,114,8,0,8,1,8,8
2018,2,20,-2.6,8,1,-0.5,8,199,8,1,114,8,8,8,1,7,8
2018,2,21,-2.6,8,1,-0.4,8,203,8,1,113,8,17,8,1,7,8
2018,2,22,-4.4,8,1,-0.3,8,201,8,1,112,8,0,8,1,7,8
2018,2,23,-3.7,8,1,-0.2,8,193,8,1,111,8,6,8,1,7,8
2018,2,24,-2.8,8,1,-0.1,8,192,8,1,110,8,6,8,1,7,8
2018,2,25,-2.6,8,1,0.0,8,196,8,1,109,8,9,8,1,7,8
2018,2,26,-2.3,8,1,0.2,8,185,8,1,108,8,0,8,1,6,8
2019,1,1,-0.6,8,1,-0.2,8,104,8,1,54,8,18,8,1,10,8
2019,1,2,-1.2,8,1,-0.3,8,101,8,1,56,8,13,8,1,10,8
2019,1,3,-0.7,8,1,-0.4,8,113,8,1,58,8,13,8,1,10,8
2019,1,4,1.0,8,1,-0.4,8,102,8,1,60,8,0,8,1,10,8
2019,1,5,0.3,8,1,-0.5,8,90,8,1,63,8,10,8,1,10,8
2019,1,6,-1.4,8,1,-0.6,8,98,8,1,65,8,17,8,1,10,8
2019,1,7,-0.3,8,1,-0.7,8,105,8,1,67,8,15,8,1,10,8
2019,1,8,-0.5,8,1,-0.8,8,127,8,1,69,8,30,8,1,10,8
2019,1,9,-2.1,8,1,-0.8,8,132,8,1,71,8,7,8,1,10,8
2019,1,10,0.9,8,1,-0.9,8,119,8,1,73,8,0,8,1,10,8
2019,1,11,0.5,8,1,-1.0,8,101,8,1,75,8,2,8,1,10,8
2019,1,12,-0.5,8,1,-1.1,8,90,8,1,77,8,0,8,1,10,8
2019,1,13,-1.2,8,1,-1.1,8,86,8,1,79,8,0,8,1,10,8
2019,1,14,-2.3,8,1,-1.2,8,84,8,1,81,8,0,8,1,10,8
2019,1,15,-1.9,8,1,-1.2,8,84,8,1,83,8,2,8,1,10,8
2019,1,16,-0.9,8,1,-1.2,8,100,8,1,84,8,20,8,1,10,8
2019,1,17,-1.3,8,1,-1.2,8,131,8,1,86,8,37,8,1,10,8
2019,1,18,-1.5,8,1,-1.2,8,132,8,1,88,8,14,8,1,10,8
2019,1,19,0.0,8,1,-1.2,8,141,8,1,89,8,9,8,1,10,8
2019,1,20,-0.7,8,1,-1.2,8,126,8,1,91,8,9,8,1,10,8
2019,1,21,-2.6,8,1,-1.2,8,136,8,1,92,8,17,8,1,10,8
2019,1,22,-0.9,8,1,-1.2,8,155,8,1,94,8,24,8,1,10,8
2019,1,23,-0.5,8,1,-1.3,8,148,8,1,96,8,12,8,1,10,8
2019,1,24,-2.6,8,1,-1.3,8,156,8,1,97,8,19,8,1,10,8
2019,1,25,-2.6,8,1,-1.3,8,175,8,1,99,8,21,8,1,10,8
2019,1,26,-3.9,8,1,-1.3,8,165,8,1,100,8,1,8,1,11,8
2019,1,27,-2.3,8,1,-1.3,8,168,8,1,102,8,15,8,1,11,8
2019,1,28,-0.1,8,1,-1.3,8,156,8,1,104,8,7,8,1,11,8
2019,1,29,0.5,8,1,-1.3,8,157,8,1,105,8,5,8,1,11,8
2019,1,30,-1.0,8,1,-1.3,8,144,8,1,107,8,0,8,1,11,8
2019,1,31,-0.5,8,1,-1.4,8,139,8,1,108,8,0,8,1,11,8
2019,2,1,-3.0,8,1,-1.3,8,161,8,1,109,8,27,8,1,10,8
2019,2,2,0.3,8,1,-1.3,8,168,8,1,111,8,8,8,1,10,8
2019,2,3,0.5,8,1,-1.3,8,156,8,1,112,8,0,8,1,10,8
2019,2,4,1.6,8,1,-1.3,8,142,8,1,113,8,0,8,1,10,8
2019,2,5,-0.3,8,1,-1.3,8,132,8,1,114,8,0,8,1,10,8
2019,2,6,-3.1,8,1,-1.2,8,130,8,1,114,8,0,8,1,10,8
2019,2,7,-0.1,8,1,-1.2,8,136,8,1,115,8,10,8,1,9,8
2019,2,8,-4.5,8,1,-1.1,8,143,8,1,115,8,11,8,1,9,8
2019,2,9,-3.1,8,1,-1.1,8,146,8,1,116,8,3,8,1,9,8
2019,2,10,-3.6,8,1,-1.0,8,140,8,1,116,8,6,8,1,9,8
2019,2,11,-0.7,8,1,-1.0,8,142,8,1,116,8,9,8,1,9,8
2019,2,12,-2.0,8,1,-0.9,8,145,8,1,116,8,11,8,1,9,8
2019,2,13,-2.8,8,1,-0.9,8,166,8,1,116,8,24,8,1,8,8
2019,2,14,-2.9,8,1,-0.8,8,165,8,1,116,8,6,8,1,8,8
2019,2,15,-1.8,8,1,-0.8,8,162,8,1,116,8,1,8,1,8,8
2019,2,16,-0.5,8,1,-0.7,8,158,8,1,116,8,14,8,1,8,8
2019,2,17,0.6,8,1,-0.7,8,154,8,1,115,8,1,8,1,8,8
2019,2,18,2.1,8,1,-0.6,8,146,8,1,115,8,5,8,1,8,8
2019,2,19,0.7,8,1,-0.5,8,136,8,1,114,8,0,8,1,8,8
2019,2,20,3.0,8,1,-0.5,8,134,8,1,114,8,1,8,1,7,8
2019,2,21,2.8,8,1,-0.4,8,129,8,1,113,8,0,8,1,7,8
2019,2,22,2.1,8,1,-0.3,8,125,8,1,112,8,0,8,1,7,8
2019,2,23,1.4,8,1,-0.2,8,120,8,1,111,8,0,8,1,7,8
2019,2,24,1.3,8,1,-0.1,8,118,8,1,110,8,0,8,1,7,8
2019,2,25,1.0,8,1,0.0,8,116,8,1,109,8,0,8,1,7,8
2019,2,26,1.8,8,1,0.2,8,110,8,1,108,8,0,8,1,6,8
2020,1,1,-0.2,8,1,-0.2,8,21,8,1,54,8,21,8,1,10,8
2020,1,2,0.8,8,1,-0.3,8,22,8,1,56,8,5,8,1,10,8
2020,1,3,-0.2,8,1,-0.4,8,16,8,1,58,8,10,8,1,10,8
2020,1,4,0.4,8,1,-0.4,8,30,8,1,60,8,17,8,1,10,8
2020,1,5,-0.5,8,1,-0.5,8,33,8,1,63,8,10,8,1,10,8
2020,1,6,2.0,8,1,-0.6,8,29,8,1,65,8,2,8,1,10,8
2020,1,7,-0.8,8,1,-0.7,8,20,8,1,67,8,1,8,1,10,8
2020,1,8,2.1,8,1,-0.8,8,22,8,1,69,8,5,8,1,10,8
2020,1,9,3.4,8,1,-0.8,8,15,8,1,71,8,1,8,1,10,8
2020,1,10,1.9,8,1,-0.9,8,8,8,1,73,8,2,8,1,10,8
2020,1,11,2.9,8,1,-1.0,8,7,8,1,75,8,1,8,1,10,8
2020,1,12,1.3,8,1,-1.1,8,4,8,1,77,8,4,8,1,10,8
2020,1,13,1.6,8,1,-1.1,8,1,8,1,79,8,2,8,1,10,8
2020,1,14,1.5,8,1,-1.2,8,0,8,1,81,8,0,8,1,10,8
2020,1,15,1.2,8,1,-1.2,8,0,8,1,83,8,0,8,1,10,8
2020,1,16,1.2,8,1,-1.2,8,6,8,1,84,8,6,8,1,10,8
2020,1,17,0.9,8,1,-1.2,8,2,8,1,86,8,3,8,1,10,8
2020,1,18,-1.0,8,1,-1.2,8,0,8,1,88,8,0,8,1,10,8
2020,1,19,0.1,8,1,-1.2,8,0,8,1,89,8,0,8,1,10,8
2020,1,20,2.0,8,1,-1.2,8,1,8,1,91,8,1,8,1,10,8
2020,1,21,-0.1,8,1,-1.2,8,14,8,1,92,8,18,8,1,10,8
2020,1,22,-0.7,8,1,-1.2,8,11,8,1,94,8,0,8,1,10,8
2020,1,23,-0.5,8,1,-1.3,8,7,8,1,96,8,2,8,1,10,8
2020,1,24,1.6,8,1,-1.3,8,6,8,1,97,8,1,8,1,10,8
2020,1,25,0.4,8,1,-1.3,8,1,8,1,99,8,0,8,1,10,8
2020,1,26,0.2,8,1,-1.3,8,0,8,1,100,8,0,8,1,11,8
2020,1,27,1.0,8,1,-1.3,8,0,8,1,102,8,0,8,1,11,8
2020,1,28,3.3,8,1,-1.3,8,0,8,1,104,8,0,8,1,11,8
2020,1,29,5.5,8,1,-1.3,8,0,8,1,105,8,0,8,1,11,8
2020,1,30,5.1,8,1,-1.3,8,0,8,1,107,8,0,8,1,11,8
2020,1,31,2.1,8,1,-1.4,8,0,8,1,108,8,0,8,1,11,8
2020,2,1,1.5,8,1,-1.3,8,0,8,1,109,8,0,8,1,10,8
2020,2,2,2.1,8,1,-1.3,8,0,8,1,111,8,0,8,1,10,8
2020,2,3,2.2,8,1,-1.3,8,0,8,1,112,8,0,8,1,10,8
2020,2,4,0.0,8,1,-1.3,8,10,8,1,113,8,16,8,1,10,8
2020,2,5,-0.7,8,1,-1.3,8,20,8,1,114,8,20,8,1,10,8
2020,2,6,-4.9,8,1,-1.2,8,32,8,1,114,8,17,8,1,10,8
2020,2,7,-2.7,8,1,-1.2,8,31,8,1,115,8,1,8,1,9,8
2020,2,8,-1.6,8,1,-1.1,8,23,8,1,115,8,9,8,1,9,8
2020,2,9,-3.8,8,1,-1.1,8,32,8,1,116,8,15,8,1,9,8
2020,2,10,-2.3,8,1,-1.0,8,32,8,1,116,8,6,8,1,9,8
2020,2,11,-1.3,8,1,-1.0,8,32,8,1,116,8,2,8,1,9,8
2020,2,12,-3.1,8,1,-0.9,8,23,8,1,116,8,0,8,1,9,8
2020,2,13,1.6,8,1,-0.9,8,21,8,1,116,8,1,8,1,8,8
2020,2,14,5.2,8,1,-0.8,8,9,8,1,116,8,0,8,1,8,8
2020,2,15,4.4,8,1,-0.8,8,6,8,1,116,8,0,8,1,8,8
2020,2,16,2.6,8,1,-0.7,8,1,8,1,116,8,0,8,1,8,8
2020,2,17,3.7,8,1,-0.7,8,0,8,1,115,8,0,8,1,8,8
2020,2,18,1.5,8,1,-0.6,8,0,8,1,115,8,0,8,1,8,8
2020,2,19,1.6,8,1,-0.5,8,3,8,1,114,8,3,8,1,8,8
2020,2,20,2.0,8,1,-0.5,8,0,8,1,114,8,0,8,1,7,8
2020,2,21,2.2,8,1,-0.4,8,0,8,1,113,8,0,8,1,7,8
2020,2,22,4.7,8,1,-0.3,8,0,8,1,112,8,0,8,1,7,8
2020,2,23,2.2,8,1,-0.2,8,0,8,1,111,8,0,8,1,7,8
2020,2,24,4.4,8,1,-0.1,8,0,8,1,110,8,0,8,1,7,8
2020,2,25,5.5,8,1,0.0,8,0,8,1,109,8,0,8,1,7,8
2020,2,26,2.9,8,1,0.2,8,0,8,1,108,8,0,8,1,6,8
2021,1,1,-3.7,8,1,-0.2,8,156,8,1,54,8,45,8,1,10,8
2021,1,2,-3.4,8,1,-0.3,8,162,8,1,56,8,15,8,1,10,8
2021,1,3,-3.2,8,1,-0.4,8,168,8,1,58,8,17,8,1,10,8
2021,1,4,-1.0,8,1,-0.4,8,179,8,1,60,8,16,8,1,10,8
2021,1,5,-2.3,8,1,-0.5,8,178,8,1,63,8,2,8,1,10,8
2021,1,6,-4.5,8,1,-0.6,8,160,8,1,65,8,4,8,1,10,8
2021,1,7,-1.0,8,1,-0.7,8,158,8,1,67,8,14,8,1,10,8
2021,1,8,-5.2,8,1,-0.8,8,180,8,1,69,8,30,8,1,10,8
2021,1,9,-5.9,8,1,-0.8,8,177,8,1,71,8,13,8,1,10,8
2021,1,10,-3.5,8,1,-0.9,8,203,8,1,73,8,31,8,1,10,8
2021,1,11,-3.3,8,1,-1.0,8,205,8,1,75,8,3,8,1,10,8
2021,1,12,-3.1,8,1,-1.1,8,194,8,1,77,8,1,8,1,10,8
2021,1,13,0.2,8,1,-1.1,8,194,8,1,79,8,11,8,1,10,8
2021,1,14,1.2,8,1,-1.2,8,176,8,1,81,8,4,8,1,10,8
2021,1,15,0.0,8,1,-1.2,8,155,8,1,83,8,2,8,1,10,8
2021,1,16,0.4,8,1,-1.2,8,151,8,1,84,8,1,8,1,10,8
2021,1,17,-1.9,8,1,-1.2,8,153,8,1,86,8,15,8,1,10,8
2021,1,18,-1.8,8,1,-1.2,8,159,8,1,88,8,14,8,1,10,8
2021,1,19,-3.4,8,1,-1.2,8,165,8,1,89,8,11,8,1,10,8
2021,1,20,-2.5,8,1,-1.2,8,169,8,1,91,8,4,8,1,10,8
2021,1,21,-3.5,8,1,-1.2,8,158,8,1,92,8,0,8,1,10,8
2021,1,22,-0.2,8,1,-1.2,8,153,8,1,94,8,0,8,1,10,8
2021,1,23,0.3,8,1,-1.3,8,148,8,1,96,8,0,8,1,10,8
2021,1,24,1.6,8,1,-1.3,8,146,8,1,97,8,0,8,1,10,8
2021,1,25,-2.2,8,1,-1.3,8,143,8,1,99,8,0,8,1,10,8
2021,1,26,-0.9,8,1,-1.3,8,140,8,1,100,8,4,8,1,11,8
2021,1,27,2.4,8,1,-1.3,8,137,8,1,102,8,5,8,1,11,8
2021,1,28,0.4,8,1,-1.3,8,131,8,1,104,8,6,8,1,11,8
2021,1,29,-1.1,8,1,-1.3,8,138,8,1,105,8,9,8,1,11,8
2021,1,30,-2.6,8,1,-1.3,8,142,8,1,107,8,8,8,1,11,8
2021,1,31,-2.1,8,1,-1.4,8,158,8,1,108,8,16,8,1,11,8
2021,2,1,-3.3,8,1,-1.3,8,150,8,1,109,8,0,8,1,10,8
2021,2,2,-0.4,8,1,-1.3,8,148,8,1,111,8,13,8,1,10,8
2021,2,3,-3.9,8,1,-1.3,8,167,8,1,112,8,24,8,1,10,8
2021,2,4,-3.4,8,1,-1.3,8,189,8,1,113,8,26,8,1,10,8
2021,2,5,-1.3,8,1,-1.3,8,187,8,1,114,8,7,8,1,10,8
2021,2,6,1.5,8,1,-1.2,8,176,8,1,114,8,0,8,1,10,8
2021,2,7,1.2,8,1,-1.2,8,164,8,1,115,8,9,8,1,9,8
2021,2,8,-2.9,8,1,-1.1,8,171,8,1,115,8,10,8,1,9,8
2021,2,9,-3.3,8,1,-1.1,8,194,8,1,116,8,31,8,1,9,8
2021,2,10,-0.4,8,1,-1.0,8,201,8,1,116,8,8,8,1,9,8
2021,2,11,1.8,8,1,-1.0,8,182,8,1,116,8,7,8,1,9,8
2021,2,12,0.0,8,1,-0.9,8,170,8,1,116,8,1,8,1,9,8
2021,2,13,-1.9,8,1,-0.9,8,165,8,1,116,8,0,8,1,8,8
2021,2,14,0.0,8,1,-0.8,8,165,8,1,116,8,1,8,1,8,8
2021,2,15,1.8,8,1,-0.8,8,162,8,1,116,8,0,8,1,8,8
2021,2,16,0.7,8,1,-0.7,8,166,8,1,116,8,15,8,1,8,8
2021,2,17,-2.5,8,1,-0.7,8,209,8,1,115,8,44,8,1,8,8
2021,2,18,-2.7,8,1,-0.6,8,209,8,1,115,8,5,8,1,8,8
2021,2,19,0.2,8,1,-0.5,8,203,8,1,114,8,1,8,1,8,8
2021,2,20,4.1,8,1,-0.5,8,189,8,1,114,8,0,8,1,7,8
2021,2,21,4.0,8,1,-0.4,8,173,8,1,113,8,0,8,1,7,8
2021,2,22,4.1,8,1,-0.3,8,165,8,1,112,8,0,8,1,7,8
2021,2,23,0.0,8,1,-0.2,8,160,8,1,111,8,5,8,1,7,8
2021,2,24,-2.9,4,1,-0.1,8,164,4,1,110,8,6,4,1,7,8
2021,2,25,-1.5,8,1,0.0,8,176,8,1,109,8,13,8,1,7,8
2021,2,26,0.1,8,1,0.2,8,164,8,1,108,8,6,8,1,6,8
2022,1,1,-3.6,8,1,-0.2,8,97,8,1,54,8,6,8,1,10,8
2022,1,2,0.1,8,1,-0.3,8,92,8,1,56,8,4,8,1,10,8
2022,1,3,-1.5,8,1,-0.4,8,107,8,1,58,8,28,8,1,10,8
2022,1,4,-2.7,8,1,-0.4,8,115,8,1,60,8,11,8,1,10,8
2022,1,5,-3.9,8,1,-0.5,8,118,8,1,63,8,9,8,1,10,8
2022,1,6,-5.4,8,1,-0.6,8,106,8,1,65,8,0,8,1,10,8
2022,1,7,-2.4,8,1,-0.7,8,112,8,1,67,8,18,8,1,10,8
2022,1,8,-0.7,8,1,-0.8,8,119,8,1,69,8,7,8,1,10,8
2022,1,9,0.3,8,1,-0.8,8,111,8,1,71,8,5,8,1,10,8
2022,1,10,-0.9,8,1,-0.9,8,100,8,1,73,8,0,8,1,10,8
2022,1,11,-2.7,8,1,-1.0,8,95,8,1,75,8,4,8,1,10,8
2022,1,12,-1.1,8,1,-1.1,8,108,8,1,77,8,18,8,1,10,8
2022,1,13,-1.1,8,1,-1.1,8,119,8,1,79,8,15,8,1,10,8
2022,1,14,-1.8,8,1,-1.2,8,125,8,1,81,8,14,8,1,10,8
2022,1,15,1.1,8,1,-1.2,8,130,8,1,83,8,7,8,1,10,8
2022,1,16,0.3,8,1,-1.2,8,119,8,1,84,8,0,8,1,10,8
2022,1,17,-0.7,8,1,-1.2,8,120,8,1,86,8,13,8,1,10,8
2022,1,18,-3.1,8,1,-1.2,8,132,8,1,88,8,16,8,1,10,8
2022,1,19,-2.5,8,1,-1.2,8,133,8,1,89,8,5,8,1,10,8
2022,1,20,-1.5,8,1,-1.2,8,129,8,1,91,8,5,8,1,10,8
2022,1,21,-3.1,8,1,-1.2,8,131,8,1,92,8,4,8,1,10,8
2022,1,22,-0.8,8,1,-1.2,8,134,8,1,94,8,8,8,1,10,8
2022,1,23,-1.2,8,1,-1.3,8,128,8,1,96,8,0,8,1,10,8
2022,1,24,0.5,8,1,-1.3,8,124,8,1,97,8,2,8,1,10,8
2022,1,25,-1.1,8,1,-1.3,8,120,8,1,99,8,0,8,1,10,8
2022,1,26,-0.9,8,1,-1.3,8,118,8,1,100,8,5,8,1,11,8
2022,1,27,0.1,8,1,-1.3,8,124,8,1,102,8,9,8,1,11,8
2022,1,28,-1.2,8,1,-1.3,8,134,8,1,104,8,19,8,1,11,8
2022,1,29,-1.4,8,1,-1.3,8,144,8,1,105,8,18,8,1,11,8
2022,1,30,-2.1,8,1,-1.3,8,157,8,1,107,8,19,8,1,11,8
2022,1,31,-2.4,8,1,-1.4,8,171,8,1,108,8,22,8,1,11,8
2022,2,1,-1.4,8,1,-1.3,8,176,8,1,109,8,6,8,1,10,8
2022,2,2,-0.8,8,1,-1.3,8,174,8,1,111,8,22,8,1,10,8
2022,2,3,-1.4,5,1,-1.3,8,186,5,1,112,8,12,5,1,10,8
2022,2,4,-2.3,8,1,-1.3,8,188,8,1,113,8,8,8,1,10,8
2022,2,5,-3.5,8,1,-1.3,8,195,8,1,114,8,19,8,1,10,8
2022,2,6,-3.4,8,1,-1.2,8,203,8,1,114,8,12,8,1,10,8
2022,2,7,-2.1,8,1,-1.2,8,206,8,1,115,8,5,8,1,9,8
2022,2,8,-0.9,8,1,-1.1,8,202,8,1,115,8,4,8,1,9,8
2022,2,9,-1.3,8,1,-1.1,8,192,8,1,116,8,0,8,1,9,8
2022,2,10,-3.9,8,1,-1.0,8,181,8,1,116,8,1,8,1,9,8
2022,2,11,-1.3,8,1,-1.0,8,179,8,1,116,8,0,8,1,9,8
2022,2,12,-0.8,8,1,-0.9,8,173,8,1,116,8,0,8,1,9,8
2022,2,13,1.4,8,1,-0.9,8,165,8,1,116,8,0,8,1,8,8
2022,2,14,-0.2,8,1,-0.8,8,159,8,1,116,8,0,8,1,8,8
2022,2,15,-0.6,8,1,-0.8,8,164,8,1,116,8,11,8,1,8,8
2022,2,16,-0.3,8,1,-0.7,8,169,8,1,116,8,16,8,1,8,8
2022,2,17,-0.9,8,1,-0.7,8,172,8,1,115,8,4,8,1,8,8
2022,2,18,0.0,8,1,-0.6,8,164,8,1,115,8,2,8,1,8,8
2022,2,19,0.9,8,1,-0.5,8,157,8,1,114,8,0,8,1,8,8
2022,2,20,-0.2,8,1,-0.5,8,154,8,1,114,8,4,8,1,7,8
2022,2,21,-3.3,8,1,-0.4,8,153,8,1,113,8,1,8,1,7,8
2022,2,22,-3.5,8,1,-0.3,8,155,8,1,112,8,5,8,1,7,8
2022,2,23,-3.1,8,1,-0.2,8,177,8,1,111,8,25,8,1,7,8
2022,2,24,-1.2,8,1,-0.1,8,187,8,1,110,8,11,8,1,7,8
2022,2,25,1.5,8,1,0.0,8,180,8,1,109,8,6,8,1,7,8
2022,2,26,3.2,8,1,0.2,8,164,8,1,108,8,0,8,1,6,8
